,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X002241.SZ,X600703.SH,X000596.SZ,X002007.SZ,X000100.SZ,X300003.SZ,X002236.SZ,X601877.SH,X000157.SZ,X002463.SZ,X300142.SZ,X300124.SZ,X002179.SZ,X000066.SZ,X002008.SZ,X600271.SH,X000625.SZ,X300136.SZ,X002129.SZ,X600867.SH,X000977.SZ,X600177.SH,X002506.SZ,X002049.SZ,X002180.SZ,X300014.SZ,X002456.SZ,X600498.SH,X600066.SH,X002371.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.124152155790605,0,0,0,0,0,0.0129456726033408,0,0,0,0.314939718780463,0,0,0,0,0,0,0,0.0754935536887885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537811393158817,0,0,0,0,0,0,0,0,0,0,-0.0578904850293238,0,0,0,0,0,0,0.00806298094733757,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0678538919708586,-4.33680868994202e-19,0,0.353973476728207,0,0,0,0,0.124093355661195,0,0,0,0,0.0779735759010094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00691002984739333,0,0.00521615250349866,0,0,0,0,0,0.0622534809615636,0,0,0.0108177495361359,0,0,0,-0.00782618977150637,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.115771366143913,0,0,0.233960657488419,0,0,0,0.0828755345900996,0,0.0307554612148394,0,0,0,0.057376689524478,0,0,0.00840786279263816,0,0,0,-0.017533834963235,0.0174275270070023,0,0,0,0,0,0,0,0,0,0,0,0.0525030862829143,0,0,-0.0564337243377738,0,0,0,0.0275419591853278,0,0,0,-0.00955383826603633,0,0,0,0.00534997566704607,0,0
X000651.SZ,0,0,0,0,0.0400059636485577,0,0,0,0,0,0,0,0,0,0,0,0.245343394055067,0,-0.0537492133979613,0,0,0,0.254696931078445,0,0,0.00257264880492194,0,0.0307045393873786,-0.0209771536164589,0,0.0713605804067703,0,0.112701689576527,0,0,0,0,0.0201677398872465,0,0,0,0,0,-0.0430017392633029,0,0,0,0,0,0,0,-0.00528355143927947,0,0,0,0,0.0145314564982056,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949900658991819,0,0,0,0,0,0,0,0,0,0.505206881502567,0.103079566841906,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0260743392787038,0,0,0,0,0,0,0,0,0.00588940647336575,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220756263866037,0,0,-0.0418811513657736,0,0,0,0,0,0,0,0.134970901380222,0,0,0,0,0,0,0.0391213839896788,0,0.117384395019768,0,0,-0.0293882055228321,0.00946629707665983,0,0,0,0,0,0,0,0,0,0,0,-0.00643951408980709,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0310878215840113,0,0,0,0.137201111908276,0,0
X002304.SZ,0,0,0,0,0,0,0.110308128089823,0,0,0,0,0.230091585743501,0,0,0,0,0,0,0,0.0493891210114602,0,0.064346603419041,0,0,0,0,0,0,0,0,0,0,0,0.150375405751201,0,0,0,-0.00696137062396698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223890157400905,0,0,0,-0.00959175323577316,0,0
X002475.SZ,0,0.170826919417748,0,0,0,0,0,0,0,0.0337562828759955,0.0643294863124277,0,0,0,0,0.10410876953555,0,0,0.00724315800660012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039661126136178,0.106617891821598,0,0,0.0654824188046054,0,0,0,0,0,0.0436990945619414,0,0,0.160814078546846,0,0,0,0,0,0.0141225939911065,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.206650697730941,0,0,0,0,0,0,0,0,0,0,0,0.0835829863884353,0,0,0.057845502910479,0.241096067966468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00908516408890955,0,0,0,0,0,0,0,0,0,0.0405535524050145,0,0,0,0,0,0,0.0105212237620426,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.00103481070591924,0,0,0,0,0,0,0,0,0,0.0830715735127281,0.0306084846672544,0,0,0,0,0.0308006509009584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156347279344901,0.024933907089561,0,0,0,0,0,0,0,-0.0377670437777288,0.0565549113878071,0,0,0,-0.00256057863123986,0,0
X000568.SZ,0,0.624621154069974,0,0,0,0,0,0.0154374666797064,0,0,0,0,0,0,0,0,0,0.001942418627698,0,0,-0.0679368721045501,0.185070767424688,0,0,0,0,0,0,-0.0349519260722843,0.121432890045744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00786920650344357,0,0,0,0,-0.0176810083525527,0,0
