,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X000625.SZ,X002304.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X002371.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X600089.SH,X002241.SZ,X002236.SZ,X600372.SH,X002129.SZ,X000661.SZ,X002049.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600183.SH,X002007.SZ,X002463.SZ,X000800.SZ,X600522.SH,X601799.SH,X002028.SZ,X600460.SH,X600418.SH,X002294.SZ,X002074.SZ,X300142.SZ,X002180.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.143836512671204,0.346040864499276,0,0,0,0.0112505867914342,0.00816705746751694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00580957893102027,0,0,0,0,0,0,0,0.0216763108965355,0.140328352352652,0,0,0,0.0181378798870339,0,0,0,0,-0.00506346283542927,0,0,0,0,0,0,0
X000858.SZ,0.121049290338022,0,0,0,0.0453802377797871,0.376773850442751,0,0.0760269091886781,0,0,0,0,0,0,0,0,0,0,0,0,0.0622594948311202,0,0.0614127964840481,0,0,0,0,0,0.0531567818585121,0,0,0,0,0,0,0,0,0,0,0,0.0108720690755529,0,0,0,0.00663723001335066,0,0,0,0,0,0,0,-0.0101005600603935,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421196492218144,0,0,0,0.104554981430325,0,0,0,0,0,0,0,0,0.131088490669352,0,0,0,0,0,0,-0.0363777970179242,0.074193602078454,0,0.0804723044246962,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.0542711177471766,0,0
X600276.SH,0,0,0,0,0,0,0.0461942849824497,0,0,0.047852370367628,0,0,0,0,0,0,0,0.118874705334619,0,0,0,0,0,0,0,0,0.0233680192050276,0,0,0.0237958601787961,0,0,0,0,-0.0246181500007516,0,0,0,0,0,0,0,0,0,0,0.293744634220985,0,0,0,-0.0190134033579901,0,0.0129739707415589,-0.00974336639573155,0,0,0,0,0,0
X600809.SH,0.193088511689302,0,0,0,0,0.384220324956815,0,0,0,0,0,0,0,0,0,0,0.186724373606478,0,0,0,0,0,0,0,0,0.0182048284169934,0,0,0,0,0,0,0,0,0,0,0,0,0.0260079600854003,-0.0578366237332907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.476352560108603,0,0,0.481220423243858,0,0,0,0,0,0,0,0,0,0,0,0,0.0332255739629254,0,0,0,-0.0435631239664721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0877074831720187,0,0,0,0,0,0,0,-0.0141555471990763,0,0,0,0,0,0,0.00520786953587162,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179164629047996,0,0.0947175328315176,0,0,0,0,0.248236927303042,0.0550182531534288,0,0,0,0,0,0,0,-0.150998715581734,0,0.0326788163881524,0,0.0137746486729268,0,0.0524929169069408,0.0896501100221616,0,0,0.118503457314201,0,0,0,0,0,0,-0.031385683477319,0.0585752567538782,0,0,0,0,0,0
X600690.SH,0.047616400930066,0,0,0,0,0.291421937687919,0,0,0.237416074483123,0,0,0,0,0,0,0,0,0.00379253743160788,0,0,0.0212770817191151,0,0,0,0,0,0,0,0,0,0,0,-0.00301967600579082,0,0,0,0,0,-0.0168404582508693,0,0.0785997839280649,0,0,0,0,0,0,0,0,0,0.0583588709930035,0,0.0235964689947953,0,0,0,0,0,0
X000651.SZ,0.00757653392026466,0,0,0,0,-4.33680868994202e-19,0,0.194963544522947,0,0.0257838894371094,0,0,0,0,0,0,0,0.0278666812917557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581535437290622,0,-0.0163606005565406,0,0.00119034437766469,0,0.0525336427182045,0,0,0,0,-0.0339499847326594,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154989504663834,0,0,0.0977783288250523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059414004024126,0.146432580511559,0,0,0,0,0.39829207302564,0,0,0,0,0,0,0.00833781580187731,0,0,0,0,0,0,0
