,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002179.SZ,X002129.SZ,X000100.SZ,X600089.SH,X600703.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X000157.SZ,X000661.SZ,X600584.SH,X600522.SH,X601877.SH,X000977.SZ,X601799.SH,X002074.SZ,X000800.SZ,X002007.SZ,X600183.SH,X002463.SZ,X002028.SZ,X600702.SH,X300142.SZ,X000066.SZ,X002180.SZ,X000921.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.372540596464137,0,0,0,0,0,0,0.206834722838878,0,0,0,0,0,0.0079810953692734,0,0,0,0.0642969062452834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231093290749736,0,0,0,0,0,0.0493018535322403,0,0,0,0,0.0301505265717515,0,0,0.0030227211279647,0.0125028062340805,0,0,0,0,0,0
X000858.SZ,0.0822380518931358,0,0,0,0,0,0,0,0,0.0918291961259309,0,0,0,0,0.133924516778049,-0.0240231176060112,0.0833036845527404,0,0,0,0,0,0,0,0,0,-0.0121339044518562,0,0,0,0,0,0,0,0,0,0.0557324755184007,0,0,0,0,0,0,0.120846119862109,0.168408248842045,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0209342418934916,0,0,0,0,0,0,0,0,0,0,0,0.0725326082366098,0,0,0.103691690746798,0,0.0389413136466892,0,0,0,0.263729445932235,0,0,0,0,0,0,0,0,0,0.0360589505045433,0,0,0,0,0,0,0,0.0488603051558433,0,0,0,0,0,0,-0.00019009100789922,0,0,0,0,0,0,0
X000568.SZ,0.111670202851704,0,0,0,0.0995221963699805,0.0142596576399154,0,0,0,0,0,0,0,0,0,0,0.303585980649384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126132209761269,0,0,0,0,0,0,0.0182415196825151,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.525905111576538,0,0,0.113398315156074,0.0563845622252035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456678658299239,0,0,0.0659203253242256,0,0,0.0283838471537554,4.33680868994202e-19,0,0,0,0,0,0,0.00100336520768724,0,0,0,0,0,0,0.101433554482099,0,0,-0.198512974168281,-0.0468423599523989,0,0,0.0145998162271011,-0.0274209220340675,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0770968519100342,0.0256850909242296,0,-0.0611930478853051,0,0,0,0,0,0,0,0,-0.125041042721019,0,0,0,0,0,0.436499715763844,0,0,0,0,0,0,0,0,0,0,0,0,0.167189601236537,0,0,0,0,0,-0.0254439284449974,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0284656827961817,0,0,0,0,0,0.0122646996664148,0,0,0.0887122856631399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490012775262954,0,0,0,0,0.0579469959586385,0,0,0,0.236966235888873,0,0,0.150559143099892,0.123304714529724,0,0.082753553979325,0,0,-0.0575163652646228,0.0825721508186271,0,0,0,0,0,0
X600690.SH,0.0533993752747242,0,0,0,0,0,0,0,0,0,0,0.0270845650579211,0,0,0.0283658619081217,0,0,0,0.243507271611527,0,0,0,0,0,0,0,0.0134609390619826,0,0,0,0.0665622681935325,0,0,0,0,0,0,0,0.0171474081418286,0,0,0,0.0171373914250303,0,0,0,0,0,0,0,0,0,0.00363334805715522,0,0,0,0,0,0
X000651.SZ,0,0.106066281310854,0,0,0,0,0.150578456468535,0,0,0,0,0,0,0,0.0333546308230376,0,0,0,0.170642982272135,0,0,0,0.0144915272936762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10034694194254,0,0,0.0321484354304788,0,0,0.00224286895838855,-0.0252326541769422,0,0,0,0,0,0
X002304.SZ,0,0.468567773013014,0,0.163819087821569,0,0,0,0,0,0,0.0160027562979385,0,0,0,0.046130800848855,0.038204714395654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0589452205232388,0,0,0,0,0,0,0,0,0,0,0.0487924811566096,0,0,0,0,0,0,0.0239518346896948,-0.0453270806678042,-0.0370525119447273,0,0,0,0,0
