,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X000725.SZ,X003816.SZ,X000661.SZ,X000568.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X002371.SZ,X000100.SZ,X002241.SZ,X000596.SZ,X002007.SZ,X300142.SZ,X300014.SZ,X600741.SH,X600183.SH,X300003.SZ,X300124.SZ,X000977.SZ,X601877.SH,X002129.SZ,X000625.SZ,X000157.SZ,X002236.SZ,X000800.SZ,X600584.SH,X300136.SZ,X002456.SZ,X002049.SZ,X002414.SZ,X002463.SZ,X000066.SZ,X600118.SH,X002179.SZ,X002185.SZ,X600522.SH,X600498.SH,X000021.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.269655498793649,0,0,0,0,0,0,0,0,0,0,0,0.00541062400636674,0,0,0,0,0,0.0519489492024743,0,0.0979229328096273,0,0,0,0,0,0,0,0,0,0,0,0,0.00460673163545573,0.0484520821582081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240527186637536,-0.0112937681419274,0,0,0,0,0,0
X000858.SZ,0.229998521773703,0,0.0228749041260221,0,0,0,0,0,0,0,0,0,0,0.253516473671906,0.394058529056176,0,0,0,0,0,0.117494626694674,0,0,0.0101731349090965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0832396406773602,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.254297979245582,0,0,0,0,0,0,0,0,0,0,0.197750005631075,0,0.063006158578857,0,0,0.0176116002716394,0.0243391564602592,0,0,0,0,0,0,0.0961406864985867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136363895649205,-0.00382651668902647,0,0,0,0,0,0
X000651.SZ,0,0.0903764477388013,0,0,0.0585259944198577,0,0,0,0,0,0,0,0,0,0,0,0.189159337735651,0,0,0,3.46944695195361e-18,0,0,0,0,0.0403486261136421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391344384047661,0,0,0,0,0,0,0,0,0,0.00696998937321121,0.0167875135601549,0.00993457865177051,-0.00154702868154987,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106396550332408,0.123695937699313,0,0,0,0.0614855142365521,0,0.132818085640521,0,0,0,0,0.0193140743878817,0,0,0,0,0,0,0.130589642831934,0,0,0,0,0,0,0,0,0,0,0,0,0.0156776233184758,-0.00820577203155579,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0823419592844347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264143165499455,0,0,0,0,0,0.186463784474985,0.0364895011956685,0,0,0,0,0,0,0,0,0,0,0.0292139429321791,0,-2.16840434497101e-19,0,0,0,0,0.0170196976939442,0,0,0,0.133872316618721,0,0,0,0.0226494334873207,0,0,0,0,0,0,0
X600104.SH,0,0.0979013632075705,0,0,0.00900155742417997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141914445397016,0,0,0,0.300656192900921,0,0.109704998764783,0,0.13364108901203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132802148060563,-0.0229836491835559,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378803668182048,0,0,0,0,0,0,0,0,0,0,0,0.0929252548467525,0,0,0,0,0.0750610879777826,0,0,0.126467290455417,0,0,0,0,0,0,0.27786982669456,0,0,0,0.0305974789467719,-0.00294874121897169,0,0,0,0,0,0
X600031.SH,0,0.123469532023431,0,0.137171565939182,0.0391721427763257,0,0.0465161255656103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534378318351459,0.113427932468981,0,0,0,0,0,0.0163217329939142,0.283231841787598,0,0,0,0,0,0,0.00531159259054774,0.0362302212332018,0,0,0,0,0,0,0,0,0,0,0.00391805050754161,0,0,0,0,0,0
X002304.SZ,0,0.181693129161095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16568902623689,0,0,0,0,0,0,0,0.0893564114352327,0,0.0133561519338892,0,0,0,0,0,0,0.0263114601205336,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00864671155679463,0,0,0,0.00338702246461235,0.000703007677613271,0,0,0,0,0,0
