,X600519.SH,X000858.SZ,X002475.SZ,X600690.SH,X600276.SH,X000651.SZ,X002415.SZ,X600809.SH,X002371.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002304.SZ,X000100.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X002463.SZ,X002179.SZ,X600418.SH,X000977.SZ,X600584.SH,X600183.SH,X600066.SH,X600089.SH,X000157.SZ,X600703.SH,X002028.SZ,X600372.SH,X600741.SH,X002049.SZ,X002236.SZ,X000921.SZ,X601877.SH,X600522.SH,X000066.SZ,X002156.SZ,X600839.SH,X600460.SH,X000988.SZ,X002281.SZ,X000800.SZ,X600487.SH,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.173909871831618,0,0,0,0,0,0.047297151827891,0,0,0,0.0551977734731486,0.0180855956986326,0,0,0,0,0,0.0716246776125313,0,0.183511584330501,0,0,0,0,0,0,0.0312161423367968,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00906347863289846,0,-0.00344991526985047,0,0,0,0,0,0,0,0.00880941965077355,0,0,0,0,-0.0242830404135538,0,0
X000858.SZ,0,0,0.0495722547572161,0,0,0,0,0,0,0.0226395449837903,0,0,0.324356667685186,0,0,0,0,0,0,0,0.153063290224339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305159547993759,0,0,0,0.00599334733382029,0,0,0,-0.0230501950743823,0,0
X002475.SZ,0,0,0,0,0.118094031768511,0,0,0,0,0.0610684107865315,0,0,0,0,0,0,0,0,0,0,0,0.00488530697267612,0.219871197999594,0.1304988569335,0,0.0355250705381851,0.0733693676933425,0,0,0.100998510820863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202959483901105,0,0,0,0,0,0,0,0,0.0102025869311624,0,0,0,0,0,0
X600690.SH,0,0,0.0463513541397665,0,0,0.0273016203367579,0,0,0,-0.00885824375083414,0,0,0,0,0,0,0,0,0,-0.0301272806953164,0,0,-4.33680868994202e-19,0,0,0,0,0,0.181455847850437,0,0,0,0,0,0,0,0,0,0.267360547232182,0,0,-0.00533655252887687,0,0.0557989891492859,0,0,0,0,0,0,0,0,0.00393990778936929,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563147464072162,0,0,0.258508624026279,0.0222757731917316,0,0,0,-0.0278404925675798,0,0,-0.0395530904567296,0.189173208238777,0,0,0,0,0,0,0,0,0,0,0,0.0715222290206075,0,0,0,0,0,0,0,0,0,0.0257667116725877,-0.000657485666001042,0,0,0,-0.0635944630192816,0,0
X000651.SZ,0,0,0,0.0789767367952868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.228097914599169,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0245635095963619,-0.00737554368674312,0,0,0.0512383693987049,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0630749889975952,0,0,0,0.14586929747155,0,0,0,0,0,0,0,0,0,0.0753698917400307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138360813775225,0.0505391164426611,0,0,0.00619642982735578,0,0,0,0,0,0.00752492100327154,0,0,0,0,-0.0862216055653278,0,0
X600809.SH,0,0.127736913998501,0,0,0,0,0,0,0,0.00498643336302762,0,0.115232324890689,0.387422725643549,0,0,0,0,0,0,0,0.317972471233251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00838585122919074,0,0,-0.0299021452372407,0,0,0,0,0,0,0,0,0,0.011991667385479,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.0442000374891131,0,0,0,0,0.433989724117945,0,0,0,0,0,0,0,-0.0399830164820347,0.0127184394309534,0.0624748964815237,0,0.1929903229865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135432654682793,0,0,0.00745130213552639,0,0,0,0,0,-0.0101446753544707,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0595858381345243,0.0947536411045441,0,0,0,0,0,0.271852773399976,0,0,0,0,0,-0.230965467420652,0,0.331120624122006,0,0,0,0,0,0,0,0,0,0.979423150711811,-0.128939876267245,0,-0.369250106065689,0,0,-0.180529423018294,0,0.0491615905816793,0,0,0,0,0,0.0840858541716852,0,0.0196890957260076,0.0436270267111312,0,0.209299686814505,0,-6.93889390390723e-18,0,0
X003816.SZ,0,0,0.0621997577904929,0,0,0,0,0,0,0,0,0,0,0,0,0.0908803256037506,0,0,0,0,0,-0.019289666046884,0,0,0,0.0377792704827237,0,0,0,0.153217513266563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217869460666402,0,0,0,0,0,0,-0.12829512285413,0.00901112636727651,-0.0627811330392003,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0785976085173296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120280344434735,0.0634137625600575,0.0418259209147496,0,0,0,0,0,0,0,0.401630711527547,0,0,0,0,0.129198742725031,0,-0.031556097514779,0,0,0,0,0,0,-0.002492535430493,0,-0.00822248371777583,0,0,0,0,0,0
