,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X000651.SZ,X002475.SZ,X600690.SH,X600104.SH,X300014.SZ,X000725.SZ,X600031.SH,X300124.SZ,X000063.SZ,X002371.SZ,X000661.SZ,X000338.SZ,X000625.SZ,X002241.SZ,X002129.SZ,X600703.SH,X003816.SZ,X000100.SZ,X300142.SZ,X000596.SZ,X002049.SZ,X002179.SZ,X600702.SH,X000799.SZ,X600460.SH,X600741.SH,X600779.SH,X000157.SZ,X601877.SH,X002074.SZ,X002007.SZ,X002236.SZ,X600584.SH,X002414.SZ,X601799.SH,X600089.SH,X600884.SH,X600183.SH,X300003.SZ,X300146.SZ,X000800.SZ,X000977.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.172993116091731,0.00676485796926344,0,0.147690460944208,0.0753990096604188,0,0,0,0,0,0,0,0.00408721309233645,0,0,0,0.0234464511510625,0,0,0,0,0,0,0,0.0842270319572598,0,0,0,0,0,0,0,0.0512173457063495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444902864458981,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0307399621227281,0.294304468785186,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.167831627412379,-0.0252003894947485,0,0,0,0,0,0,0,0,0,0.0306661605071256,0,0,0,0,0.0197483553618933,0,0,0,0,-0.00674568404286148,-0.0238910066150139,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.189271694130856,0,0,0,0,0.207356052784099,0,0.066379908251116,0,0,0,0,0,0,0,0.104416942798735,0,0,0,0,0,0,0.0360423273255826,0,0,0,0.0565667943852861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119793821186033,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0189368822695799,0.137826159554239,-0.0347229983260144,0,0,0,0,0,0,0.18834687544686,0,0,0,0,0,0,-0.00880388723909822,0,0,0,0,0,0.0512654864531919,0,0.0151931469766534,0.446863757698487,0,-0.0328859623710807,0.0839893606747567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230803625871692,0,0,0,0,0,0
X600276.SH,0,0.0549320875412606,0,0,0,0,0,0,0,0,0,0,0,0,0.113060526794365,0.0614611349266334,0,0,0,0.0335951500958505,0,0,0,0,0,0.0388917023185745,0,0,0,0.0841097070332053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960698792468051,0,0,0,0,0,0,0,0.0340322621993897,0.0213915354473447,0,0,0,0,0,0
X000568.SZ,0,0.625109072463656,0,0,0,0,0.10260407311494,0,0,0,-0.19779981096406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1933590584198,0.0356418394106666,0,0,0,0,0,0,0,0,0,0,0,0.0559835176596784,0,0,0,0.0145205447244017,0,0,0,0,0.000849496194731996,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X002304.SZ,0,0,0,0.173249820571613,0,0.317262052296437,0,0,0,0,0,-0.0262306382060178,0,0,0,0.0720713317670617,0,0,0,0,0,0,0.231505125895531,0,0,0,0,0,0.0294592850315053,0,0,0.057754281984873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775970288704114,0,0,-0.119460883298566,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,-0.0171354335719749,0.191608658498816,0,0,0,0,0,0.107568431297558,0,0.00699412604100583,0,0.0162908885027105,0,0,0,0,0,-0.0300997783063848,-0.0756751711230086,0,0,0.0812554367421259,0,0,0.0483260200213004,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221746497459695,0,0,0,0,0,0.0638629893231054,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.298231995536521,0,0,0,0,0,0,0.0336860552047677,0,0,0,0,0.0985077242976722,0,0,0,0,0,0.0153156374933395,0,0,-0.0222022241517064,0,0.141844043346357,0,0,-0.0163482278374835,0.022013678336462,0,0,0,0,0,0,0,0,0,0.0683364655888424,-0.0439295069465883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.293255230783488,0,0.15924514824842,0,0,0,0,0,0,0,0.175389885237398,0,0.0628380692270056,0.0115763376738935,0,0,0.0951909570309172,0,-0.0560519953210983,0,0,0,0,0,0,0,0,0,0,0,0,0.0203794175292891,0,0,0.0392324773408314,0,0,0,0,0,0,0,0,0.0668285677701586,0,0,0,0,-0.0412620923493324,-0.0824341445406738,0.0477278770650096,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958174397790186,0,0,0,0,0,0.0900702429381466,0,0,0,0,0,0.176648602539731,0,0,0,0.0187472142322871,0,0,0,0,0,0,0,0,0,0,0,0,0.0580895290641653,0.00477475358296028,0,0,-0.0127035656720468,0,0,0,0,0.0833640225376905,0,0,0,0,0,0,0
X300014.SZ,0,0,0.199932573872209,0,0,0,-0.181211661222763,0,0,0,0,0,0,0,0.246864464371894,0,0.0801990994582071,0.0236617851284908,0,0.155380893779421,0.294107828915281,0,0,0,0,-0.0460178722690121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284523929847794,0.0784563096074713,0,0,0,0,0,0,0,0,0.0346603573589422,0,0,0,0,0,0
