,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X002304.SZ,X600104.SH,X600690.SH,X000651.SZ,X300014.SZ,X002371.SZ,X600031.SH,X000725.SZ,X300124.SZ,X002241.SZ,X000625.SZ,X600703.SH,X002129.SZ,X000063.SZ,X003816.SZ,X002049.SZ,X000338.SZ,X000596.SZ,X601877.SH,X000661.SZ,X002179.SZ,X600460.SH,X600089.SH,X000100.SZ,X600741.SH,X300142.SZ,X002074.SZ,X002236.SZ,X000799.SZ,X600779.SH,X601799.SH,X000157.SZ,X600884.SH,X600702.SH,X600584.SH,X000733.SZ,X002007.SZ,X600183.SH,X002414.SZ,X000800.SZ,X002180.SZ,X600563.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.344026234715597,0,0.109160403710737,0.104431740265083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139245357892284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263097412647858,0,0,0,0,0,0,0,0.0260793237631912,-0.0825123717173084,0,0,-0.0176901373737237,0,0,0,0.00323439272595224,0,0
X000858.SZ,0,0,0,0.192373415952945,0.127554417471847,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.115879108764993,-0.0592616190334961,0,0,0,0,0,0,0.0611607192485123,0.00137480291065616,0.106888925072663,0,0,0,0,0,0,0,0,0.0983342607654149,0.163293444215407,0,0,0,0.0627172545851363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.079906944449468,0,0.0877041974972254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089403582881258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152309995250219,-1.73472347597681e-18,0,0,0,0.0274544971430706,0,0
X600809.SH,0,0.190196065830947,0,0,0,0,0,0,0,0,0,0,0,0.0182770881038565,0,0,-0.0470821658502377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524166816344231,0,0.127414846191094,0,0,0.112121555590362,0,0,0,0,0,0,0,0,0,0,0,0.0038080615770251,0,0,0,1.0842021724855e-19,0,0
X000568.SZ,0,0.0258408262457359,0,0.143041566047845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140718042819457,0,0,0,-0.0607503321358454,0,0.273154217454539,0,0,0,0,0,0,0,0,0,0,0.250979661545326,0.0228522207302059,0,0,-0.0811993668943545,0,0,0,0,0,0,0,0,0,0,0,0.0408818660009432,0,0,0,0,0.0484895437522379,0,0
X600276.SH,0,0.0839111985479246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138972607836446,0,0,0,0,-0.0782502274616495,0,0,0,0,-0.107912373324643,0,0,0,0,0,0,0,0.349792922293271,0.00690717601360321,-0.00672525413177056,0,-0.163470588067332,0,0,0,0,0,0,0,0,0,0,0,-0.0188688878170526,0,0,0,0,0.00131457821640578,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137857304962754,0.0190411211310723,0,0.103213212219118,0,0,0,0.0888355455118683,0,0,0,0,0,0.00253855289630993,-0.190680187176429,0,0,0,0,0,2.16840434497101e-19,0.0583696701603375,0,0,0,0,0,-0.0366546845329515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441188134158064,0,0
X002304.SZ,0,0,0,0.433391930878164,0,0,0,0,0,0.0450346577424606,0,0,0,0,0,0,0,0,0,0,0,-0.00600397966894727,0,0,0.0976138300460444,0,0,0,-0.0790009112078443,0,0,0,0.00952751659607008,0,0,0,0.069893785591629,0,0,0,0,0,-0.0563138330561071,0,0,0,0,0,0,0,0,0.0186247607300627,0,0,0,0,-0.0506262251283647,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0531283819679374,0,0,0,0,0.0236058517373479,0,0,0.0514350854076903,0,0,0,0.162097095361889,0,0,0,0,0,0,0,0,0.0106262439412572,0,0,0.0420765309819164,0,0.0365849913952536,0,0.00152591529095647,0,0,0,0,0,0,0,0,0,0.0204631693578256,0,0.00389602300766938,0.00582420323281867,0,0,0,0,0,0
X600690.SH,0,0.0480595963093794,0.0415924731442334,0,6.93889390390723e-18,0,0,0.10108757887218,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279352646279713,0,0,0,0,0,0,0,0.0268339688628052,0.266725220694452,0.0249555424053339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642221868586554,0,0,0,0.0117317164011624,0,0,0,-0.0194270571925556,0,0
