,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X000725.SZ,X000661.SZ,X000063.SZ,X600809.SH,X003816.SZ,X600690.SH,X002241.SZ,X600703.SH,X000338.SZ,X000596.SZ,X002007.SZ,X000100.SZ,X300124.SZ,X300142.SZ,X300014.SZ,X600741.SH,X002371.SZ,X002049.SZ,X000800.SZ,X300003.SZ,X002236.SZ,X000157.SZ,X002414.SZ,X601877.SH,X002129.SZ,X000625.SZ,X600584.SH,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X600118.SH,X601799.SH,X002294.SZ,X002456.SZ,X002185.SZ,X000050.SZ,X002008.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0611417344709283,0,0,0,0,0,0.222283220849944,0,0,0,0,0,0.0096425473452655,0,0,0.00803769803975586,0,0,0.0525827790178772,0,0,0,0.0028391895445805,0,0,0,0.0598227357546186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106699127849355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.229958932447666,0,0,0.0430316321281075,0,0,0,0,0.0633613207798988,0,0,0,0,0.403156558384908,0,0,0,0,0,0.0586207720453798,0,0,0,0,0,0.0322479023461099,0,0,0,0,0,0,0,0,0,0,0,0.0305168171078426,0,0,0,0,0,0,0,0.102436628338896,0.0174420811731975,0,0,0,0,0,0.0136498610402326,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0747335955244022,0.031615112507045,0,0,0,0,0,0,0,0.0284286196411592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159920756770527,0,0,0,0,0,0,0,0.00320321723849523,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340502417578103,0,0,0,0.058991671429667,0.0629434965176798,0,0,0,0,0,0,0,0,0,0,0,0,0.0188634147985551,0,0.0211529852756905,0,0,0,0,0,0.0177189103437287,0,0.123456660566705,0,0.0934638733735383,0,0,0,0,0.0239201316212463,-0.0116289786557994,0,0,0,0,0,0
X002415.SZ,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0498987295717983,0.00546539402763421,0,0,0,0,0.0152419785599789,0,0,0.0152755714217054,0,0,0.10699208606283,0,0,0.191297258060045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11078535021532,0,0,-0.003224767041433,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0375223140974799,0,0,0.112168087308321,0,0,0,0,0,0,0,0.095489610790784,0,0,0,0,0,0.106238170330305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340986717506892,0,0,0,0,0,0.0995992720057964,0,0,0,0,0,-0.0303451454201283,-0.00859548804734411,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,-0.126404022439145,0,0,0,0.0203030840673588,0,0.0422494970127885,0.206679731281316,0,0,0,0,0,0,0.00945827253797961,0,0,0.029621988902296,0,0.0577800831376221,0,0,0,0,0.08167535909219,0,0,0.0902961069148098,0,0,0,0,0,0,0.0610476886552986,0.0456462298774762,0,0,0,0,-0.0205038941214995,0,0,0,0,0,0,0
X000568.SZ,0,0.477464872581077,0,0,0,0,0,0,0.166192192103882,0,0,0,0,0.0443686761384247,0,0,0,0,0,0.0479550632027161,0.0521093704693882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578007187158466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114148434400129,0,0,0,0,0,0
X002304.SZ,0,0.29988914632322,0,0,0,0,0,0.3510394326763,0,0,0,0,0,0,0,0,0,0,0,0.0166104272718041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014830922030595,0,0,0,0,0,0,0,0,0.00450529035163354,0.00847519346676636,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0802724534575349,0,0,0,0,0,0,0,0,0,0.388563819257959,0,0,0,0,0,0,0,0,0.0847512174692981,0,0,0,0.304377487311542,-0.0137104490051822,0,0,0,0,0.0552792221108515,0,0,-0.0871945869346015,0,0,0,0,0,0,0,0,0,0,-0.0398743944057577,0.00592431478698928,0,0,0,0,0,0
