,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600690.SH,X600276.SH,X000100.SZ,X000063.SZ,X600703.SH,X600031.SH,X000157.SZ,X000338.SZ,X600741.SH,X600271.SH,X002292.SZ,X600066.SH,X002475.SZ,X600118.SH,X002241.SZ,X600372.SH,X601877.SH,X600089.SH,X002129.SZ,X002223.SZ,X600177.SH,X300124.SZ,X002236.SZ,X000016.SZ,X002456.SZ,X002294.SZ,X000568.SZ,X300003.SZ,X600839.SH,X000559.SZ,X002276.SZ,X000550.SZ,X600582.SH,X000869.SZ,X000066.SZ,X000623.SZ,X000800.SZ,X600312.SH,X002008.SZ,X600435.SH,X000581.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.0953649503232934,0.058871021575102,0,0,0,0,0,0.0234508416035136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299175270673454,0,0,0,0,0,0,0,0.00526678543463794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108601392900627,0.0148463278147494,0,0,0,0,0,0
X600104.SH,0,0,0,0.13776712050401,0,0,0,0,0.0230773200954189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155783084972479,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0875986963970681,0.00368668443192454,0,0,0,0,0,0.0392424056699407,0,0,0,0,0,0,0,-0.00656406374896269,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0580520068092506,0,0.0891383169272352,0,0.056606898995768,0,0,0,0,0,0.080027355331595,0,0.0330034650883832,0,0,0,0,0,0,0,0,0,0,0.350109934353301,0,0,0.0526739817660579,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00907415960503035,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0124585860321671,0,0,0,0,0,0,0,0,0,0,0,0.158362370902023,0,0,0,0,0,0,0.0282157811609988,0,0,0,0.163055030291733,0,0,0.0270895492828579,0.0356543582190487,0,0,0,0,0,0,0,0,0,0,0.115100180272456,0,-0.0143681407427265,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.117601672580938,0,0,0,0,0,0,0,0,0.160190440336938,0,0,0,0,0,0,0,0,0.174888009165634,0,0,0,0,0,0,0,0,0,0,0,0,0.0479665726841426,0,0.0785054514645378,0,0,0,0.0585935193892332,0,0,0,0,0,0,0,0.180277254028207,0,0,0,-0.0172199049973806,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.340503061149453,0,0,0,0,0,0.0491451513809097,0,0,0,0,0.0178676502709974,0,0,0,0,0.144084289971389,-1.0842021724855e-19,0,0,0,0,0,0.0179273661258525,0,0,0,0.127432404901701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457645913774769,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0820002586038857,0,0,0,0,0,0,0,0.0179213280128233,0,0.167275570861176,0,0.016551009241739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474287689343249,0,-3.46944695195361e-18,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276704568339034,-0.02964702347417,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.0090059818908448,0.101317504619894,0,0,0,0,0.145674846139816,0.0613498966796752,0,0,0,0,0,0,0.042754632458486,0,0.0398393410320939,0,0,0.0570395589850106,0,0,0,0,0,0.154413415951969,0,0.0138375886728496,0,0,0,0,0,0,0.0662001605024742,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600690.SH,0,0,0.0339311021169892,0,0,0.161426891895681,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.161628260366826,0,0,0,0,0,0,0,0.0178938309546327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105683856319726,0,0,0,0,0,0.0121767734563055,0.0574081971415633,0,0,0,0,0,0,-0.00721729806125818,-0.00748847919727742,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.055122639184849,0,0,0,0.0358789400447941,0,0,0,0,0,0.0921336353125377,0,3.46944695195361e-18,0,0,0,0.0349920122221691,0,0.0189738892989585,0,0,0.203440471156536,0,0,0,0,0,0,0,0.0342452214359324,0,0,0,0,0,0,0,0,0,0,0.0304111180593134,0,0,0,-0.00695425329345208,0.0217852853921668,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0451336070130601,0,0.170701355139266,0,0,0,0,0,0,0,0,0,0.121669554120468,0,0.103649626706361,0,0,0.0157904958194717,0,0,0,0,0,0,0,0.280578965242773,0,0,0,0,0,0,0,0,0,0.0118594939578686,0,0,0,0,-0.0101204891571575,-0.0126447083520431,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0140933871940854,0,0,0,0,0,0,0,0,0,0.0486460213537514,0,0,0.0610887176330954,0.0991327855942627,0,0,0,0,0,0,0,0.288304701352599,0,0,0.166139183207017,0,0,0,0,0,0,0.0317210255555083,0,0.00847299870318031,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0189836473240736,-0.00513549675531409,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30450725239994,0,0,0,0,0,0,0.124528342998625,0,0,0,0,0,0,0,0,0,0,0,0,0.215161576011893,0,-0.014984261572831,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891769504742241,0,0,0,0,0,0,0,0,0.195945664819374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210742707004461,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224795528288451,-0.00124171785646538,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487375440166939,0,0.029946358535534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180123805301394,0,0.0572979407966224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00859385527275048,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.214736773992465,0,0,0,0,0,0,0,0.197901537762584,0,0,0,0,0,0,0.0203469488532034,0,0.0880917897983516,0,0,0,0,0,0,0,0,0,0,0.0443911761800168,0,0.0343965033688575,0.0739305059408041,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00201629365632558,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0.0469082413638705,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0426816497680757,0,0,0,0,0.151685129203748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277697545781674,0,0,0,0,0,0,-0.00423068192970996,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363948424957761,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309994008402312,-0.0109376443501672,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215883448537922,-0.0164407142908742,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0.18175103362718,0,0,0.153180449755499,0.169256117075079,0,0,0,0,0,0,0.00272343429444212,0,0,0,0,0,0,0,0,0,0,0.164620608134894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08066199091797,0,0,0,0.0185619295214073,0,0,0,-0.00234677472490313,-0.000926398341201988,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0390688993017487,0,0,0,0,0,0,0,0,0.0829483850593006,0,0,0,0,0,0,0,0.0963066055752,0,0,0,0,0,0,0,0.0774960814345841,0,0,0.0691850797433423,0.101911529564135,0,0,0,0,0,0,0,0.172282961411749,0,-0.010356063783069,-0.0104919210195019,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382093562010285,0,0,0,0,0,0,0,0,0.401583012925452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514569068745187,0,0,0,0,0,0,0,0,0,0.231100910439239,0,0,0,-0.00972095923608812,0,0,0,0,0,0,0
