,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000100.SZ,X002371.SZ,X300014.SZ,X000596.SZ,X300003.SZ,X601877.SH,X002236.SZ,X000977.SZ,X002007.SZ,X600183.SH,X300124.SZ,X000157.SZ,X002129.SZ,X002456.SZ,X000625.SZ,X600118.SH,X300142.SZ,X600584.SH,X002008.SZ,X002180.SZ,X600271.SH,X300136.SZ,X000066.SZ,X002179.SZ,X002463.SZ,X002414.SZ,X600699.SH,X002049.SZ,X600177.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167083688985363,-0.0506020987253212,0,0,0,0.0269734941493731,0,0,0,0,0.123289641582578,0.107125702235474,0,0,0,0,0,0,0,0,0,-0.0222076033357382,0,0.256060613868366,0,0,0,0,0,0,0,-0.133024096575893,-0.052541168253814,0.0413731700522509,0,0,0,0,0,-0.0253239446256402,0,0,0,-0.0246844638086987,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0505141165848385,0,0.448487321902156,0,0,0,0,0.0131379288016818,0,0,0,0.0241822945091614,0,0,0,0,0,0,0,0,0,0,0,0.0393399651239294,0,0,0,0,0,0,0,0.116194360092863,0,0,0,0,0,0,0,0,0,-0.0012772852522308,0,0,0,0,0,0
X600276.SH,0.0930115319106443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964070662452894,0,0,0.0183305932503194,0,0,0.16549877404461,0,0,0,0.100694682430408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257813340456831,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0672592820885164,0,0,0,0.101392125021695,0,0.0418662698099782,0,0.0993454196127771,0,0,0,0,0,0.0876730313137307,0,0.0308076099623956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905846376467741,0.0369026927224232,0,0.110762810267623,0,0,0,0,0,0,0,0,0,0,0.0281578849448469,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.140944399399994,0,0,0,0,0,0,0.032285235429169,0,0,0,0,0,0.125046811599691,0,0,0,0,0,0,0.34692896720408,0,0,0,0,0,0.00589133004845677,0,0.196268861231596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079257998899409,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.194806216488149,0,0,0.014407034828194,-4.33680868994202e-19,0,0,0,0.201746860113592,0,0,0,0,0,0.0305822573244998,0,0,0,0,0,0.0246621164961377,0.19607444954785,0,0,0.115740943195211,0,0,0,0,0,0,0,0,0,0,0,0.00796407570333649,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127352914441915,0,0,0,0.310416184583194,0,0,0.0203135160665801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339737533287311,0,0.142496037544139,0.0307977273786516,0,0.00332899251456997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356994643817179,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0798589192069734,0,0,0,0.0585064750785672,0,0,0,0,0,0,0,0,0,0,0,0.0747525769892993,0,0,0,0,0,0.113012523365082,0,0,0,0.0649582962650767,0,0,0,0.136009805911616,0,0,0,0,0.156802393634835,0,0,0,0,-0.00963166380716324,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139623069497512,0,0,0,0,0,0,0,0,0,0.00195077817187536,0,0,0,0,0,0,0,0.137806945174491,0.0588012423147872,0,0.124075376064163,0,0,0,0,0.167019688176694,0,0,0.0109511535614244,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316561528578167,0,0,0,0.305061257298446,0.0326512749698979,0.0830877876907969,0,0,0,0,0.0900573994998409,0,0,0,0,0,0.0208105677807473,0,0,1.73472347597681e-18,0,0,0,0,0.0399821580284438,-3.46944695195361e-18,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.0349092517146627,0,0
X002304.SZ,0,0,0,0.21326978128566,0,0.109306362945661,0,0,0,0,0,0,0,0.17130968780708,0.00291604764026443,0,0,0,0,0,0,0.0243712160437398,0,0,0,0,0,0,0,0,0,0.0890532750239752,0,0,0,0,0,0,0,0,0.0111157537665254,0,0,0,0,0,0,0,0,0,0,-0.0179515234563045,0,0,0,0,0,0,0
