,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X300124.SZ,X600104.SH,X002304.SZ,X000625.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X000063.SZ,X600031.SH,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600089.SH,X002241.SZ,X600703.SH,X600372.SH,X000157.SZ,X002129.SZ,X000661.SZ,X002236.SZ,X002049.SZ,X600741.SH,X600584.SH,X601877.SH,X000977.SZ,X002028.SZ,X600522.SH,X600183.SH,X002463.SZ,X002007.SZ,X000800.SZ,X002074.SZ,X300142.SZ,X600460.SH,X601799.SH,X002223.SZ,X002294.SZ,X600418.SH,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.146857818326721,0.314225284726615,0,0.0722028468503386,0,0,0,0,0,0,0,0,0.00669990833263003,0,0,0,0.00132892058498895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111859578737805,0,0,0,0,0,0.0113522809934994,0,0,0.0701079917497459,0,0,0,0,0,-0.00953207500049494,0.005110483278042,0,0,0,0,0,0
X000858.SZ,0.130191524071385,0,0,0,0.0583875444915476,0.391779715013103,0,0.0315758389817301,0,0,0,0,0,0,0,0,0,0,0,0,0.0341751927542394,0.0522336553155532,0,0,0,0,0,0,0.072162357195036,0,0,0,0,0,0,0.000616332147702065,0,0,0,0,0,0,0,0.0261798162834921,0,0,0,0,0.020840264307345,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0488259040946847,0,0,0,0,0,0,0,0,0,0.0439884033130642,0,0.197728447966293,0,0,0,0,0,0,0,0,0,0,0.0101615142765823,0,0,0,0,0,0,0,0.0431952909106905,0.0204842080853704,0,0,0,0,-4.33680868994202e-19,0,0.00288483565360772,2.16840434497101e-19,0,0,0,-0.0268989462881616,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381850164074751,0,0,0.0919737802151591,0,0,0,0,0,0,0,0,0,0,0,0,0.177248753785379,0,0,0,0,0,-0.043927495231479,0,0,0,0,0,0.0607478993447473,0,0,0,0,0.123310108327806,0.147606675730263,0,0,0,0.0176359158688999,-0.0219018693875816,0,0,0,-0.00411599807321733,0,0
X600809.SH,0,0,0,0,0,0.520617109836238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321896603539409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207352135561568,0,0.0342338099502141,0,-0.0563706834933461,0,0,0,0,0,0,0,0.0281556519880311,0,-0.0309851815149302,0.0197696177832237,0,0,0,0,0,0
X000568.SZ,0,0.566924103986045,0,0,0.414272505774855,0,0,0,0,0,0,0,0,0,0,0,0.0330368559879123,0,0,0,0,0,-0.0407864304200892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455770038201067,0,0,0,0,0,0,0,-1.0842021724855e-19,-0.000734824839660844,0,0,0,-0.0317179741521355,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333835817039962,0,0,0,0,0.226428788932273,0,0,0,0,0,0,0,0,0,0,-0.114966521451239,0,0.168069836521547,0.129024275224473,0,0,0,0,0,0,0.0260977984394359,0,0,0.077824359024144,0,0,-0.0194910442663617,0.0241298527185647,0,0,0,0,0,0
X600690.SH,0.0283171178172195,0.0307512630314967,0,0,0.0732238157793988,0.238487133850079,0,0,0.113627608659256,0,0,0,0,0,0,0,0.0216595659547315,0,0,0,0,0,-0.0418888025596022,0,-0.012408614547787,0,0,0,0,0.0227130163159931,0,0,0,0,0,0,0,0,-0.014917723243001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214223969597462,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0319922418392184,0.00377590423384129,0,0.176369129281851,0,0,0,0,0,0.0218492422509186,0,0,0.050191189692453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270835284538775,0,0.0793446181906561,0,0,2.16840434497101e-19,0,0,-0.0222242106381448,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271418282164976,0,0,0,0,0,0,0,0,0,0,-0.0151092434109368,0,0,0,-0.0609350090901767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145933027688099,-0.0261964756656568,0.0246799306677088,0,0,0,0.0411899454787483,0,0
