,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X000625.SZ,X600741.SH,X002475.SZ,X002236.SZ,X002241.SZ,X600031.SH,X000338.SZ,X600066.SH,X000100.SZ,X002456.SZ,X002508.SZ,X601877.SH,X300124.SZ,X002085.SZ,X300003.SZ,X600177.SH,X300136.SZ,X002008.SZ,X600522.SH,X600271.SH,X000157.SZ,X002007.SZ,X002294.SZ,X600118.SH,X600089.SH,X600487.SH,X600867.SH,X600566.SH,X600809.SH,X600699.SH,X000559.SZ,X600372.SH,X300115.SZ,X000623.SZ,X000066.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.124651283224432,0,0,0.12274803254046,0,0,0.108059928353957,0.0137517740266739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905540988493372,0,0,0,0,0,0,0,0.0797780905562565,0.0201094096697101,0,0,0.192508021313081,0,0,-0.0268440563049377,0,0,0,0,0,-0.00109368152925211,-0.0120524944808923,0,0,0,0,0,0
X600104.SH,0,0,0,0.144228349867487,0,0,0,0.0164493210090977,0,0.194342243776502,0,0,0.128248709042873,0.256456386302259,0,0,0,0,0,0.0695177634489643,0,-0.0579018521394181,0.0263187390190535,0,0,-0.0538720296075522,0,0,-0.04831442000257,0,0,0,0,0,0,0,0,0,0,0.0323569773640634,0,0,0,0,-0.0881287306970269,0,0,0,0,0,-0.0221007856065427,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.128470733739175,0.0695552596108367,0,0,0,-0.0654515105680628,0,0,0,0,0.0263325904977464,0.313961718153634,0,0,0,0,0,0,0.218595945199495,0,0,0,0,0,0.0200664521394727,0,0,0,0,0,0,0,0,0,0,0,0,-0.243773943140487,-0.0559575566805969,0,0,0,0,0,0,0,0.0216967806311825,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0700437442374936,0,0,0.0276511474992752,0,0.196234348105756,0.0416400677121052,0,0,0,0,0,0,0,0.086908019643756,0,0,0.0523538191152308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353561021757612,0.120408367212398,0,0,0,0,0,-0.0941539665952577,0,0,0.011656424926791,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0313331243567437,0,0,0,0,0,0.603578131243007,0,0,0,0.0932184993673091,0,0,0,0,0,0,0,0.00352413943985933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00179007758276604,-0.000656599376203542,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554374796516452,0,0,0,0,0,0,0,0,0.142090912664121,0,0,0,0,0.323265491942213,0,0.0651626239497875,0,0,0,0,0.123565344355977,0,0,0,0,0,0,0.0171945598023239,0,0,0,0,0,0
X600276.SH,0,0,0.0802502687037041,0.0359083707009693,0,0,0,0.0660365786049455,0,0,0,0,0,0,0,0,0,-0.0925133780075694,-0.103014626097952,0,0,0,0,0,0,0,0,0,0,0,0.00287188865704177,0,0,0,0,0,0,0,0,0,0,0,0,-0.0438560021239473,0,0,-0.0455085557510303,0,0,0.0093969158570615,0.00686927862414809,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.388855441387562,0,0,0,0,0.0988804525930186,0,0.111924672765854,0,0,0,0.056592151473135,0,0,0,0,0,0,0,0.0033067791901869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158030778461803,0,0,0.160586734662053,0,0,0,-0.174592547057061,0,0,0.000530782921337862,0,0.0102130042070592,0.0103222004249085,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.126383030523029,0,-0.0427034896344025,0,0,0,0,0,0.0559170060380277,0,0,0,0,0,0,-0.044189526849756,0,0,0,0.101297196693607,-0.144857984230053,0,0,0,0,0,0,0,0,0,0,0,0.0635261807695874,0,0,0,0,0,0.101855793088641,0.0550480620653877,0,0,0,0,0.0129539723177494,-0.0140270297028062,0,0,0,0,0,0
X600690.SH,0,0.462457693511001,0,0.0631964842750367,0,0,0,0.0757544276435036,0,0,0,0,0.045430544220191,0.0295083397960888,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118395023906751,0,-0.0530109098814411,0,0,0,-0.00464744947968464,0,0,0,0,0,0
X600703.SH,0,0,0.0562196385256891,0,0,0.0404429545326756,0,0,0.0584714540919177,0,0,0,0,0,0,0,0,0,0,0,0,0.109947557803091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00799016735012989,0.147095580991538,0,0.0696281127084006,0,0,0,0,0,0,0,0,0,0.0136871134483605,-0.000598494492894486,0,0,0,0,0,0
X000568.SZ,0,0,0.149539473091128,0.0141835257308473,0.615228026519847,-0.0303279140466823,0,0,0,0,0,0,0,0,0,0.0176807927550942,0,0,0,0,0,0,0.00776223444112269,0,0,0,0,0,0.0106112059463497,0,0.0279979200698234,0,0,0,0,0,0,0,0,0,0.172802353375409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.0202694220830007,0,0,0,0,0,0,0,0,0,0,0,0.0530900586316322,0,0,0,0,0.0135814002704946,0.278221058952007,0,-0.173110031984493,0,0.00266957166211758,0.0255809512184264,0,0.0607697806909012,0,0,0,0,0,0,0,0,0,0,0.0920983835965449,0,0,0,0,0.118662190260459,0,0,0,0,0,0,-0.0240597787960472,0.0215768735571428,0,0,0,0,0,0
X600741.SH,0,0.407878373122635,0,0.0563025945490927,0,0,0,0.052181320203307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00866023726910065,0,0,0,0,0,0,0,0.0396506051552801,0,0.013596190448101,0,0,0,0,0,0,-0.0685651504910086,0,0,-0.0151245553103496,0.00941948586006839,0,0,0,0,0,0
X002475.SZ,0,0,0.0253952415327082,0,0,0,-0.0162222415019512,0,0,0,0,0,0,0,0,0.0749631043084037,0.132707716375051,0,0,0,0,0,0,0,0,0,0,0,0.286408840504197,0,0,0,0,0,0,0,0,0,0,0.0698391777707385,0,0,0.0010949419145668,0,0,0,0,0,0,0.00851858915532341,0.017904642784953,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487297903369624,0,0,0,0,0.167768811440135,0,0,0,0,0,0,0,0,-0.0980899568809282,0,0,0,0,0,0,0,0,0,0,0,0.182865038021158,0,0,-0.0265051366498734,0.0768188127235924,0,0.188988848967593,-0.492194543974139,0,0.0882654610706941,-0.0438173745910672,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128561155432935,0,0,0,0,0,0,0.20747007450159,0.11592380627973,0,0,0,0,0,0,0.0815867583864914,0,0,0,0,0,0,-0.0672608319382223,0,0,0,0,0,0.0998804822306438,0,0.386486593062913,0,0,0,0,0.0233286499688216,0.0222729788634416,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0621399353623417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399328841887534,0,0,0,0,0.0158212282845753,0,0.113186096484238,0,0.0481864994759583,0,0,0,0,0,0.108068154946145,0,0,-0.0179499649208639,0,0,0,0,0,0
X000338.SZ,0,0,0,-0.0334469324805618,0,0.236709465807735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114398612156086,0.0613840369902745,0,0,0,0,0,0,0,0.313498228843613,0,0,0,0,0.0152006409606222,0,0,0.079792668571577,0,0.0551010477951657,0,0,0.131954607287617,0,0,0,-0.00590780530218881,-0.0205204446873776,0,0,0,0,0,0
X600066.SH,0,0.026942741257301,0,0,0,0,0,0,0,0.0500121301858114,0,-0.0468480688317631,0.252911408172589,0,-0.0351755777911333,0.0556173038896323,0,0,0,0,0,0,0.0873964279286429,0,0,-0.111394131472448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153698187962849,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.0537326892796172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054271529917133,0,0,0,0,0,0,0.016633485831454,0,0,0,0,0,0,0,0,0,0.0275154300907047,0,0,0.039796741140264,0,0,0.0574615275359994,0,0,0,0.0458975595478055,-0.0536098478625251,0,0,0,0,0,0
X002456.SZ,0,0,0,-0.0451699871719763,0,0,0,0,0,0,0.0440061909823154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907210449216944,0.133518287652512,0,0,0,0,0,0,0,0.228818468043934,0,0,0,0.00275883046843425,0,0,0,0,0,0,0,-0.00142898572151251,0,0,0,0,0,0,0
X002508.SZ,0,0,0.345331287378776,0.191953301168346,0,-0.165165581760811,-0.40615032428456,0,0,0,0,0.0707987462716883,0,0,0.0680897396276582,0,0,0,0,0.183019094154449,0,0,0,0,0,0,0,0,0.00742374489874747,0.26950563654495,0.109808888310883,0,0,0,0,0,0.0557302196158125,0,0,0,0,0,0,0,0,0,0,0,0,0.00416662018280249,0.0222704849463158,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0257787202309311,0,0,0,0,0,0.319980475351271,0,0,0,0,0,0,0,0,0,0,0.0152739136720242,0,0,0.137143304799762,0,0,0,0,0.148141446926527,0,0.139258113122604,0.0336392435532091,0,0,0,0,0,0.0731996380745211,0,0,-0.0172322199006516,0.016464728350674,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.113644263273858,0,0,0,0,0,0,0,0,0,0.189873624457032,0,0,0,0,0,0,0,0,0,0.0275407049747662,0.190903309383197,0,0.253562845705292,0,0,0,0,0,0,0,-0.0484394458924103,0,0,0,0,0,0,0.0682266939497047,0,0,-0.00695537736612916,0.0331754085709814,0,0,0,0,0,0
X002085.SZ,0,0,-0.126391187349196,0,0,0,0,0,0,0,0,0,0,0,0,0.120917359614556,0.176151633408462,0,-0.0953188957513072,0,0,-0.0385170082625233,0,0,-0.0575673218386592,0,0,0,0,0.0498137930560739,0,0,0,0,0,0,0,0,0,0.113305384473191,0,0,0,-0.130592762032554,0.0208093827622488,0,0,0,0,0.0186432815700271,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.159195041621597,0,0.0475453432074196,0.0783272468398134,0,0,0,0,0,0,-0.0738914558362031,0,0,0,0,0,0,0,0,0.0491119284528958,0,0,0,0,0.0640752663315712,0,0,0,0,0,0,0,0,0,0,0.0812054721427391,-0.0599000240634374,0,0,0,0,0.0627905264531073,0,0,0,0.0206069279485789,0,0,0,0,0,0
X600177.SH,-0.089296990410402,0,0,0,0,0.0537728419753511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00581755135638214,0,0,-0.0514328331905489,0,0,0,0,0,0,0.0866185064497118,0,0,0,0,0.0499317803326429,0,0,0,0,0,0,0,0.00679269654730363,0,0,0,0.00430544310837364,0.00541505048965872,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0.151706055376323,0,0,0,-0.0126300890003864,0,0,0,0,0,0,0.0864135039902426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221044422742519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210311724537147,0,-0.0366674951751544,0,0,-0.0198886167654476,-0.0116714286889501,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149383743538635,0.20039204394804,0,0,0,0,0.240508452426816,0,0,0.196529977563186,0,0,0,0.281488039605753,0,0,0,0,0,0,0,0.0110908087722132,-0.095978715028323,0,0,0.0637579229365547,0,0,0,0.123072313427683,0,0,0,0,-0.000173166893399885,-0.0387039008737788,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0.0939404623280127,0,0,0,0,0.0595251872399437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232934781170895,0,0,0,0,0,0,0,0,0,0.100121822845567,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0.20976622893319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210311874907972,0,0,0,0,0,0,0,0,0,0,0,0.318283700924982,0,0,0,0,0,0.10241452325547,0,-0.09020343512213,0,0,0,0,0,0.0106553151374286,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0.009685862015756,0,0,0,0,0,0,0,0,0,0,0,0.372063407315982,0.0490149661706547,0,0,0,-0.00624660022389147,0,0.0229262510582109,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0925460095526911,0,0,0.0760110036370098,0.0825507245556624,0,0,0,0,0,0.00888395345040141,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129907147241692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269361246165946,0,0,0,0,0,0,0,0,0,0,0.0683092869586639,0,0,0.0212498922574076,0.144222425779439,0,0,0,0,-0.00792761025238463,1.35525271560688e-20,0,0,0,0,0,0
X002294.SZ,0,0,0.0248698625331219,0,0,0.0143989360270159,0,0,-0.125253325888741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0588406539590819,0,0,0,0,0,0,0,0,0.0243327877719175,0,0,0,0,0,0.0574679557902212,0,0.0744748937424733,0,0,-0.00486411586520407,-0.000213985661854623,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0.092550221408098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481721412607695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128151150217496,0,0,0,0.0637841839966271,0,0.207543649961003,0,0,0,0,0,-0.0160151178263033,0.0359072995058948,0,0,0,0,0,0
X600089.SH,0.4548275385203,0,0,0,0,0.287784649544461,0,0,0,0,0,0,0,0,-0.0874624938710983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15677933342568,0,0,0,0,0,0.0650832040852714,0,0.103053298779908,0.0428987646337382,0,0,0.0738001295614965,0,0,0,0,0,0.0276548736328999,0.0198703149759084,0.0911055166992312,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0.00854952958920862,-0.00751432383364409,0,0,0,0,0,0,0,0,0.347889372567393,0,0,0.202785760648878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233897339561052,0,0,0,0,0,0,0,0.476353828285571,0,0,0,0,0.0341883754579792,-0.00417000234125983,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0.0720550516905976,0,0,-0.017562527216272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152798594686744,0,0,0,0,0.118847330214988,0,0.25411995031166,0.10078019201862,0,0,0.00144414718526645,0,0,0,0,0,0
X600566.SH,0,0,0,0.25598395746863,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.3731932600568,0,0,0,0,0,0,0,0,-0.111609051865918,0,0,0,0,0,0,0.0330616251750351,0.0988703505072875,0,0,0.0833847335676947,0,0,0,0,0,0,0,0,0.0186833869090739,-3.46944695195361e-18,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.09126979629684,0,0,0,0.464816795235088,0,0,-0.0421747683164723,0,0,0.0348538646208655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103170711617213,0,0,0,0,0.383049923903038,0,0,0,0,0.0977480515627107,0,0,0.0115553423917402,0.00832939852898472,0,0,0,0,0,0
X600699.SH,0,0,0,0,0,0,0,-0.0252409910386817,0,0,0,0,-0.137406485660394,0,0,-0.0172155639279947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21070184172471,0,0.19932289804584,0,0,0,0,0,0,0.00536555046832432,0,0,0.0142561929532287,0.434390144769685,0,0,0,0,0,0.0283340297582414,0,0,0,0,0,0,0
X000559.SZ,0,0,0,-0.201847761417066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100660883366845,0,0,0,0,0,0,0.172072839931212,0,0,0,0,0,0,0.270118537111288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181586459535318,0,0,0,0.0303641585984643,0,0,0,0,0,0
X600372.SH,0,0,-0.119377304480043,0,0,0.163573316400306,0,0,0,0,0,0,0,0,0,-0.0219328799301155,0,0,0,0,0,0,0.0676320922436455,0,0.0653743787302666,0,0,0,0,0.0369205550316762,0,0,0,0,0,0.503280437298009,0.0763399876792047,0,0,-0.0622961550333148,0,0.260957406365769,0,0,0,0,0,0,0,-0.0113284765188821,0.0215473089629815,0,0,0,0,0,0
X300115.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260932029265219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273998161753365,0,0,0,0,0,0,0,0,0,0,0,0.000290256306841428,0.00947922248276363,0,0,0,0,0,0
X000623.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00410525649950319,0.0297537797759369,0,0,0,0,0,0,0.00921468071880579,0.0667084971535511,0.0945970991340344,0,0.060865746597328,0,0,0,0,0.109551541103273,0,0,0.0231390413448232,0,0.0318780030367679,0,0,0,0,0,0,-0.00224237520408176,-0.0017145887562458,0,0,0,0,0,0
X000066.SZ,0,0,0,0,0,0,0,0,0.132283891078445,0,0,0,0,0,0,0,0,0.277219147125062,0,0,0,-0.133698649117067,0,0.0259106142463849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601579955378438,0,0.0308648972824312,0,0,0,0,0,0,0.211363639582394,0,0,0.0184270414904748,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,0,0,0.0318446440649042,-0.0774698210635131,0,0,0,0,0,0,-0.0322128431109314,0,0,0,0,0,0.0949268675314223,0,0,0,0,0,0,0,0.0585696341891458,0.183279344812174,0,0,0,0,0,0,0.0298169164073779,0,0,0.0361560664006105,0,0,0.174777458424525,0,0,0.229239155762301,0,0,0.0065874563987268,-0.00247731045309013,0,0,0,0,0,0
Change_TY3M,0,0,0,0,0,0,0,0,0.0185427015930451,0,0,0,0,0,-0.0170354658683714,-0.0160057327403369,0,0.141551075620589,0,0.0141506583570501,0,0,0,0,0.00377416880034999,0,-0.0499667899116602,0,0.00890185590224693,0,0.0109075204477637,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206202526528621,0,0,0.0181322378030294,0,0,0.00322831611672066,-0.0134955487813161,0,0,0,0,0,0
Slope,0,0,0.260356094824125,0,0,0,0,0,0,0,0,0,0,0,0,0.196141266622379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543186810991773,0,0,0,0,0,0
TED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13897597450927,0,0,0,0,0,0,0,0,0.484540564546976,0,0,0,0,1.59718540362893,0,0
RealEstate_excess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130164300280362,0,0,0,0,0,0,-0.0512677536832842,0,0,0,0,0,0,0,-0.0528597958198834,0,0,0,0,0.0488332738226983,-0.06834504902593,0,0,0,0,0,-0.00529168903284803,0.0493410100589696,0,0,0,0,0,0
MKreturn,0,0,0,-0.0182801015840481,0,0.0609090981833674,0,-0.0675599145154574,0,0,0,0,0,0,0,0,0,0,-0.0283162911369544,0,0,0,0,0,0,0,0,0,0,-0.0595566764888982,0,0,0,0,0,0,-0.00101833130043795,-0.0264291144004777,0,0,0,0,0.0217514868384705,0,0,0,-0.00657166150901922,0,0,0.00615102207473074,-0.00220184379740788,0,0,0,0,0,0
MKvol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00115414152125063,0,0,0,0,0,0,0,0.00187434334769116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00250373905226594,-0.000946891353578622,0,0,0,0,0,0
CarbonVol_Shenzhen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00927856642887098,0,0,0,0,0,0,0.00808112910241686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119126955160131,0.102476413636262,0,0,0,0,0,0
CarbonVol_Guangdong,0,0,0,0,0,-0.00748924674316751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00657264757314088,0.0373821742906907,0,0,0,0,0,0
CarbonVol_Hubei,0,0,0,0,0,0,0,0,0,0,0,0.00398552230196264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00696562413899692,0,0,0,0,0,0
