,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002304.SZ,X000651.SZ,X600690.SH,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X600703.SH,X002241.SZ,X000625.SZ,X000596.SZ,X000100.SZ,X002371.SZ,X300142.SZ,X000157.SZ,X002129.SZ,X000799.SZ,X002179.SZ,X002049.SZ,X600702.SH,X600741.SH,X002007.SZ,X600779.SH,X002236.SZ,X601877.SH,X300146.SZ,X600584.SH,X002414.SZ,X300003.SZ,X601799.SH,X000800.SZ,X600183.SH,X600460.SH,X002074.SZ,X002508.SZ,X000977.SZ,X600089.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.121789872220331,0,0,0,0,0,0,0,0.057430720702426,0,0,0,0,0,0,0.0102236880544731,0,0,0,0,0,0,0,0.0245620951782549,0,0,0,0,0,0.0198979764850026,0,0,0,0,0,0,0.00620577689417411,0,0,0,0.0839013610955805,0,0,0,0,0,0,0,0,0,0,-0.0208690898679902,0,0
X000858.SZ,0,0,0,0,0.192778853640775,0.2757204797919,0,0,0,0,0,0,0,0.0119357292724061,0.010357421609055,0,0,0,0,0,0,0,0,0,0,0,0.0560296904348115,0,0,0.09862259608264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738574771499989,0,0,0,0,0,0,0,0,0,0,-0.0128827352124109,0,0
X002415.SZ,0,0,0,0,1.73472347597681e-18,0,0,0,0.0610281801188554,0,0,0,0,0,0,0.0454182860977884,0,0,0,0,0,0.154642410918476,0,0.00262513154521114,0,0,0,0,0.0410640679696791,0,0.0186130542074052,0.0023464097158761,0,0,0,0,0,0,0.0445085318037628,0,0,0.0730541630398262,0,0,0.0819126218277648,0,0,0,0,0,0,-0.0206574513487064,0,0,0,0,0.00688316010865296,0,0
X600276.SH,0,0.110550296227107,0,0,0,0,0.0748742745017337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,8.67361737988404e-19,0,0.0243241342557051,0,0,0,0,0,0,0,0,0,0,0.0681900123568044,0,0,0,0,0,0,0,0,0,0.125699833072109,0,0,0,0,0.0163939316731381,0,0
X600809.SH,0,0,0,0,0,0.142205605546351,0,0,0,0,0,0,0,0.0180203383147675,0,0.0361292223460701,0,0,0,0,0,0.00965130692754636,0,0,0,0,0,0,0.451085321071652,0,0,0.0598183057534854,0,0,0,0,0,0,0,0,0,0.0478840849379992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0493863500117179,0,0
X000568.SZ,0,0.458497635415207,0,0,0.148476725200442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571701689580702,0,0.148887626814226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302534745405178,0,0,0,0.182144063714485,0,0,0,0,0,0,0,0,0,0,-0.00416611836634248,0,0
X002304.SZ,0,0,0,0.340298470014736,0.0592387760245499,0,0,0,0,0.0687883429285076,0,0,0,0,0,0,0,0,0,0.0400640176551853,0,0,0.156561510876453,0,0,0,0,0,0.0718452085298671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0613661090120911,0,0,0,0,8.67361737988404e-19,0,0
X000651.SZ,0,0,0,0,0,0,0.090609584819556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189959225801845,0,0.0530501480411533,0,0,0.0671780197744447,0,0,0,0,0.0443350143831773,0.0707125914148561,0,0.0052524320538295,0,0,0,0,0,0,0,0,0,-0.000794837183699602,0,0,0,0,0,0,-0.0243687047233251,0,0,0,0,0.0146917505142349,0,0
X600690.SH,0,0,0.102317703430512,0,0,0,0,0.122952928332924,0,0.0277372253710012,0,0,0.0258976241232274,0,0,0.0385816743536381,0,0,0,0,0,0,0,0,0,0,0,0,0.0910173549814902,0,0,0,0,0,0.0444900320442851,0.0973795378476925,0.117308389946407,0,0,0,0,0,0,0,0,0.0995691085235764,0,0,0,-0.0599157577636004,0,-0.00698618396996374,-0.0349591249480321,0,0,0,0.0262447663431777,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.205728482070566,0,0,0,0.0389677655294265,0,0,0.0658140464231644,0,0.0811628661010288,0.236557302881227,-0.0688734597736963,0,0.166565968138,0,0,0,0.0467147299452414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0461602408480561,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2726484659382,0,0,0,0.103985895168612,0,0.0865999293275065,0,0,0,0,0,0,0,0.0622237803569472,0,0,0,0,0,0,0,0,0,0.0864969030750897,0,0.0367767542793418,0,0.153962768222575,0,0,0,0,0,0,0,-0.00671876622658045,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0409406396525125,0,0,0,0,0.0600247775355045,0,0,0,0,0,0,0,0,0,0,0,0.0463992532059774,0,0,0,0,0,0,0,0,0,0.00220378107947319,0,0,0,0,0,-0.0107673473429893,0,0,0,0,0,0,0,0,0,0.0763207068030931,0.156713722165145,0,0,0.0247077655149799,0,0,0,0,0.00935844168015173,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687981505052494,0,0,0,0,0,0,0,0,0.298340703471864,0,0.0464484848073929,0,0,0,0,0,0,0,0.0844317666020016,0.0573404292720046,0,0,0,0.0425503692439399,0,0.0186923432746137,0,0,0,0,0,0,0,0,0,0,0,-0.0618806136353164,0,0,0,-0.00982196868956228,0,0
