,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X600031.SH,X000725.SZ,X002304.SZ,X000568.SZ,X000338.SZ,X000661.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X600741.SH,X002007.SZ,X600183.SH,X000100.SZ,X002371.SZ,X000977.SZ,X300014.SZ,X002241.SZ,X000596.SZ,X000625.SZ,X601877.SH,X002236.SZ,X300142.SZ,X600498.SH,X002463.SZ,X000157.SZ,X002129.SZ,X300124.SZ,X002456.SZ,X600271.SH,X000066.SZ,X300136.SZ,X002179.SZ,X600487.SH,X600584.SH,X600118.SH,X002223.SZ,X600522.SH,X002414.SZ,X600177.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.297851894783006,0,0,0,0,0,0,0,0,0,0,0.059236711399283,0,0,0,0,0.128288751012772,0,0,0,0,0,0,0,0,0,0.135745056285147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0104890495695411,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0232568411247847,0,0,0,0.100340210746507,0,0,0.478509357936473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14436517434182,0.00404851542030886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198614756303644,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491132111759324,0,0.0650407860023805,0,0.150090234161657,0,0,0,0,0,0,0,0,0.0894684032573124,0,0,0,0,0,-0.0168911071389467,0,0,0,0,0,0,0,0,0,0,0,0.0223658167001108,0,0,0,0,0,0,-0.00386187928232854,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0735318891772216,0.0725898199548782,0,0,0,0,0,0.098538555056452,0.193067055084971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156901220715817,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0140028963867701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102024297777289,0,0,0.0882283943319079,0.00507590688440846,0.176464137138499,0,0,0,0,0,0,0,0,0,0,0.0756328288231827,0,0,0,0,0,0,0,0,0,0,0,0,0.0357561821320642,0,0,0,0,0,0
X600104.SH,0,0.0333700715568764,0,0,0,0,0,0,0,0,0,0.0241396435335601,0.0360602578891743,0.156755256836761,0,0.0844866737477834,0,0,0,0.0888768669388721,0,0,0,0,0,0,0,0.0502138394658295,0.238668858083125,0,0,0,0,0,0,0,0,0,0,0.0896890989127959,0,0,0,0,0,-0.0116259522181965,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301206480403622,0,0,0,0,0,0.0793550142818617,0,0,1.73472347597681e-18,0,0,0,0.541436245883117,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.203411058772858,0,0,0,0,0,0,0,0,0,0,-0.00488475598133294,0.00409283959087863,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.132038504802187,0,0,0,0,0,0,0,0.0390734735587797,0,0,0,0,0,0,0.0801520105139981,0,0,0,0.1267647214733,0,0,0.149920994628933,0,0,0,0.296145944621978,0,0,0,0,0,0,0,0.010738992170438,0,0,0,0.0343451132711758,0,0,0,0,0,0,0,0.0432791157700268,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113980358351189,0,0,0.0368014892198015,0,0,0,0,0,0,0,0,0,0.0237566432655004,0,0.110803328563653,0,0,0.104210619375886,0.0147953150647006,0,0,0,0,0,0,0,0.0135551624647965,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0309080795316754,0.0378778929219758,0,0,0,0,0,0,0,0.130888706448169,0.017497581846688,0,0,0,0,0,0,0,0.0303802941654507,0,0,0,0,0.106998792796309,0.136745906592895,0,0,0,0,0,0.377906502300717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116010731253426,0,0,0,0,0,0
