,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002475.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600703.SH,X000661.SZ,X600809.SH,X600741.SH,X600183.SH,X000100.SZ,X300003.SZ,X002371.SZ,X000596.SZ,X300014.SZ,X000977.SZ,X002241.SZ,X002007.SZ,X002236.SZ,X000625.SZ,X601877.SH,X002129.SZ,X300142.SZ,X002463.SZ,X300124.SZ,X600498.SH,X000157.SZ,X002179.SZ,X002456.SZ,X600271.SH,X000066.SZ,X600118.SH,X600487.SH,X300136.SZ,X600584.SH,X002414.SZ,X002180.SZ,X002185.SZ,X002008.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.31463211609519,0,0,0,0,0.0192044440936818,0,0,0,0,0,0.127325416686979,0.0137470009559726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160870937716717,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.305229409384683,0,0,0,0,0,0,0,0,0,0,0,0.0586429174662293,0,0,0,0,0.0290730897012055,0,0,0,0,0,0,0.121306065751568,0,0,0,0,0,0,0.0213955564508531,0,0,0.00795687822229443,0,0,0,0,0,0.0200566385507943,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218914006462254,0,0,0,0,0,0,0,0,0.0289267094715606,0.0281690644429211,0,0.0133955520098732,0,0,0,0,0,0,0,0,0,0,0,0.0150554657321043,0,0,0,0,0,0,0,0,0,0,0.00335179125187159,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0218710673651138,0.0735266094401884,0,0.0952343232274685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729312358749121,0.0522527120474705,0,0.00499240073428535,0,0,0,0.00499399319262451,0,0,0,0,0,0,0,0,0,0,0.0484116015465748,0,0,0,0,0,0,0,0,0,0.0148730190445233,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0433355995042064,0,0,0,0,0,0,0,0.0442438464984262,0,0,0,-1.73472347597681e-18,0,0,0,0.12904592278098,0.153804921083335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046351397236297,0,0,0,0,0.0248028032200989,0,0,0,0.0267537715658568,0,0,0,0.0361476639334268,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.142691648984443,0,0.0614010224783394,0,0.0720479844994465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694539594894275,0,0,0,0,0,0,0.23359092315296,0,0,0,0.132403490855023,0,0.0456596665172862,0,0,0,0,0,0,0,0,0,-0.0022503707055483,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119151714675362,0,0,0,0.0750798921171161,0,0,0,0,0.11130309356776,0,0,0,0,0,0,0,0,0,0,0,0.0670469234066019,0.058350276509864,0,0,0,0,0.191759967227194,0,0,0,0,0.032343910140375,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754816533830733,0,0,0,0,0,0,0,0,0,0.324242724132044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192382858128482,0,0,0,0,0.21137495906903,0,0,0,0.00758879407018691,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.014379093355444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376007733470295,0,0,0,0,0,0,0,0,0,0.0200786565699087,0,0,0,0,0,0,0.120720232916542,0,0.0946213565793758,0,0,0,0.0314485817613081,0,0.0120726471341336,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195297794796939,0.403570587638125,0,0,0,0.0892928376133267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184437535863934,0,0,0,0,0.176473160978996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
