,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X003816.SZ,X600276.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000625.SZ,X600031.SH,X000063.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002463.SZ,X600089.SH,X002241.SZ,X000157.SZ,X600703.SH,X600372.SH,X600066.SH,X600584.SH,X000977.SZ,X600522.SH,X002236.SZ,X600741.SH,X002028.SZ,X600183.SH,X002049.SZ,X000921.SZ,X601877.SH,X002180.SZ,X600487.SH,X000661.SZ,X002223.SZ,X600418.SH,X000800.SZ,X002129.SZ,X000400.SZ,X002156.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0237865043613514,0,0,0,0.181878736133245,0,0,0,0.274844771647627,0,0,0,0,0,0,0,0,0.0187579867812335,0.110939859348226,0,0,0,0,0,0,0,-0.0661012190280055,0,0,0,0,0,0,0,0,0.00966507942497442,0,0,0,0,0,-0.0730974658305637,0,-0.0218451756336979,0,0,0,0,0,0,-0.00718037877979258,0,0,0,0,0.0219585924922448,0,0
X000858.SZ,0,0,0.0242912444740491,0,0,0.111373678005814,0,0,0,0.393309447222234,0,0,0,0,0,0,0,0,0.219482247329401,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0135698738753747,0,0,0,0,0,0,0,0,0,0,0.0528288186595709,0,0,0,0,-0.0116228335685359,0.0383040915129225,0,0,0,-0.0236893442789706,0,0,0,-1.0842021724855e-19,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123932915616443,0,0,0.431915162821481,0,0,0,0,0.171401257396531,-4.33680868994202e-19,0,0,0,0.000203327679537202,0.0305803670186609,0,0,0,0,0,0,0,0,0,0.0467972833794444,0,4.33680868994202e-19,0,0,0,0.0195031672496043,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114680587909445,0,0,0,0,0,0.0960324566188031,0,0,0,0,0,0,0,0,0,0,0.0459938692574488,0,0,0,0,0.0888757353942955,0.00517958813770159,0,0,0,0.043142670022029,0,0,0,0,0.142850335600825,0,0,0,0,-0.00536848850532902,0,-0.170523833186699,0,0,0.0222376085324932,0,0
X600690.SH,0,-0.173386621457823,0.0206165558167034,0,0,0,0,0,0.0500074132030432,0,0,0,0,0,0,0.0132037838845571,0,0.17386258863934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178756951185927,0,-0.119698489863841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866293342075458,0,0
X600809.SH,0.148335902798497,0.039636493523118,0,0,0,0,0,0,0,0.0735627429408522,0,0,0,0,0,0,-0.0172308277021336,0,0,0.131448422710798,0,0,0,0,0,0,-0.0652853548071882,0,0,0.00895064233418605,0,0,0,0,0,0,0,0,0,0,0.0820680890750238,-0.0724779493714902,0,0,-0.03135001139766,0,0,0,0,0,0,0,0.00865965010257274,0,0,0,0.0168350298533178,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305329969973726,0,0,0,-0.218175865351655,0,0,0,0,0,0,0,0,0,0,0,0,-0.025321838721884,0,0.0154645383120567,0,3.46944695195361e-18,0,0,0,2.16840434497101e-19,0,-0.0638878222902021,0.117678922837103,0,0,0,0,-0.053201049696845,0,0,0,-0.0133072389655469,0,0
X600276.SH,0,0,0.0285135662137811,0,0,0,0,0,0,0,0.101897275085225,0,0,0,0,0,0,0,0,0.118091507833337,0.0705932383128919,0.0391007815080396,0.187235236023266,0,0,0,0,0,0,0,0,0,0.0375582982962909,0,0,0.100372595732316,0,0.0472680254238709,0,0,0,0,0,0,0,0,0,-0.0431158115143706,0,0,0,0,0,-0.0125904829447481,0,0,0.035053578250552,0,0
X000651.SZ,0,0,0,0,0.308529067399922,0,0,0,0,0.151455291958404,0,0,0,0.0804192837052989,-0.0220413065813387,0,0,0,0,0,0,0.0516784151715821,0,0,0,0,0.154691558688452,0,0,0,0,0,0,0,0,0,0,0,0.0229289473810735,0,0,0,0,0,0,0,-0.0334412000106613,0,0,0,0,0.0438607908162553,-0.0260453985033403,0,0,0,0,0,0
X000568.SZ,0,0.862065453100158,0,0,0,0,0,0,0,0,0.0670667459915141,0,0,0,0.0322227528490547,0,0,0,0,0.177518183109113,0,0,0.0551735829281711,0,0,0,0,0,0,0.172670933875096,0,0,0,0,0,-0.0157111013350629,0,0,0,0,0,0,0.0250918115215343,0,0,0,0,-0.0852800170834876,0.000403086659522411,0,0,2.16840434497101e-19,-0.00924791089281178,0,0,0,0,0,0
