,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600271.SH,X002241.SZ,X600066.SH,X000100.SZ,X002292.SZ,X600177.SH,X600031.SH,X002236.SZ,X000568.SZ,X600118.SH,X002475.SZ,X000559.SZ,X002506.SZ,X600372.SH,X002074.SZ,X000157.SZ,X300003.SZ,X000338.SZ,X300124.SZ,X000050.SZ,X002456.SZ,X002426.SZ,X002085.SZ,X002007.SZ,X002249.SZ,X002294.SZ,X600867.SH,X600089.SH,X000869.SZ,X002180.SZ,X002049.SZ,X000981.SZ,X002179.SZ,X002465.SZ,X600699.SH,X002008.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.231828354349095,0.0314808953959973,0,0,0,0.0365159889831648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152997510069268,-0.0719589617583085,0.0401144200753814,0,0,0,0,0,0,-0.0910461366375884,0,0.124704933702823,0,0,-0.122237434476131,0,0,0.142677736278062,0,-0.0463856546929186,0,0,0,0,0,0,0,0.0165731709534041,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.137197152483492,0,0.149159757226811,0,0.0640481440056388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438725797737218,0,0,0.121925284799335,-0.0374339976086139,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133561864245809,0,0,0.00529341225618021,0,0,0,0,0,0.0755582323532996,0,0,0,0.0354954457300247,0,0,0,0,0.0210108008843206,0.00795294557089227,0,0,0,0.194962563058685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.237489895226037,0,0,0,0,0,0,0,0,0,0,0,0.00978414586551818,0,0,0,0,0,0,0,0.00551090305282359,0,0,0,0,0,0,0.0926169778331485,0,0.0586661849444447,0,0,0,0,0,0,0,0,0,0.0742552348025505,0,0,0,0,0,0,0.00379705316786862,0,0,0,0,0,0,0
X002304.SZ,0.091536023334608,0,0,0.3155020576158,0,0,0,-0.00271997157545129,0,0,0,0,0,0,0,0,0,0,0,0,0.173964814662193,0,0,0,-0.117179913743507,0,0,0,0,0,0,0,0,0,0,0.134636775802141,0,0,0,0,0,-0.0453977189294817,0.133872646539959,0,0.105944718596029,0,0,0.0938024646727046,0,0,0.00897223924577131,0,0,0,0,0,0,0
X600276.SH,0,0.255189419364139,0,0,0,0,0,0,0,0.0984867922822625,0,0,0,0,0.15880240148793,0,0,0,0,-0.0241006395417822,0,0,0,0,-0.0243990229796605,0,0.0752290591461581,0,0,0,-0.0629114604622794,-0.0212063729532285,0,0,0,0,0,0,0,0,0,-0.0367515775426133,0.0574255993443717,-0.0191726374765248,0,0,0,0,0.253161704172151,0,-0.0109354729250125,-0.0191665552138655,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292800960566219,0,0,0.0795237785395922,0,0,0,0,0,0,0.138196648995067,0.125894836808568,0,0.000106753998430303,0,0,0,0,0.0528769523118385,0.0963233317694702,0,0,0,0,0,0,0,0,-0.00554450935078569,0,0.00489680216396105,0,0,0,0,0,0,-0.00624494370785605,0,0,0,0,0,0,0
X000625.SZ,0.0388452953102714,0,0,0,0,0,0,0,0.156248435404403,0,0,0,0,0.0328750536032284,0,0,0,0,0,0,0,0,0.124889692075713,0,0.129201904622414,-0.03172306508184,0,0,0,0,0,0.0222150578832873,0,0,0,0,0,0,0,0,0,0,0.0830289050666032,0.0127789485284288,0,0,0,-0.0826681790807568,0,0,0.00805468479492105,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.063665052022266,0,0,0,0.0825494134073391,0,0.0362379646113671,0,0,0,0,0,0,0,0.0243309098263763,0,0,0,0,0,0,0.0863745399078018,0,0.0771090423594318,0,0,0,0,0.0227431493156469,0,0.0341302066585552,0,0,0,0,0,0,0,0,0.0238729339934405,0.0554078084777515,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0407641507655826,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.121879609783564,0,0,0,0,0,0,0,0,0,0,0.0190752695170534,0,0,0,0,0,0,0,0.479369143745665,0.124541845635733,0,0,0,0.0376067062128398,0,0.0375463071220184,0,0,0,0.00851427878143641,0,0,0,0,0,0,0
