,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X300124.SZ,X600104.SH,X002371.SZ,X000725.SZ,X000338.SZ,X000625.SZ,X600031.SH,X000596.SZ,X002304.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X000157.SZ,X002179.SZ,X600089.SH,X600703.SH,X002463.SZ,X600372.SH,X600066.SH,X002236.SZ,X000977.SZ,X000921.SZ,X002241.SZ,X002028.SZ,X600741.SH,X002049.SZ,X600522.SH,X000661.SZ,X600584.SH,X600183.SH,X601877.SH,X002129.SZ,X000800.SZ,X002223.SZ,X601799.SH,X600566.SH,X600177.SH,X002007.SZ,X600060.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0865409464713165,0,0,0,0.258731038053737,0,0,0,0,0,0,0,0,0,0,0,0.052522090967287,0,0,0,0,0,0,0,0,0,0.0134169906452508,0,0,0,0,0,0,0,0,0,0.015387768027714,0,0,0,0,0,0,0,0,0,0,0,0,-0.00593327998602569,-0.00790960817580974,-0.0172874036469364,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.363756194126773,0,0,0,0,0,0,0,0,0,0,0,0.26746160039142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880329343496185,0,0.0385903193011939,0,0,0,0,0,0,0,0,0,-0.0292177381522916,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.430555461861069,0,0,0,0,0,0.0437467877673998,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0782741222881147,0,0,0,0,0,0.141407194112381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121478268179488,0,-0.0787163115628731,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.146975200662305,0,0.0683789412329787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267203965127335,0,0,0,0,0.131492206862051,0,0,0,0,0,0.0768202763323445,0,0,0.0560036028102609,0,0,0,0.0804921111451257,0,0,0,0,0,0,0,0,-0.0130073156853297,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00828529430754762,0,0,0,0,0,0.074418041558058,0,0.0976892851343091,0,0,0,0,0,0,0.0165048006552489,0,0.0357621920603775,0,0,0,0,0,0.0923099020104995,0,0,0.0892953863576895,0,0,0,0.0501733891428514,0,0,0,0,0,0.0313102273323407,-0.0137151369587659,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0769906728796351,0,0,0,0,0,0,0,0,0,0,0.00111387676279131,0,0,0,0,0.0466709910110467,0,0,-0.0565004195752878,0,0,-0.0277892118733787,0,0.142463089199486,0,0,0,0,0,0,0,0.0112184007655813,0,0,0,0,0,0.0111379984945336,0,0,0.0669230163382344,0,0,0,3.3881317890172e-21,-0.0686966286048985,0,0,0,0,0
X000568.SZ,0,0.910396069398008,0.140814817047345,0,0,0,0,0,-0.0345830773846848,0,0,0,0,0,0,0,0,0.0014290629181341,0,0,0,0,0,0,0,0,-0.113066666734498,0,0,0,0,0,0,0,0,0.0500032747565224,0,0,0,0,0,0.0800853744510685,0,0,0,0,0,0,0,0,0,0.0159494633592144,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0546732093809256,0.0528394938056462,0.0129167857871937,0,0,0,0.0920901588985901,0,0,0,0,-0.191068326955668,0,0.0819595136075585,0,0,0.125691519788984,0,0,0,0.0754801246305994,0,-0.00933239883392923,0,0,0,0,0.180066758700808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00377885961114218,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.00765031588242843,0,-0.103010460936273,0,0,0,0.184539580026386,0,0,0,0,0.206085134020917,0,0.140787339262325,0,0,0,0,0,0,0.261216583933077,0,0,0,0,0,0,0.0764805382217013,0,0,0,0,0.182387407504325,0,0,0,0,0,0,0,0,-0.207590106302207,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.262115799328771,0,-0.0668271908115449,0,0,0,0,0,0,0,0,0,0,0,0,0.0445443402607871,0.00383069840611413,0,0,0,0,0,0,-0.0623172660799012,0,0.0434696688136771,0,0,0,0,0.145224639259209,0,0,0,0,-0.0615363452064832,0,0,0,0.178814963382766,0,0,0,0,0,-0.0475461515139969,-0.0417291364778033,0,0,0,0,0,0
X300124.SZ,0,0,0,0,-0.014263479895027,0,0,0,0,0,0,0,0,0,0,-0.0142778670915199,0,0,0,0,0,0,0,0,0.0278383596460327,0,0.017458220062221,0,0.247571441890501,0,0.000937437483208688,0,0,0,0,0,0,0,0,0.0538524086825106,0,0,0,0,0,0,0,0,0.13555955182058,0,0,0,0.0351139841499467,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0939679597746719,0,0,0.128449994756272,0,0,0,0,0.0206596496981397,0.01742085923023,0,0,0,0,0.0161129370726167,0,0.00281961265038337,0,0,0,0,0,0,0,-0.0357500679545002,0,0,0,0,0.00427600029978274,0,0,0,0,0,0,0,0,0,-0.0311947244884851,0.026987286369688,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377283126527396,0,0,0,0,0.0125544541831388,0,0,0,0,0,0,0,0,0.00317274573040382,0,0.103240950883644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0606058129281958,0,0,0,0.0614959617619229,0,0,0,0,0,0,0,0,0.0445144144304197,0,0,0,0.0929526986870971,0.129306919317089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434993749691878,0,0,0,0,0,0,0,0,0,0,0,0,0.00407818337302302,0,0,0,0,0,0
X000338.SZ,0,0,0,0,-0.143518263678178,0,0,0,0,0.064840224021632,0,0,0,0,0,0.0975135177218181,0,0,0,0,0,-2.16840434497101e-19,0.161991786271564,0.0111582585981604,0,0,0,0,0.231385710619383,0,0,0,0,0,0,0,0,0,0,0.022974908027829,0,0,0,0,0,0,0,0,0,-0.0228670462577788,0,-0.0561204403518927,0.00790355916970159,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319999506750343,0,0,0,0,0,0.0733684680446766,0.0937756633231441,0.0173117491308218,0,0,0,0,0,0,0,0,0.257245605220818,0,0,0,0.34075079726933,0,0,0,0,0,0,0,0,-0.101879516728565,0.0951860158838726,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,-0.0348450450703275,0,0,0,0,0,0,0,0,0,0.0947100840655782,0,0.032369996393343,0,0,0,0.0405417124304917,0.305275320471968,0,0.142493313821044,0,0,-0.106008993557678,3.46944695195361e-18,0,0,0,0,0.038605427640079,0,0,0,0,0.0733189727985847,0,0,0.0840576982994363,0,0,0.0800323981792187,0,0,0,0,-0.0331544973748437,0,-0.0288912165445059,0,0,0,0,0,0,0
X000596.SZ,0,0,0.0785223245775255,0,0,0,0.544545280981353,0,0.0291141782609332,0,0,0,0,0,0,0.0276441763835398,0,0,0,0,0,0,0,0,0,0.0256332715927309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372996943127226,0.00017335614099955,0,0,0,0,0
X002304.SZ,0,0.111729468305908,0,0,0,0,0,0,0.010574190165521,0,0,0,0,0,0,0,0,0.267075858278544,0,0,0,0,0,0.00316076734175245,0,0,0,0,0,0,0,0,0,0,0.156448949350441,0,0,0,0,0,0,0.035436909448234,0,0,-0.107482554001621,0,0,0,0,0,0,0,0.0408415961632448,-0.0610391034877364,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729580643380998,0,0,0,0.178496474315644,0.075044249145829,0,0.0363894534129673,0,0.271004034851567,0,0,0,0,0,0.119650753220131,0,0,0,0,0,0,0,0,0,0,-0.022511019247764,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536664469652017,0,0,0,0,0,0.0239551083812886,0,0,0,0,0,0,0,0,0,0,0.00608020873162609,0.0223585263430517,0,0,0,0,0.0581589213180229,0,0.0245876541948853,0,0,0,0,0,0,0,0,0,0.0289575766100288,0,-0.0615131399502025,0,0.0401117864722311,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0.157062678725734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0536037665060746,0,0.022673922645251,0,0,0,0.345256726880918,0,0,0,0,0,0,0,0,0.196064617649472,0,0,0,0,0,0,0,0.0581475268991011,0,0.0262767080502849,0.0151241327684875,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146587515564611,0,0.180680701469041,0,0,0,0,0,0,0,0,0,0,0,0.0148092924953931,0,0.0330498710070134,0.169658587083552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246098202224921,0,0,0,0,0,0,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0.039465239606668,0,0,0,0.118131071573804,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0386089581036889,0,0,0,0,0,0,0,0,0.110266688740348,0,-1.73472347597681e-18,0,0,0.178481910646135,0,0,0.0883011305792331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0.101391348077479,0.149035790980193,0,0.0231511031465827,0.135516165036816,0,0,0,0,0,0.0836664521550671,0,0,0,0.00660474782217061,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0651706317447496,0,0,0.126257528497738,0,0,0,0,0.00021219881793259,0,0,0.065571234308821,0,0,0,0.0710239273083427,0.0697843373729396,0,0,0,0,-0.0608104267727534,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.0836555955524833,0,0.116649431825301,0,0,0,0,0,0,0.044538929913811,0,0,0,0.0283846551980812,0,0,0,0,0,0,0,0,0,0,0.130763289045507,0,0.022529208522181,0,0,0.139622988397728,0,0,0,0.181092887659632,0,0.137278982005325,0,0,0,0,0,0,0,0,0,0,-0.033147476481891,0,0,0,0,0,0
X002463.SZ,0,0,0,0,0,0,-0.698625094366349,-0.0832021125000986,0,0,0,0,0,0,0,0.13264884830173,0,0,0,0.0383786261848818,0,0,-0.0523483278392655,0,0,0,0,0,0.349849279031069,0,0.359469355495762,0,0.534610744358228,0,0,0,0,0,0.114423599864988,0.113495535718953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0.0782856887919433,0,0,0,0,0,0,0,0,0.134179200915751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.157319603256214,0,0,0,0.128687218941774,0,0,0,0,0,0,0,0,0,0,0,0.113826539819788,-0.0681857240528531,0,0,0,0,0,0
X600066.SH,0,0,0,0,0.0336505157844345,0,0,0,0,0,0,0,0.0537033702438682,0,0.485262358544448,0.0312600969618878,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0480508578502765,0,0.280339400482597,0,-0.0404370779584444,0,0,0,0.095111159733484,0,0,0,0,0,0.0513471523628174,0,0,0,0,0,0,0.0204202190956191,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0.0244486925012973,0,0,0,0,0,0,0.132270698306795,0,0,0,0,0,0,0,0,0,0.163809525170723,0,0,0,0,0.0327828906608929,0,0,0,0,0.279087700662163,0,0,0.185058334169737,0.029059560913092,0,0,0.0478888899052989,0,0,0,0,0,0,0.0236624957710316,0,-0.0378868259339166,-0.00259128237110129,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768693999145983,0,0,0.100184287423055,0,0,0,0.545855630610854,0.0794638523324428,0,0,0,0,0,0,0,0.115451148145187,0,0,0.0993883392851253,0.104290627198929,0,0,0,0,0,0,0,0,0,0,0,0,-0.0742018588572153,0,0,0,0,0,0
X000921.SZ,0,0,0,0,0,0,-0.0617745166505568,0.136512195498889,0,0.0857105601076458,0,0,0,0,0,-0.00114868923581667,0,0,0,0.098867836115761,0.138168095514975,0,0.160705875661351,0,0,0,0.0252010670333843,0,0.0906388824691733,-0.158760410302639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159631573579688,0,0,0,0,0,0,0
