,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X002304.SZ,X000725.SZ,X600276.SH,X000858.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X600741.SH,X600066.SH,X002506.SZ,X600031.SH,X002236.SZ,X600118.SH,X002475.SZ,X002049.SZ,X000559.SZ,X600372.SH,X000157.SZ,X000338.SZ,X002465.SZ,X000568.SZ,X300124.SZ,X600089.SH,X600867.SH,X002294.SZ,X002074.SZ,X600177.SH,X601877.SH,X300003.SZ,X002007.SZ,X002456.SZ,X002085.SZ,X002180.SZ,X000050.SZ,X600498.SH,X000550.SZ,X000869.SZ,X600582.SH,X300001.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.0145019956180289,0,0,0,0,0.0272034505208347,0.082027990189125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157320505351532,0,0,0.0876601977260578,0,0,0,0,0,0,0,0.0273276830698017,0,0,0,0,0,0,0.00102932239247857,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.15434134238898,0,0,0,0,0,0,0,0,0,0.126323408796843,0,0.324743553276442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0162887906562746,0.0934267463986197,0,0,0,0,0,0,0,0,0.00748399432195116,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.267019969260514,0.0161916802963346,0,0,0,-8.67361737988404e-19,0,0,0,0.0466434627822915,0.0659415989945398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241205061180706,0.0203547366949144,0,0,0,0,0.0165909720723701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0160615952565325,0,0,0,0,0,0,0,0,0.053346679237912,0,0,0,0,0,0.074196979165417,0,0,0,0,0,0,0,0.141736776936909,0,0.0915038544385051,0,0,0,0,0.17176540307618,0,0,0,0.00750527230293768,0,0,0,0,0.15121300196958,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143717096191367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294010434057161,0,0,0.0518005308523228,0.0329480306015058,0,0,0,-8.67361737988404e-19,0.0480465166918537,0,0,0,0,0,0,0,0,0,-0.0377067943519261,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714323020352601,0,0,0,0,0,0.0182950505830714,0,0,0,0.0722384848985928,0,0,0,0,0,0.0775818408720795,0,0,0,0.0750336209767368,0.153987123246079,0,0,0,0.0573734580631749,0,0,0,0.0452949893781852,0,0,0.00557208471144705,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0473728124006737,0,0,0,0.044691913060553,0,0,0,0,0.0029842826449114,0,0,0,0,0,0.0561863910014597,0,0,0,0,0,0,0,0,0,0.0489479217114415,0,0.00676523677038038,0,0,0,0,0,0,0.0282905608004225,0,0,0.100926261097537,0.0299137623893519,0,0,0.0100702606392833,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0607614905183929,0,0,0,0,0,0,0.0953011696069728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023755256405764,0,0,0.00983020957078667,0.0269746999521676,0,0.0763251290408958,0,0,0,0,0,0.0786427235761014,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.205658363307588,0,0,0,0,0,0,0,0,0,0,0,0.0420836990808439,0,0,0.00659504646738454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246724986838137,0.0387931243658233,0,0,0,0,0,0,0.360913075205983,0,0,-0.00702662879837176,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160459542773347,0,0,0,0,0,0,0,0,0.201240723376631,0,0,0,0,0,0,0,0,0,0.197888464019073,0.173315548307426,0,0,0.0415035648577856,0,0,0.0600839284132122,0,0,0,0,0,0,0.0107556378625182,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110538568933577,0,0,0.00555781230071245,0,0,0.0715243279732151,0,-0.0448010746649794,0,0,0,0,0,0,0,0.188819174652037,0,0,0,0,0.0355860409851244,-0.264998629090844,0.0696246005114254,0,0,0,0,0,0.602364467205083,0,0,0,-0.0578869377966707,0,0.0885245908722831,0,0,0,0
