,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X000651.SZ,X300014.SZ,X600104.SH,X002129.SZ,X000625.SZ,X300124.SZ,X600031.SH,X000725.SZ,X003816.SZ,X002371.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X601877.SH,X600522.SH,X002074.SZ,X002180.SZ,X300142.SZ,X600741.SH,X600884.SH,X000733.SZ,X600460.SH,X000100.SZ,X600702.SH,X000157.SZ,X000799.SZ,X600563.SH,X601799.SH,X002236.SZ,X600584.SH,X002176.SZ,X000800.SZ,X600487.SH,X002414.SZ,X002056.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.257442246460194,0,0,0,0,0.00745108048749773,0.0147542912261364,0,0,0,0,0,0,0,0,0.0354297951247599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0060128331255e-05,0,0.0765563238295366,0,0,0,0,0.0120066801179079,0.0419206388038679,0,0,0,0,0,0,0,0,0,0.00739749499333081,0,0,0,0,0,0,0
X000858.SZ,0,0,0.22077911210636,0.356589579818101,0,0,0,0,0,0,-0.00561846441795052,0,0,0,0,-0.0109245241410515,0,0,0,0.0452533541649404,0,0,0,0,0,0,0,0,0,0,-0.0393773369546971,0,-0.0245776816146729,0,0,0,0,0,0.0926311216732915,0,0.056856319153079,0.00853039070972175,0,0,0,0,0,0,0,0.0276164949167754,-0.143879740713309,0.00715303255865235,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.458957653903558,0,0,0,0,0,0,0,0,0,-0.108208943953651,0,0,0,0,0.0844999418557162,0,0.135730252828768,0,0,0,0,0,0,0,0,0,0.0612132035265597,0,0,0,0,0,0,0,0.0667056648790484,0,0,0,0,0,0,-0.0451819178727793,0,0,0,0,0,0,0,0,0,0,-0.00448321849975452,0,0
X000568.SZ,0.0570179326887697,0.0602995996798702,0.109452547713542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330994775954652,-0.0170210315551462,0,0,0,0,0,0,0,0,0,0.438922605582552,0,0,0,0,0,0,0,0,0,0,0,0,-0.00766524747045879,-0.00540670492757674,0,0,0,-0.0156925880936823,0,0
X002415.SZ,0,0,0,0,0,0.358798501789933,0,0,0,0,0,0,0,-0.13324573432879,0,0,0,0,0,0,0,0,0,0,0.0324606071853545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01220723381531,0.790103270961087,0,0,0,0,0,0.0536100033817046,0,0.108082366979624,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.513599114757471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428133109176615,0,0,0.0201175842761905,0,0,0.0398464735839815,0,0,0.022775516060096,0,0,0.0485749324648167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170571816010594,0,0
X600690.SH,0,0,0.0398365268755081,0,0,0,0,0,0,0.45816357727895,-0.0820975870083535,0,0,0,0,0.0897611425654404,0,0,0.00279214100359377,0,0,0.0796674075920438,0.0729176026755334,0,0,0,0,0,-0.0296737087448168,0,0,0,0.207158858540985,0,0,0,0,0,0.0224014744095054,0,0,0,0,0,0,0,0,0,0.107793804146518,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0371087830077564,0,0,0,0,0.0171257485468206,0,0,-0.0222708561916217,0,0,0,0,0,0.2173111973188,0,0,0,0,0,0,0,0.0282272185272182,0,0,0.0161767634610611,0,0.0288864302391555,0,0.322644865960161,0,0.0989125001223069,0,0.0294123056785892,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.383677396284409,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111275498245,0,0,0,0.2297541960504,0,0.126948095086886,0,0,0,0,0,0,0.00427159371574966,0,0,0,0,0,0,0,0,0,0.253047927608739,0.0103100060182711,0.0317969189718634,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340107709148735,0,0.138644435174694,0,0,0,-0.0171656983513423,0,0,0.122714458831903,0,0.110215374501128,0,0,0,0,0,-0.000916746664332357,0,0,0,-0.0784368238333691,0,0.0473727526132344,0,0,0,0,0.020453467907329,0.00190833853413855,0,0,0,0,0,0,-0.0569388534183297,0,0.00733597049470848,0.0123474032190468,0,0,0,0,0,0
