,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X600276.SH,X002475.SZ,X002304.SZ,X600104.SH,X000651.SZ,X000725.SZ,X600031.SH,X003816.SZ,X300124.SZ,X002371.SZ,X300014.SZ,X002129.SZ,X002241.SZ,X000338.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X600703.SH,X300142.SZ,X002179.SZ,X000625.SZ,X600089.SH,X601877.SH,X000100.SZ,X600460.SH,X000661.SZ,X600741.SH,X002180.SZ,X000157.SZ,X000733.SZ,X600884.SH,X600522.SH,X600702.SH,X000799.SZ,X002236.SZ,X002074.SZ,X600584.SH,X000800.SZ,X002414.SZ,X600779.SH,X000977.SZ,X002432.SZ,X600183.SH,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0286029609516758,0,0,0.147466503147454,0.10290238073461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178554186586476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779197138328869,0,0,0,0,0,0,0,0.0184454659805447,0,0,0,0,0,-0.0260102704734613,0,0,0,0,0,0
X000858.SZ,0,0,0,0.032321532582269,0.183562874625143,0.0649302114468331,0,0,0.0823438946641729,0,0,0,0,0,0,0,0,0,0,0,0,0.079817247781933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336222262340945,0,0.27614522723437,0,0.0103374011391131,0,0,0,0,0,0,0,0,0.00457138305612914,0,-0.0262007070204955,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0858687347858233,0,0,0,0,0.0170373696515021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393236397952961,0,0,0,0,0.201826632855058,0,0,0.0456715700048328,0,0,0,0,0.199266413044779,0,0,0.0165875407499333,0.134502554150414,0,0.0014473720746888,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.551906236441111,0,0,0,0,0,0,0,0,0,0,0,0,0.106436886942488,0,0,0.0413298084620285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190945962948,0,0,0.243007699521067,0,0,0,0,0,0,0,0,-0.0544250717449105,0,0,0,0.0455477442510988,-0.0204276729713406,0,0,0,0,0,0
X000568.SZ,0.235663209544119,0.105570210320029,0,0.0359167723029758,0,0,0,0,0,0,0,0,0,0,0,0.095328524811757,0,0,0,0,0,0,0.189808282509901,0,0,0,0,0,0,0,0,0,0,0.10332099884639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197894476468019,0,0,0,0.00446744044248375,0.0452833436362376,0,0,0,0,0,0
X600690.SH,0,0.355898895128029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335592917434281,0,0,0.170705576388434,0,0,0.0372157766716719,0,0,0,0,0,0,0,0,0,0,0.0582653071379307,0,0,0,0.0827199239105884,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185622197327936,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.226053529334226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215372072841539,0,0,0.0331564561275777,0,0,0,0,0,0,0,0,0,0,0,0,0.0365228248709582,0,0.0390259673496851,0,0,0,0,0,0,0.0288534270634383,0.054996085332749,0,0,0,0,-0.014869956995744,0,0,0,-0.0531930281657165,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207445611409925,0,0,0.399112796151985,0,0,0,0,0,0.0351165672102967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0410326651711779,-2.71050543121376e-20,0,0,0,0,0,0
X002304.SZ,0.0130180194306845,0,0,0.0390020627198892,0.044726013067205,0,0,0,0,0,0,0,0,0,0.0605840243962115,0,0,0,0,0,0,0,0.259363281843199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176279086361159,0,0.041949600892908,0,0,0,0,0.00706139611297578,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.111901272604778,0,0,0,0.0704580828751232,0.0351393563822824,0,0,0,0,0,0,0,0.0406017383019848,0,0,0,0,0.168786355902548,0,0,0,0,0,0,0.0247350660178575,0,0.0151226532370518,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0549416548101832,-0.00682722960044945,0.012338999197241,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.136430037197316,0,0,0,0.173914563564281,0,0.0872091831338507,0,0,0,0,0,0,0.00799786187382617,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713614957686247,0,0,0.0725309966593527,0,0,0,0,0,0,0,0,-0.0328737122395437,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688597442534929,0,0,0,0,0.0219499427648266,0,0.171563548112545,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.150640320765919,0.0795165340622924,0,0,0.0417688545812928,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134702650933295,0.0983303839967255,0,0,0.0218943382987768,0.363697332254546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811577532826287,-0.0155163493090774,0,0,0,0.0082365544290488,-0.028412218403341,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0449480357357346,0.341252815827945,0,0,0,0,0,0,0,0,0,0,0,0.0899282180877384,0,0,0,0,0,0,0,0,0,-0.00527337876770632,0,0,0,0,0,0,0,0,0,0,0,0.215898626369412,0,0,0,-0.00948387855458553,0,0,0.0597845665527267,-0.0354905282085109,0.0193509814125067,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.184152414930653,0,0,0,0,0,0,0,0,0,0,0,0.134500773612146,0.00614076540215363,0,0,0,0,0,0,0,0,0,0,0,0.173271569245455,0,0,0,0,0,0,0,0,0.133745503619665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.273032353550664,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0167545256111373,0,0,0,0,0,0.0948793924765187,0,0,0,0,0.363067110405856,0,0.313674174084393,0,0,0,0,0,0,0,0,0.0364819140889043,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249451503564543,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687548139546698,0,0,0,0,0,0,0,0,0.0474923035580934,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.238166368955883,0,0.485849252505676,0,0,0,0,-0.0585686673187103,0,0,0.294984799762621,0.0315687030626172,0,0,0,0,0,-0.07238487049279,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0.0590360864352188,0,0,0,0,0,0,0,0,0,0,0,0.132691566232214,0,0,0,0,0,0,0.151071786014982,0,0,0.275096643767704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540151986608514,0,0.010578259347489,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.536719668163935,0,0,0,0,0,0,0,0.139203117120741,0,0,0,0,0,0,0,0,0,0,0,0,0.116029504157326,0,0,0,0,0,0,0,0,0.101156678408701,3.46944695195361e-18,0,0,0,0,0,0,0,0.0682266757196028,0,0,0,0,0.0192119283269306,0.0204688869824969,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.101169021171855,0.0697227401026867,0,0,0,0,0,0.25088592396504,0,0,0,0,0,0,0,0,0,0.0185742514471057,0,0,0,0.223095630654147,0,0,0,0,0.0112751766181997,0,0,0.0348954623777794,0,0.0236668539350782,0,0.0391172598807583,0,0,0.0443693696057077,0,0,0,0,0,0,0,0,0.160628816395893,0,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211949854412846,0,0,0,0,0,0,0,0.643769290609228,0,0,0,0,0.123724893550362,-0.0254748790376757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105866635766271,0,0.246368002658545,0,-0.0694902321756764,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0756107488347495,0.14769517330069,0,0,0,0,0,0,0,0,0.0247019981911314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27193719034673,0,0,0.0140571596232682,0,0,0,0,0,0,0,0.125537731744493,0,0,0.0661762858249087,0,0,0,0,0.0217958028828156,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.17353010857892,0,0,0.0947626517064083,0.348350919073305,0,0,0,0,0,0,0,0.0210059628257303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246383625851971,0,0,0,0,0,0,0,0,-0.038373690260385,0,0,0,0.00116404541854162,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0211638344325085,0,0,0,0,0.0374547482128927,0,0,0.107941832285702,0,0,0,0.121740765090535,0,0,0,0,0.224665167594006,0,0,0,0,0,0,0,0.124033429240583,0,0,0,0,0,0,0,0,0,0.0415593722863081,-0.01613205932239,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148925711243182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135722410457337,0.0967988700866014,0.00792791136332754,0,0,0,0,0,0,0,0.0648840010953348,0,0,0,0,0.0224195223434706,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,-0.0523987578949166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213288472090123,0,0,0,0,0,0,0,0.365985630227703,0,0,0.0250469644927201,-0.167336125216356,0,0,0.0517390586879329,0,0,0,0,0,0,0,0,0,0,0,0.0594334636449859,0,0,-0.0347924484760966,0.0131607520186523,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181680259707274,0,0,0.457169947700961,0,0,0.118651275230202,0,0.04396563546721,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.0163490245691371,0,0,0.00649081264934959,0,0,0,0,-0.00149918722883652,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386773704713356,0,0,0.0273029112108704,0,0,0,0,0.0318362113309704,0.123079330271027,0,0,0,0.0732932068728935,0,0,0,0.1154175870656,0,0.00506588835519829,0,0,0,0.000916233263548788,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113254126835672,0.017558433880189,0,0.143870562380934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17672128620347,0.0643513936502465,0,0,0,0,0,0,0,0,-0.0423993415043336,0,0,0,0.0196628011628889,0,0,0,0,0,0,0
X000100.SZ,0,0.0118979852432021,0,0,0,0,0,0,0.0143885190159214,0,0,0,0.221140613480342,0,0,0,0,0,0,0.0134504904503574,0,0.071366806525943,0,0,0,0,0.151525936378374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264442942668016,0,0.156747327411178,0,0,0,0.021702905011129,0,0,0,0,-0.0125014969407983,0,0,0,0,0,0
X600460.SH,0,-0.140422456434631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456752687324427,0,0,0.0693364152917154,0,0,-0.00675854155608112,0,0,-0.0192706740006612,0,0,0,0,0,0,0,0.188961229338301,0,0,0,0,0.0675827169229495,-0.0132853270486779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00814570084038336,0,0,0,0.158629348423298,0,0
X000661.SZ,0,0,0.231173060808639,0,-0.0873019004088789,0,0,0,0,0,0,0,0,0,0,0,0.0239819810539057,0,0,0.423431508446733,0,0,0,0,-0.0460160449423934,0,0,0,0,0,0,0,0,0,0,0,0,0.0596595930296758,0,0,0,0,0,0,0,0,0.0642525303178957,0.121316052042873,0,0,0,0.0168983068356273,0,0,0,0,-0.638682014545162,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.161820184949008,0,0,0,0,0,0,0,0,0,0,0,0,0.0366510818955482,0,0,0,0,0,0,0,0,0,0.0213411284701645,0,0,0,0,0,0.225031984550982,1.73472347597681e-18,0,0,0,0,0,0.0301341925232675,0,0,0,0,0.0581871916256571,0,-0.0416199717315,0,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41894234483324,0,0.0412096357464519,0,0,0,0,0,0,0.186318951704109,0,0,0,0,0,0,0.0119721378201775,0.0651233259761589,0,0,0,0,0,0,0,0,0,0,0.0996489385442452,0,-0.0304129627689492,0,0,0,0,0.0599274927535612,0,0
X000157.SZ,0,0.00975307118330879,0,0,0,0,0,0,0,0,0,0,0.481534995414624,0,0,0,0,0,0,0.0245445410608282,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.000808634610941234,0,0.00614764632822244,0.112498099875959,0,0,0,0.0311857777667893,0,0,0.0289730099278934,0,0,0,-0.0127132875714788,0,0,0,0,0,0,0
X000733.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990066212281087,0,0.111079240886064,0,0,0,0.125900072398319,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351473455682879,0,-0.00492043580144893,0,0,0,0,0.235712041651615,0,0,0.00955534230450221,0,0.118311486961938,0,0,0,0,0,0,0,0,0
X600884.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177754006971665,0,0.117150603349899,0,0,0,0,0.0539453112321102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198007143281649,0,0,0,0.260526282200469,0,0,0,0,0.026439474358993,0,0,0,0,-0.00204639996784852,-0.0100271092843826,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149187331457891,0,0.211869160414439,0,0,0,0,0,-0.00131486062349067,0,0,0,0,0,0,-0.0118855643111528,0,0.17921642369238,0,0,0,0,0,0,0,0,0,0,0,0.27941588483883,0,-0.0154862643433797,0,0.120096194494661,-0.221217165652824,0,0.00317521223776339,0,0,0,0,0,0
X600702.SH,0,0,0,0,0,0,0,0.0353756928571175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136331284250697,0,0.0972547723899861,0,0,0,0.532063803605429,0,0,0,0,0,0.404072201050253,0,0,0,0,-0.046012216167546,0.0365073034342764,0.00997308372070409,0,0,0,0,0,0
X000799.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927509344862924,0,0,0,0,0,0.00103822709375937,0,0,0,0.018400166532693,0.781131027493763,0,0,0,0,0,0,0,0,0.00240540532120437,0,0,0,0,-0.0212523276920713,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0.0468626433736427,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0540096278226823,0,0,0,0,0.139982075629098,0,0,0.190316407873236,0,0,0,0,0,0,0,0,0.066004060348413,0,0,0,0,0,0.147023043737693,0,0.108440934270351,0,0,1.73472347597681e-18,0,0.0225227029806523,0,0,0,0,0,0,0
