,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X300014.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000596.SZ,X600031.SH,X003816.SZ,X000725.SZ,X000625.SZ,X002129.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X000100.SZ,X300142.SZ,X002241.SZ,X000733.SZ,X601877.SH,X600741.SH,X002074.SZ,X600702.SH,X600522.SH,X000157.SZ,X600460.SH,X000799.SZ,X600779.SH,X600584.SH,X300003.SZ,X600884.SH,X300146.SZ,X601799.SH,X002007.SZ,X600487.SH,X000800.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.151022378619077,0.0562287501688615,0.146277524084704,0,0,0,0,0,0.0637540931424969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0840055702191373,0,0,0,0,0,0,0,0.157461649742094,0,0,0,0,0,0,0,0,0,0,0,-0.0233285864175337,0,0,0,0,0,0,0
X000858.SZ,0,0,0.213075546455794,0.366236642077406,0,0,0,0,0,0,0,0,0,0,0.111660789867426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499189890757855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00753900649959389,-0.0111177352397228,0,0,0,0,0,0
X600809.SH,0.0580016571633748,0,0,0.479479076976202,0,0,0,0,0,0,0,0,0,0.00396194994845066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357783103569415,0,0,0,0,0,0,0,0,-0.0281080747107419,0.0361724851614719,0.106399607519045,0,0,0,0,0,0,0,0,0,0,-0.00129782891966092,0.00665111319849583,0,0,0,0,0,0
X000568.SZ,0.0544969188572184,0.586397685049329,0.243638647273456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129735004653025,0,0,0,0.0148488873024035,0.0260622885837645,0,0,0,0,0,0,0,0,0,0,-0.033372025401329,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.046053985332741,0,0,0,0.0315238891636058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105062928608166,0,0,0,0,0,0.0293138084443045,0,0,0,0,0,0,0,0,0,0.0564161203195209,0,0,0,0,0.129759523510294,0.0924608294715876,0,0,0.194253384932144,0,-0.00729912062452906,-0.00299782920219658,0,0,0,0,0,0
X002304.SZ,0,0,0,0.392647492659581,0,0,0.0594415418815648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661517233377525,-0.0169945066825282,0,0,0,0.0517377065154334,0,0,0,0.106125579422244,0,0,-0.0336047733336543,0,0,0,-0.00600802719399003,0,0,0,0,0,0,0
X600690.SH,0.0652841363068753,0,0,0.0760317975918222,0,0.143086208676252,0,0,0,0,0,0,0,0,0.2213712850143,0,0,0,0,0,0,0,0,0,0,0,-0.0284864269557712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027591041604319,-0.0295598060088519,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-0.0684413744556912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855239895514366,0,0.0462216736560683,0,0.018838722441015,0,0,0,0,-0.0755811679530276,0,0,0,0.0743104794607756,0,0.126445295874366,0,0,0,0,-0.0392654957028687,0,0.00534051778950374,0,-0.0141799643273949,-0.00534421268128464,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0346001839148228,0,0,0,0,0,0,0,0,0.0276887992850157,0,0.14403279301083,0,0,0,0,0,0,0,0,0,0.212303857175465,0,0,0,0.0247749696854498,0,0,0,0,0,0.010592572428434,0,0,0,0,0.0371680408720561,0,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104300206120913,0,0,0,-0.0643566340977369,0,0,0,0,0.0807319431225205,0,0,0,0,0,0,0,0.142267165866778,0,0,0,0,0,0,0,0,0.655434907404322,0,0,0,0,0,0,0,0.00208288125691127,0.0321961419859969,-0.240314392394736,0,0,0,0,0
