,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X002129.SZ,X003816.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X002180.SZ,X002241.SZ,X000100.SZ,X601877.SH,X600702.SH,X300142.SZ,X600741.SH,X002074.SZ,X000733.SZ,X600522.SH,X600460.SH,X000157.SZ,X600584.SH,X000799.SZ,X300003.SZ,X600884.SH,X000977.SZ,X000066.SZ,X002294.SZ,X002236.SZ,X002007.SZ,X002414.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0686445311525901,0.350787709871239,0,0,0,0.0434714673809018,0.0116876079057301,0,0,0,0,0,0,0,0,0,0,0,-0.000661922258072717,0,0,0,0,0,0,0,0,0,0,0,0.0046280235811506,0,0,0,0,0,0,0,0,0.0724549926063308,0,0,0,0,-0.0443394669807445,0,0.0431187709802514,0,0,0,0.00557059669437571,0,0,0,0,0,0,0
X000858.SZ,0,0,0.149810639290731,0,0.259984094118944,0,0.300112037410663,0.0082930617047263,0,0,0.17129143060594,0,0,0,0,0.0163817381706598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068779832374068,0,0,0,0,0,0,0,0,0.0464376629720119,0,-0.0256203421404547,-0.00281767083004783,0,0,0,0,0,0
X000568.SZ,0,0.113895948881571,0,0,0.207348914103593,0,0.263121924209556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126821740705002,0,0,0,0,0,0,0,0,0,0,0,0.30077771539227,0,0,0,0,0,0,0,0,0,0,0,-0.00812412571714867,0,0,0,0,0,0
X002415.SZ,0,0,0.130308548896122,0,0,0,0,0,0,0,0,0,0.0454819102999636,0,0,0,0,0,0,0.102744813899678,0.197402180203222,0,0,0,0,0,-0.0303490492554008,0,0,0,0,0,0.0574437320679168,0,0,0,-0.0565136740866491,0,0,0,0,0,0,0.191305578052403,0,0,0,1.73472347597681e-18,0,0,0,0.0142143072501662,-0.0213594900733058,0,0,0,0,0,0
X600809.SH,0,0,0.593638616558218,0,0,0,0.00916677067502849,0,0,0,0,0,0,0,0,0.0300795180737276,0,0,0,0,0,0,0,0,0,0,0,0,-0.00543125518405946,0,0,0,0,0,0,0,0,0,0,0,0.0592751776213675,0,0,0,-0.0499638049822875,0,0,0,0,-0.0258557343477991,0,-0.00641114944635356,-0.00431120760550319,0,0,0,0,0,0
X600276.SH,0,0,0.00632186878189172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283881921583956,0,0,0,0,0,0,0,0,0,0.0559129147902714,0,0,0,0,-0.0184777404848802,0,0,0,0.0471776702818139,0.192364383633154,0,0.0643359624466225,0.00441564115405871,0.113020902909652,0,0.0687488861583341,0,0,0,-0.0282680144061338,0.00932336067054127,0,0,0,0,0,0
X002304.SZ,0,0.299537327502061,0.38475153792917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032368598157875,0,0,0,0,0,0,-0.0089297474751975,0,0,0,0,0,0,0,-0.0153600373814396,0,0,0,0,-0.0585473718311653,0,0,-0.062203847538581,0,0,0,0,0,0,-0.00558320366444064,-0.000570942486168189,0,0,0,0,0,0
X600690.SH,0,0.0232481082876958,0.13957764697501,0,0,0,0,0,0,0,0,0,0,0,0,0.212116309953574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168705378419234,0,0,0,0,0,0,0,0,0.0247723390377747,0,0.0118119466176016,-0.00593399651096754,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.220857226161873,0,0,0,0,0.0302730683175874,0,0.213949295564698,0,0,0,0.0931788854931342,0,0,0,0,0.146315291223105,0,0.0216126718448556,0,0.075210352178415,0,0,0,0.0565132159928442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306587479130722,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.0926386875794857,0,0,0,0.0745338625974528,0,0,0,0,0,0,-0.0221194878034178,0,-0.138536180311377,0,0,0,0,0,0.131930348722279,0,0,0,0.160106094861909,0,0,0,0,0.153825347480771,0,0,0,0,0,0,0,-0.0531349318258808,0,0,0.182809585794901,0,0,0,0,-0.0121675630516954,0,0,0,0,0,0
