,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X300014.SZ,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X003816.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X002180.SZ,X002241.SZ,X000100.SZ,X601877.SH,X300142.SZ,X600702.SH,X002074.SZ,X600741.SH,X000733.SZ,X600522.SH,X600460.SH,X000157.SZ,X600584.SH,X000799.SZ,X300003.SZ,X600884.SH,X002294.SZ,X000066.SZ,X002007.SZ,X002236.SZ,X000977.SZ,X601799.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0990610632100271,0,0,0.400173975081657,0,0,0.0162625386357807,0,0,0,0,0,0,0,0,0,0,0,-0.00598988833350263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338571447390804,0,0,-0.0307284471224564,0,0.0185467291543448,0,0,0,0,0,0.00609611230755074,5.42101086242752e-20,0,0,0,0,0,0
X000858.SZ,0,0,0,0.294562245613178,0.163102384238072,0,0.301252750690948,0,0,0.178186561241691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240065610478261,0,0,0,0,0,0,0,0,0.0355808910397418,0,0,0,0.00598199902569188,0,0,0,0,0.0600945564160519,0,-0.0255183968499301,-0.00163525633820081,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.121596361334039,0,0,0,0,0,0,0,0.000963106233247663,0,0,0,0.171268715730781,0,0,0.187296253234115,0.229885738565957,0,0,0,0,0,-0.0238461428387812,0,0,0,0,0.121234925128554,-0.04683016385309,0,0,0,-0.106271578215888,0,0,0,0,0,0,0,0.0355854185789053,1.73472347597681e-18,0.0157626674398132,0.10450049217827,0,0,0,0.0204292823949223,-0.0233805487704629,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.610432531935145,0,0,0,0,0,0,0,0,0,0,0.0201708220736845,0,0,0,0,0,0,0,0,0,0,0,0,-0.00675922313110656,0,0,0,0,0,0,0,0,0,0,0,0.041336423867838,0,0,0,-0.04792999089823,0,0,0,0,-0.0201957026328661,0,-0.00482600153256115,-0.00553271494411016,0,0,0,0,0,0
X000568.SZ,0,0.113112939578148,0,0.203354467476524,0,0,0.246095288607481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00879833477927172,0,0,0,0,0,0,0,0,0,0,0,0.246794345660549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243688280490771,0,0,0,0,0.0465031957394732,0,0,0,0,0,0.0487828439444445,0,0,0,-0.0083937905242589,0,0,0,0.0610374011752855,0.186018865450022,0,0.098972722861886,0,0.064309650881863,0,0,0,0,-0.0110306046500531,-0.0235194766239471,0.00719224505622418,0,0,0,0,0,0
X002304.SZ,0,0.339893291979563,0.070872315669263,0,0.310948124533884,0,0,0,0,0,0,0,0,0,0.00883461350967722,0,0,0,0,0,0,0.0351695432975695,0,0,0,0,0,0,-0.0303827626229124,0,0,0,0,0,0,0,-0.0237543337521251,0,0,0,0,-0.0490649996417218,0,0,-0.105055463283471,0,0,0,0,0,0,0,-3.35288293920835e-05,0,0,0,0,0,0
X600690.SH,0,0.0362480779069974,0,0,0.115280692003313,0,0,0,0,0,0,0,0,0,0.0172312919145221,0.232532207110974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161666100275859,0,0,0,0,0,0,0,0,0.0241925772637074,0,0.00958378788707633,-0.00606258557100866,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.219327289287078,0,0,0,0,0,0.00788901610493137,0.192835150790291,0,0,0,0.0690868433878035,0,0,0,0,0.15698593171648,0,0.0375643674269063,0.0688727554059762,0,0,0,0,0.0756711628376482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282442966532306,0,0,0,0,0,0
X000651.SZ,0,0.122808802267575,0,0,0.0487179974162205,0,0.0116826306235327,0.00867576665524639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248619832004362,0,0,0,-0.0093018013598609,0,0,0,0,0.0482293519749694,0,0,0,0,0,0,0,0,0,0,0.00771307028515189,0,0,0,0,0,0,0
