,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600703.SH,X002292.SZ,X600741.SH,X000100.SZ,X002241.SZ,X002506.SZ,X600066.SH,X600031.SH,X002236.SZ,X600118.SH,X000559.SZ,X002049.SZ,X002465.SZ,X000157.SZ,X600372.SH,X002475.SZ,X000338.SZ,X600089.SH,X000568.SZ,X300124.SZ,X600177.SH,X600867.SH,X002294.SZ,X300003.SZ,X002456.SZ,X002007.SZ,X002074.SZ,X002129.SZ,X000869.SZ,X300146.SZ,X600498.SH,X601877.SH,X002426.SZ,X002085.SZ,X000550.SZ,X002008.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0542437093436631,0,0,0,0,0.0415558223390633,0,0.109834380960664,0,0,0,0,0,0.0982497630245397,0,0,0,0,0,0,-0.0219985551137534,0,0,0,0,0,0,0,0,0,0.0799380671554062,0,0,0,0,0,0,0,0,0.0320862752511667,0,0,0,0,0,0,0,0.0158511709318265,0,0,0,0,0,0,0
X600104.SH,0,0,0.0180027274321044,0.00756925505613635,0,0,0,0,0,0,0,0,0,0,0.181918276606199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976775535278269,0,0,0,0,0,0.0286971991341572,0,0.0282585251010151,0,0,0.0322723509122929,0,0,0,0,0,0,0,-0.0194505817264289,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0820023104399955,0.0348150124079311,0,0,0,0.0220368879253971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353832036748128,0.0556574181672297,0,0,0,0,0,0.00949786936141291,0,0,0,0.0462404622089961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582752521608418,0.197745469452243,0,0,0.112749349150388,0,0,0,0,0.04108079580404,0.0128860646368858,0,0,0,0,0.184303552959802,0.130903128983109,0,0,-0.0119609619368332,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.164399923035961,0,0.0913621824328262,0.0149446337904929,0,0,0,0.00486622434055679,0,0,0,0.0671850779745128,0.0384969115916304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232838636554269,0.0824013372269829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00570201593477362,0,0,0,0,0,0.0468258399028503,0,0,0.0294507464742502,0,0,0,0,0,0,0,0,0,0.181837358992739,0,0,0,0.0431117528550706,0,0.0727362542012304,0.107250264573634,0,0,0,0,0,0,0,0,0.0538189770402572,0,0,-0.00404777309518026,0,0,0,0,0,0
X002304.SZ,0,0,0.0172040836426627,0.0594935603246652,0,0,0,0,0,0,0,0,0,0,0.00062552575313283,0,0,0,0,0.135695817059528,0,0,0,0,0,0,0,0,0.178360360071519,0,0.124496795217143,0.0644818974607277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115983522681334,-0.0132801869515859,0,0,0,0,0,0
X600276.SH,0,0,0.152111404932796,0,0,0,0,0,0,0,0,0.0266615698773295,0,0,0,0,0,0,0,0,0,-0.0356286494495678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11426232852957,0,0.078799503779225,0,0,0.0316526365987616,0,0,0,0,-0.00924086437362038,-0.00933563763974986,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0155804977461339,0,0,0,0,0,0,0,0,0.266394271126349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141504853052151,0,0.132276734591398,0,0,0,0,0,0,0.196960801277779,0,0,-0.00393591251266363,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0899947714377417,0,0,0,0,0,0.0744397465482746,0,0,0,0,0,0.134022256494758,0,0,0,0,0,0,0,0,0.107162999644582,0.124828366334013,0,0,0,0,0.050600102392786,0,0,0,0,0,0,0.132726668160061,0,0,0,0.0400616106742551,0,0,-0.00995702375727636,0,0,0,0,0,0
