,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X002475.SZ,X000568.SZ,X002304.SZ,X600690.SH,X002371.SZ,X600104.SH,X300014.SZ,X600031.SH,X300124.SZ,X000725.SZ,X600703.SH,X000063.SZ,X002129.SZ,X000338.SZ,X000625.SZ,X300142.SZ,X002241.SZ,X003816.SZ,X000661.SZ,X002049.SZ,X000100.SZ,X000596.SZ,X600460.SH,X002179.SZ,X601877.SH,X002074.SZ,X600584.SH,X002007.SZ,X000157.SZ,X002414.SZ,X600183.SH,X002236.SZ,X000799.SZ,X600741.SH,X600702.SH,X601799.SH,X600089.SH,X000800.SZ,X600779.SH,X000066.SZ,X300146.SZ,X300003.SZ,X000977.SZ,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.00839529547846807,0.158088666378269,0.0385409662061607,0.0467000415904443,0,0,0,0,0,0,0,0,0.0403785848927106,0,0,0,0,0,0.0498858666160526,0,0,0,0,0,0,0.036357117325688,0,0,0,0,0,0,0,0,0.0238919211613077,0,0,0,0.119371744472612,0,0.0349215530241248,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0497522364176297,0,0,0.36578181315384,0,0,0,0,0.0281729032802727,0,0,0,0,0,0,0,0,0,0,0,0.160233741484007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486173294089424,0,0,0.165035086685596,0,0,0,0,0,0,0,-0.00592761592586021,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.145800696270955,0,0,0.0566621924546325,0,0,0,0,0.136812754581906,0,0.123816283386258,0,0,0,0.121987039104852,0,0,0,0,0,0,0,0,0,0,0.0551587409313363,0,0,0,0,0,0,0,0,0.0859739056298459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0.0275811676020136,0,0,0,0,0,0,0.196540023486952,0.105965533651718,0,0,0,-0.0024550865462202,0,0.116766074943033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540767293978322,0,0,0,0,0,0,0,0.406422512709739,0,0.0120657953376199,0,0,0,0.116758043480219,0,0,0,0,0,0,0,0.0173809695055577,0,0,0,0,0,0
X600276.SH,0,1.73472347597681e-18,0.0152876101505033,0,0,0,0,0,0.00665622234413101,0,0,0,0.149035175109043,0.0534230219446717,0.037755038781336,0,0.0431608983616406,0,0,0,0,0,0,0,0.0044536898354442,0,0,0,0,0,0,0,0,0,0,0,-0.183044614982132,0,0,0,0.0903055780028159,0,0,0,0,0,0,0,0,0.119665735504708,0,0.00744066581578382,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.127857196468612,0,0,0,0,0,0,0,0.195913574640101,0,0,0.0166129990854846,-0.0385102959314579,0,0,0.0412871595520294,0,0,-0.0825716482005715,-0.0487267374493861,0,0,0,0,0,0,0,0,0,0,0,0.0976003573992638,-0.0304174086206783,0,0,0,-0.00751531192141511,-0.0423220736495174,0,0,0,0,0,0.0981818389476559,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.0369084939942604,0,0,0.0242359950688662,0,0.105950513140686,0,0,0,0,0,0,-0.0328256578400199,0.176404308529101,0,0,0.163944135501528,0,0,0.0165987429045371,0.131808057352061,0,0,0,0,0,0,0,0,0,0,0,0.0618969425504899,-0.0690020140803491,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.00218525380092959,0,0,0,0,0,0
X000568.SZ,0,0.657201721837418,0,0.0677383734616939,0,0,0,0,0.197218889460747,0,0,-0.202932176681222,0,0,0,0,0,0,0,0,-0.00137484140511414,-0.0349323937482925,0.0244691578252127,0,0,0,0,0.136759965411451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0812536973639796,0,0
X002304.SZ,0,0,0,0.166969519888436,0,0,0,0.101765768226299,0,0,0,0,0,0,0,0,0.150702401981208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804675339752834,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0487826435314862,0.0928685259572185,0,0,0.168775413426668,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.330344002857975,0,0.207708565604976,0,0,0,0,0,0,0,0,0,0,0.102940560392787,0,0.00614509180999292,0,0,0,-0.048367749323351,0,0,0,0,0.0731170358620918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345439075024187,0,0,0,0.00144050683564481,0,0,0,0,0,0,-0.044605618077236,0,0,0,0,-0.0482165289870967,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0158956122335175,0,0,0,0,0,0,0,0,0,0,0,0.0108902362491028,0,0,0,0,0,0,0,0.199431862467393,0,0,0.227828841228798,0,0,0,0,0,0,0,0,0,0,0,0,0.193247413713593,4.33680868994202e-19,0,0,0,0,0,0,-0.283780613011463,0,0
