,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X300124.SZ,X600031.SH,X300014.SZ,X002371.SZ,X002129.SZ,X003816.SZ,X002241.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X000596.SZ,X601877.SH,X002179.SZ,X000625.SZ,X600460.SH,X600741.SH,X600089.SH,X000100.SZ,X300142.SZ,X000661.SZ,X002180.SZ,X002074.SZ,X600702.SH,X600522.SH,X000157.SZ,X600884.SH,X000733.SZ,X002236.SZ,X000799.SZ,X002008.SZ,X002414.SZ,X600584.SH,X600779.SH,X600563.SH,X000977.SZ,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.52475856762218,0,0,0.0727803414135088,0,0,0.0806115012298407,0,0,0,0,0,0,0,0,0.00999247627396956,0,0,0,0,0,0,0.0650991480624357,0,0,0,0,0,0,0,0,0,0,0,0.0811734796916802,0,0,0,0,0,0,0,0,0,0,-0.00882188975218067,0,0,0,0,-0.0116493376381053,-0.00670601073855068,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.219530500102956,0.0512169295255748,0,0.0218877769092734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027006339968231,0,0,0,0,0,0,0,0,0,0,0,0.0802519270278175,0,0,0,0,0,0.109440094325195,0,0,0,0,0,0,0,0,0,0.00921690781070544,0.00238981706683351,0,0,0,0,0,0
X002415.SZ,0.0134193970661795,0,0,0,0,0.0604436924829663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503678513804509,0,0,0,0,0,0,0,0,0,0,0,0.00577746953030085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181856076985356,0,0,0,0.00672536650641777,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.118301360219252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985986873241899,-0.175535668569958,0,0,0,-0.0812032966697064,0,0,0,0,0,-0.10453939657745,0,0,0,0,-0.0486875859543776,0,0,0,0,0.123190221297488,0,0,0,0.154444854744838,0,0,0,0,0.0474854530831994,0,-0.00323387656796747,0,0,0,0,0,0
X000568.SZ,0.260136865448096,0.0634274157593598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146387883582474,0,0,0,0,0,0,0,0,0.00762288282230637,0,0,0,0,0,0,0,0,0.200792241482701,0,0,0,0.137030838304967,0,0.0717751310200077,0,0,0,0.0178996609011296,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337241302886286,0,0,0.289408004019424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351727371184902,0,0.0818384586316976,-0.127494404732739,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595341014929915,0.0234509506824308,0,0,0,0,0,0
X600276.SH,0.117148310376927,0,0.0596706781411693,0,0,0,0,0,0.253856461007207,0,0,0,0,0,-0.112436134478096,0,0,0,0,0.305404089879566,0,0,0,0,0,0,0,0,-0.0556387991967817,0,0,0,0,0,0,0,0.011762931767827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177381323593342,0,0,0,-0.0242076834539755,0,0
X002304.SZ,0,0,0,0,0.0160098283451598,0,0,0,0,0,0,0,0.0424678371961363,0,0,0.0338650979959842,0,0,0,0,0,0,0,0.21359670780701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201583294066176,0,0.0825991730719789,0,0,0,-0.0196661293442817,0.0341434884689241,0,0,0,0.00788447203621904,0,0
X600690.SH,0,0.102140139024378,0,0,0,0,0.0812626554261699,0,0,0,0,0,0,0.167289449792893,0,0,0,0,0,0,0,0.102467212596387,0,0.0475280467145606,0,0,0,0,0,0,0,0,0,0,0.0686793958984024,0,0.126379394045447,0,0,0,0,0.0474184634282937,0,0,0,0.126397853604828,0,0,0,0,0,0,-0.0287861760754481,0,0,0,-0.0623344277962968,0,0
X000651.SZ,0,0,0,0,0.00425442115981208,0,0,0.0574065136491425,0,0,0,0,0.132027448090552,0.124565010207734,0,0,0,0,0,0.168200892213203,0,0,0,0,-0.0959529943706577,0,0,0,0,0,0.106078780726404,0,0,0,0,0,-0.053167372656195,0,-0.0145652703984268,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00245386022882652,0,0,0,0.0164495366038544,0,0
