,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X300003.SZ,X000100.SZ,X000596.SZ,X002236.SZ,X601877.SH,X600183.SH,X300014.SZ,X300124.SZ,X000157.SZ,X000066.SZ,X300142.SZ,X002456.SZ,X002007.SZ,X000625.SZ,X002371.SZ,X300136.SZ,X002008.SZ,X002179.SZ,X000977.SZ,X600271.SH,X002463.SZ,X600584.SH,X002180.SZ,X000050.SZ,X600177.SH,X600066.SH,X600487.SH,X600498.SH,X002129.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.237645955051927,0,0,0,0,0,0,0.173274225038882,0,0,0,0,0,0,0.0177766986598058,0,0.164338966721404,0,0,0,-0.0298443428276886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.00896672438217753,0,0,0,0.0101235375805869,0,0
X000858.SZ,0,0,0,0,0,0,0.0436778936239852,0,0,0,0,0,0,0.504424803605706,0,0,0,0,0.0148118731939104,0,0,0,0.0368019503157338,0,0,0.0216836258836308,0,0,0,0.0192600773056694,0,0.0142308485659298,0,0,0,0,0,0,0.0705778102414381,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139266902641598,-0.0140786927217858,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.172299298217518,0,0,0,-0.084895294212417,0,0,0,0,0.108245753205319,0.0170170790161666,0,0,-0.0382433971777732,0,0,0,0,0,0,0,-0.0342500061504153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16601668242592,0,0,-1.73472347597681e-18,2.16840434497101e-19,0,0,0,-0.0345357208163851,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.121483454703397,0,0,0,0.335430643534967,0,0,0,0,0.0283953348215848,0,0,0,0,0,-0.00624230299482698,0,0,0.0231366081746539,0,0,0,0.0268346496881055,0,0,0.013238337415573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411701371726031,0,0,0,0.00728394019297032,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.101495077736223,0,0,0.0130716735261238,0,0,0,0,0,0,0,0.58590078244181,0,0,0,0.0277072714886647,0,0,0.0231074233558468,-0.0548847884593983,0,0.104379083524039,0,0,0.0294046582905693,0,0,0,0,0,0,0,0,0,-0.0620991724148845,0,0,0,0,0.0489503433218192,-0.0668620559035429,0,0,0,-0.0625797795842071,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922883633733593,0,0,-0.0339396306560035,0,0,0,0,0,0,0.00432119200671567,0.0301469516566211,0,-0.0197642034643996,0,0,0,0,-0.0859204189087701,0,0,0,0,0,0.0316515716766975,0.0505092724145767,0,0,0,0,0,0,0.0691138338026945,0,0,0,-4.33680868994202e-19,0,0,0,-0.002234514352203,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0954243213915337,0,0,0,0,0,0,0,0,-0.0193864057242452,0,0,0.293723399554284,0,0,0,0,0,0,0.0346695719030019,0,0,0.196049384627296,0,0,0,0,-0.106093441462476,0,0.262077872803339,0,-0.0737051435738267,0,0.0785443193598858,0,0,0,0,0,0,0,0,0,0,-0.0427983060899711,0,0,0,0,0.0206480672924607,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.118741082952251,0,0.081594423185627,0,0,0,0.0140727798969069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0772816542167021,0.0831787320448067,0,0,0,0,0,0,0,0.234273635096657,0,0,0.0583440851981587,0,0,0,0,0.0565619285823868,0,0,0,0,-0.0340544421878542,0,0
X002304.SZ,0,0,0.0540322819570718,0,0,0,0,0.00499304132761139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219114218954324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771394066578929,0,0.0554558001658233,0,0,0,0,0,0,0,0,0,0,0.0157391080917766,0,0,0.0357095380282285,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554393203613767,0,0,0,0,0.0232555456046901,0,0.192467857853032,0,0,0,0,0.057461064329024,0,0,0.057566756791401,0,0.0203442750452512,0,0,0,0,0,0,0,0,0,0.11666271979493,0.0162512874491002,0,0,0,0,0,0.0280501628165175,0,0,0.0206339853915717,0.00972527018204632,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,8.67361737988404e-19,0.0535810859228295,0,0,0,0,0,0,0,0.0779198730212915,0.119825257720467,0,0,0,0,0,0,0,0,0.0820058820112617,0.041402101888443,0,0,0,0,-0.0194068173440625,0,0.0626177772372805,0,0.0618729421622062,0,0,0.00155516689771776,0,0,0,0,0,0,0,0.0689879270624295,0,0,0.0503411661655616,0,0,0,0,0,0,-0.0811155556871083,0,0
X600031.SH,0,0,0,0,0,0,0.155401167615399,0,0,0,0,0,0,0,0.0519577009070089,0,0,0,0.108983567857663,0.0355811017398879,0.0114715894819142,0,0.0459149466682497,0.0462633568968048,0,0,0.0351938735066803,0,0,0,0,0,0,0,-0.0532359894928406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00471035101175018,0.00943490482885852,0,0,0,0,0,0
X600690.SH,0,0,0.0115790242338963,0,0,0,0,0,0,0,0,0,0,0,0,0.0124345615074531,0,0,0,0,0.0976817727761917,0,0,0,0,0.176515386524472,0,0,0,0,0,0,0,0,-0.0337926435655298,0,0,0,0,0,0,0,0.0276099854055889,0,0,0,0,0,0,0,0,0.0281116510040959,0.00233334267421687,0,0,0,0,0,0
X000568.SZ,0.220431273377809,0.454417978329046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682776988080427,0,0,0,0,0,0,0,0,0,0,0.0271324309567582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334655763432722,0.00350806292661574,0,0.00905657637584914,0.0188841352489347,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.168121598241035,0,0,0,0,0.0980076688561101,-0.014536006082272,0,0,-0.064885864106475,0,0,0,0,0,0,0,0,0,-0.0248409114133907,0,0,0,0.0695770552035183,0,0,0,0,-0.0231292019777861,0,0,0,0.0540065626714315,0,0.099118978706841,0,0,0,0,0,0,0,0,0,0,0.034270585806002,0.0232721515041846,0,0,0,-0.0199132532954656,0,0
X000661.SZ,0,0,0,0.330163959810665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667677876957444,0.0130443725051852,0.0789178675159935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0723292626604201,0,0.0542177786292591,0,0,0,0,0,0,0,0,-0.0172649244303039,-0.0682727403978063,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234914023223616,0.0724729358260713,0,0,0,0,0,0.0788435433701336,0,0,0.044969860887662,0,0.177512946809835,0,0,0.190712507375399,0,0,0,0,0,0.110741332562544,0.270387337526006,0,0.16536048140039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
