,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X000568.SZ,X600104.SH,X003816.SZ,X300124.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X600418.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600703.SH,X000157.SZ,X600372.SH,X002028.SZ,X002049.SZ,X002236.SZ,X600183.SH,X600741.SH,X000066.SZ,X600522.SH,X600066.SH,X600839.SH,X601877.SH,X600460.SH,X002456.SZ,X002156.SZ,X600487.SH,X000800.SZ,X000661.SZ,X002085.SZ,X000921.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.166081094550789,0,0,0,0,0.133577201624225,0,0,0,0,0,0,0,0,0,0,0.278799236664069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00825631741562355,-0.0152104445025474,0,0,0,0,0,0,0,0.00508393968792432,0,0,0,0,-0.0528499046874441,0,0
X000858.SZ,0.0143863865311547,0,0,0,0,0,0.32641369467489,0,0,0.0485831474610113,0.0460863848973034,0,0,0,0,0,0.0380984983299245,0.237781421601449,0,0,0,0,0,0,0,0,0,0,0,0,0.101026013445206,0,0,0,0,0,0,0,0,0,0.00589941786312334,0,0,0,0,0,0,0,0,0,0,-0.0267049328606596,0,0,0,0,-0.00992119725903623,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0143860592291423,0,0,0,0,0,0,0.10801836744179,0.185626853642297,0.144866229066381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739697170605963,0,0.15016361335693,-0.058534611364801,0,0,0.00593130414211546,0,0,0,0.0321202024144189,0,0,0,0.00963096002997659,0,0,0,0,-4.33680868994202e-19,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0985842834457954,0,0,0,0,0,0,0,0.0360141629972264,-0.0129485142508202,0.429681977285969,0,0.0594546020539484,0.125720961443072,0.056066694085074,0,0,0,0,0,0,-0.039941733488905,0,-6.93889390390723e-18,0,-0.0173774839979366,0,0,0.07385834785764,0,0,0,0,0,0,0,0,0,0,-0.0469677134124582,-0.0212012233379479,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0784721048086289,0.0896098474038988,0,0,0,0,0,0.0944630394648499,0,0.055308948996098,0.0686808352357647,0,0,0,0,0.117651133107853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150448126073048,0,0.015068487416784,0,0,0,0,0,0,0,0,0,0,0.011030555026679,0,0,0,0,0,0,0,-0.0500710275631678,0,0
X600690.SH,0,0,0,0.189019309817807,0,0,0.0339607493861253,0.0979151496031845,0,0,0,0,0,0,0,0.0346231901935301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136625193611324,0,0,0.0140135328414921,-0.0260756807945317,0,0,0,0,0.15670362337776,0,0,0,0,0,0,0.0257538062932564,0,0
X600809.SH,0,0.0275308175509851,0,0,0,0,0,0,0,0.522964947832746,0,0,0,0,0,0,0,0,0,0.288833054707668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.162617809965678,0,0,0,0,0.0522679043050648,0.0305131598402078,0,0,0,0,0,0,0,0,0,0,0,-0.12608348654814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194253705322597,0,0,0,0,0,0,0,0,0,0.218684122918309,0,-0.0280454308005163,0,0,0,0,-0.00150583559057233,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.400899428747333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322990773387267,0,0,0,0,0,0,0.0142059779818493,0,0,0,0,0,0,0,0,0,-0.084894552917246,0.0771156615599279,0,0,0,0.0928857980795373,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.38771152062315,0,0,0,0,0.237002233684668,0,0,0,0.00245181475009458,0,0,0,0,0,0,0.0154213079585623,0,0.102814038305466,0.0376946609881995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526854396462089,0,0,0,0,0,0,0,0,0,0.0620517667706545,0,0,0,0,0,0,-0.0241128359307788,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.28557830960183,0,0,0,0,0,0,0.460278150806677,0,0,0,0.0347612214080379,0,0,0.276867690859373,0,-0.0295095513874777,0,0,0,0,0,0,0,-0.0888254651357263,0,0,0,-0.054054330223074,0,0,0,0,-0.121876015851296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10651103793272,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.00244940280670254,0,0.107675148611625,0,0,0,0,0,0.182277646880922,0,0,0,0.0444464512130232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609798831161427,0,-0.0526992442363435,0,0,0,0,0,0,0,0,-0.0523061889106319,0,0,0,0,-0.0346603141730111,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719066222488729,0,0,0,0,0,0.482715073015193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344318859867094,0,0,0.00707375802825848,0,0,0,0,0,0,0,0,0,0,0.0900049530983445,0,0,-0.0559947720327438,0,0,0,0,-0.0262636202590543,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0197481765328264,0,0,0,0,0,0,0.0257227912086711,0.0316273839717479,0.372521455888963,0,0,0,0,0,0,0,0,0,0,0,0,0.18658993811541,0,0,0,0,0,0.0595395682419717,0,0.0150125729305263,0,0,0,0,0,0,0,0,-0.0338878069987737,0,0,0,0,0.0154662616162765,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0572962132792426,0,0.117643187554269,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.00965221038737722,0,0,0.132531302372407,0,0,0,0,0,0,0.210188764459888,0.270826202067948,0,0,0.11757721591259,0,0,-0.0590358457881861,0,0,0,0,0,0,0,0,0,0,-0.00435875180692089,0,0,0,0,0.0198972733489185,0,0
X600031.SH,0,0,0,0,0,0,0.0320389879085339,0,0,0.223367145822971,0,0,0.00282903510696622,0,0,0,0,0.0229863645665392,0,0,0.154614398185074,0,0.0209297563697932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260934746428631,0,0,0,0,-0.0152775252182069,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0152642098924949,0,0.113827889981721,0,0,0,0,0,0.067044031049183,0,0.0442481669054298,0.00133101644064104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619467868503318,0,0,0.0235947078971743,0,0.059843206053944,0,0,-0.111377475911964,0,0,0,0,0.02144278268646,0,0
X002304.SZ,0,0.358755214817173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02132674890293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110533592802351,0.00886093569359724,0,0,0,0,0,0,0,0,0.0927464709348062,0,-0.0516635453781635,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.205582140364779,0.0244272460226082,0,0,0,0,0,0.16624671700497,0,0,0,0.00607818936507365,0.0755735692693824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0719924003184291,0,0,0,0,0,0,-0.00661363266006177,0,0
X000596.SZ,0,0,0,0,0,0,0.488064839314933,0,0,0.224784462635239,0,0,0.102107477748572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00377022853369597,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0.0563202333003887,0,0,0.54874004223072,0,0,0,0,0,0,0,0,0.107433541709243,0,0,0,0,0.0558529832034474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861518058912136,0,0,0,0,0.0345317025496387,0,0,-0.00801879846358075,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0.0166385885257888,0,0,0.0737943585654902,0,0,0,0,0,0.0456621252027999,0,0,0,0,0,0.0808380729397353,0,0.175043047747512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11287240972312,0,0,0,0,0.0793284246762076,0,0,0,0,0,0,0,0.071831017985431,0,0,-0.105826263766955,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0.150089671765511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549171084122379,0,0,0.135001955146995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760602942593923,0,0,0.04560293359041,0,0,0.112136314929081,0,0,0.0110726486275049,0,0,0,0,0,0,0,-0.132191509925915,0,0,0,0,0,0,0
X600418.SH,0,0,0,0,0,0,0,0,0,0,0.13369356223067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483317162910295,0,0,0.172684201764376,0.0526842883858281,0,0,0,0,0.100227486585424,0.315700147614622,-0.0785917016959139,0,0,0,0,0,0,0,-0.146005621746717,-0.0338291982187273,0,0,0.0335523543260386,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.267535811535645,0,0.0808084657502938,0,0,0,0,0,0.0369116718814132,0,0,0,0,0,0,0,0,0,0,0.0806268529466489,0,0,0,0,0,0.0559988691448672,0,0,0,0,0,0.0198807302796008,0,0.090488722889057,0,0,0.0193007760774531,0,0,-0.0484904799708192,0,0,0,0,0,0,0
X002463.SZ,0,0,0,0,0,0,0,0,0.338549491170829,0,0,0,0.213890861304665,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.017112861558252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000467327395896487,0.0899675984605238,0,0,0,0.0626279864189841,0,0,0,0,0,-0.00930936306512546,-0.0455354613405253,0,0,0,0,0,0,-0.0436268837547521,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201233909506867,0,0,0.0631976024937705,0,0,0,0,0,0,0,0,0,0.285842224929019,0,0,0,0,0,0,0,0,0.0876885796341446,0.149144707366705,0,0,0,0,0.0412803454460001,0,0,0,0,0,0,0,0,0,0
