,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000063.SZ,X000725.SZ,X000596.SZ,X600031.SH,X002371.SZ,X000625.SZ,X000338.SZ,X002129.SZ,X300014.SZ,X002179.SZ,X600703.SH,X002049.SZ,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X600584.SH,X000661.SZ,X000977.SZ,X002241.SZ,X601877.SH,X600522.SH,X600702.SH,X000733.SZ,X601799.SH,X002074.SZ,X000800.SZ,X002007.SZ,X002028.SZ,X002180.SZ,X002463.SZ,X300142.SZ,X600460.SH,X600183.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.162420626081761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766599395793784,0,0,0,-0.0409407942384902,0,0,0,0,0,0,0,0,0.116728225791946,0,0,0,0,0,0,0,0,0,0.0877652170505097,0,0,0,-0.039204239225911,0.00953614125393627,0,0,0,0,0,0
X000858.SZ,0,0,0.35336298314478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691542614416753,0,0,0,0,0,0,0,0,0,-0.0244961706414634,0,0,0,0,0,0,0,0,0.202728449239324,0,0,0,0,0,0,0,0,0,0.118517493263322,0,0,0,-0.0179129418524577,0.0351490689765665,0,0,0,0,0,0
X000568.SZ,0,0.342890773404337,0,0,0,0.00505130638057425,0,-0.0321982156220483,0,0,-0.040423273554097,0,0,0,0,0.416748546699538,0,0.0486534333300588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341124075701655,0,0,0,0.112941996778526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311453946823493,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.153098653529395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937381150667411,0,0,0,0,0,0,0.35125265208421,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0706275768527561,0,0.00238545525635933,0,0,0,0,0,0,0,-0.0282444478258217,0,0,0,0,0,0
X600809.SH,0,0,0,0.0820190459898325,0,0,0,0,0,0,0,0,0,-0.162965237385969,0,0,0,0,0.0702274198487586,0,0,0.20212799293864,0,0,0,0,0,0,0,0,0,0,0,0.0289134699270003,0,0,0,0.316668382199077,0,-0.0245723068334407,0,0,0,0,0,0,0,0,0,0,0,0,0.0168132821191059,0,0,0,0,0,0
X600276.SH,0,0,0,-0.0111773857927193,0,0,0,0,0,0,0,0,0,0.102712651129934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182249337765678,0,0,0,0.25946441227235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0423172016216593,-0.0451096904715752,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.110906237989364,0.121042972992143,0,0,0,0,0,0,0.127209943817183,0.0490955063248805,0,0,0.105444074563331,0,0,-0.00349979509202487,0.0899977362533931,0,0,0,0,0,0,0,0,0.0250821941976393,0,0.0380487591100376,0,0.00947999469054121,0,0,0,0,0,0,0,-0.0533862005172286,0,0,0,0,-0.120826841082799,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885788603874863,0,0,0,0.0338767523726811,0.133603573953864,0,0,0,0,0,0.0645341585939558,0,0,0,0.146935657888929,0,0,0,0,0.047969714180533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00650869973875613,0,0,0,0,0,0
X002304.SZ,0,0.325352559490292,0.101777072768668,0,0.0986552499639755,0,0,-0.0157447236796157,0,0,0,0,0,0,0,0,0,0,0.0754788971914348,0,0,0,0,-0.0429609360623555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736664788772653,0,0,0,0,0,0,0.0124941375500245,0,0,0,0,0,-0.0107123203252934,0.00217123465379668,0,-0.148678319371346,0,0,0,0,0
X000651.SZ,0,0.194499035991953,0,0,0,0,0.299255096837031,0.082148289884337,0,0,0,0,0,0,0,0,0.0141152259311253,0,0.0825061271218578,0,0,0,0,0,0,0,0,0,-0.0853640010643951,0,-0.0377571282331939,0,0,-0.00271623544168549,0,0,0,0,0.040236263316778,0,0,0,0,0,0,-0.0200711412901637,0,0,0,0,0,0,0,0,0,0,0,0,0
