,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X002475.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X600271.SH,X002236.SZ,X000100.SZ,X300124.SZ,X600809.SH,X000625.SZ,X002008.SZ,X600487.SH,X300003.SZ,X000596.SZ,X600498.SH,X002456.SZ,X000050.SZ,X600776.SH,X000661.SZ,X002007.SZ,X000157.SZ,X002179.SZ,X600066.SH,X300142.SZ,X600522.SH,X300146.SZ,X600177.SH,X002129.SZ,X600089.SH,X002506.SZ,X002241.SZ,X002180.SZ,X600566.SH,X600867.SH,X600372.SH,X000977.SZ,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0419250695867913,-2.16840434497101e-19,0.0747634755770926,0,0,0,0,0,0,0,0,0,-0.0297404623172666,0,0,0,0,0,0,0,0,0.0820962544038518,0,0,0,0,-0.00559418194644129,0,0,0,0,0,0,0,0.0759668630395896,0,0,0,0,0,0,0,0,0,0,0.112790978357602,0,-0.0134499472568813,0.0179782955933706,0,0,0,-0.0108750053070509,0,0
X600104.SH,0,0,0,0,0.123869139028337,0,0,0,0,0.118786836481832,0,0,0,0,0.221444800684467,0,-0.0106074232727426,0,0.0950330922571263,0,0,0,0,0,0,0,0,0,0,0,-0.00153041394653582,0,0.0297592887592498,0,0,0,0,0,0,0,0,0,0,0,0,0.209833829599481,0,0,0,0,0,0.00619722789039137,-0.051850066372158,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.106069561115515,0,0,0.0490493300554659,0.186860827679233,0,0,0.0747839526402293,0,0,0,0,0.395113676145463,0,0,0.0092482229066532,0,0,0,0.00732742483207276,0,0,0,0,0,0,-0.0191843269159104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028108560905225,0.0667996664861811,0,0,0,0.0616574338074004,0,0
X000651.SZ,0,-8.67361737988404e-19,0,0,0,0,0.0125245247347872,0,0,0.171299258280904,0,0,0,0,0.0177651755418278,0,0,0,0.071509373770548,0.0118640727238785,0,0,0.0251177916039165,0,0,0,0,0,0,0,0,0,0,0,0.0261603124519091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00599874023336589,0,0,0,0,8.67361737988404e-19,0,0
X000858.SZ,0,0,0.0508866734480375,0,0,0.0379184643069004,0.0953700319154616,0,0,0,0,0,0,0.296155584530204,0,0,0,0,0,0,0,0,0,0,0,0.0570483658660359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505230958673975,0,-0.00363925192150325,0,0,0,0,-0.0356169020333645,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414360849284049,0,0,0,0.277899917761101,0,0,0,0,0,0.211030126909951,0,0,0,0,0,0,0.00425750297999381,0,-0.094561608537593,0,0,0,0,0.202445155153307,0,0,0,0,0,0.0798979749262916,0.00321247387849169,0,0,0,0.0750602088918056,0,0
X002304.SZ,0,0.121767567200006,0,0,0,0,0,0,0,0.0734852696062869,0,0,0,0.129276958206742,0.028009746802993,0,0,0,0,0,0,0,0,0,0,0.10819331933002,0,0,0,0,0,0,0,0,0,0,0,0,0.226138445253633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391072743352521,0,0
X000725.SZ,0,0,0.089888378834342,0,0,0,0,0,0,0,0,0,0,0,0,0.132497643435067,0,0,0.00205396838458084,0.183755429831068,0,0,0,0,0,0,0,0,0,0.160454549609083,-0.00546297301863908,0,0.00403826155233168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00829455748070129,0,0,0,0,0,0,-0.00911849153545754,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546457039516097,0,0,0,0,0,0,0.249729543459666,0,0,0.20228817673843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863066419386689,0,0.00114437402884544,0,0,0,0,0.124840059052348,0,0
X600690.SH,0,0.22258607905649,0.0189946322509985,0.276243981340663,0,0,0.134313150947616,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0523496591158726,0,0,0,-0.0213880610251855,0,0,0,0,0,0,0,0,0,0,0.0630630041821806,0,0,0,0,0,0,0,0.0828958922944382,0,0,-0.000579418601009887,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0690808280983483,0,-0.0179612821971001,0,0,0,0,0,0.203927814861579,0,0,0,0,0,0,0,0.0155157588599535,0,0,0,0,0.0406520627484118,0,0.0623213554525998,0.0695543741570272,0.101948519897675,0,0,0,0.118689223029884,0,0.16665932320317,0,-0.0908685871373571,0,0,0,0,0,0,0,0,0.216087916329007,0,0.00989540648213495,-0.0358043024453753,0,0,0,0,0,0
X600031.SH,0,0,0.00834528042638128,0,0,0,0,0.0541700447525372,0,0,0,0,0.241838990321734,0,0,0.0363010447182409,0,0,0,0.00251502124068256,0,0,0.090205366348571,0,0,0,0,0,0,0,-0.0126321576763865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192220798764131,0,0,0,0,0,0,0.0107847003181093,0,0,0,0,0,0
X000338.SZ,0,0,0.00829497527198686,0,0,0,0.0873683371151761,0,0,-1.0842021724855e-19,0,0.0970325851050697,0,0,0,0,0,0,0.105975430738795,0,0,0,0.0200672858458007,0,0,0.0308147121193987,0,0,0.0124333857799852,-0.0278584286797503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0128004086032386,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.160451571072993,0,0.196190742979747,0,0,0,0,0,0,0,0,0.0156260644978581,0,0,0,0,0,0.178944435013796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115145402163084,0,0,0,0,0,0,0,0.087521833534741,0,0,0.00926215519079531,0,0.00585096164607549,0.0164471066555906,0,0,0,0,0,0
X600741.SH,0,0.148745417924545,0,0,0,0,0,0,0,0,0,0.12254766782128,0.12054384266782,0,0,0,0,0,0,0,0,0,0,0,0,-0.0771280375980813,0,0,0.111899970150099,0,-0.0500851645913583,0,0,0,0,0,0,0,0,0,-0.0462828215842608,0,0,0,0,0,0.141596887068006,0,0,0.10345553501416,0,0.0188919134418279,0.00426661068149835,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.0525498951262809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491890931932354,0.0505115725024988,0.0368266495343418,0.0422014361599147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704551174263952,0.0498451803306769,0,0,0.147050230890713,0,0.0064408844396961,0,0,0,0,0.0193282872339877,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209462571832241,0,0,0,0,0,0,0,0,0,0,-0.0443147249268131,0,0,0.509943088033476,0,0.0227222250145388,0,0,0,0,0,0,0,0,0,0.35027401817802,0,0,0,0,0,-0.0655126166855175,0,0.192270491877786,0,0,0.0486476756334238,0.172043131048117,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542018015178953,0,0,0,0,0,0,0,0.134471207472306,-0.00944050193808134,0.0692690566842054,0,0,0,0,0.123808763701352,0,0.0118325010570495,0,0,0,0,0,0.0923386992915474,0,0,0,0.362405483450203,0,0,-0.0236540611298877,-0.0246044559391774,0,0,0,0.0615236457278936,0,0
X002236.SZ,0,0,0.462498516325577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228202072093482,0.0385705858848825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629043334692973,0,0,0,0.112172629726844,0,-0.00725341995580733,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,-0.0662075693362957,0,0,0,0,0,0,0,0,0,0,0.0338830176904208,0,0,0,0,0,0.294876419763529,0,0,0.206885963015629,0,0,0.00749090555897373,0.0867039551280104,-0.0513506264701049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212299098020909,0.12737016345206,0,0,-0.0176001372703365,0,0,0,0,-0.0217747511932944,0,0
X300124.SZ,0,0,0,0,0,-0.0589249021660105,0,0,0.0193675016349018,0,0,0,0,0,0.0623684091227571,0,0,0.124539475044555,-6.93889390390723e-18,0,0,0,0.130969634186042,0,0,0,0.138090122922651,0,0,0.0348987855893067,0.0426464140487932,0,0,0,0,0,0.194628967748941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0330752245577403,0.0873953723446754,0,0,0,0.113318163563985,0,0
X600809.SH,0,0,0.00937586032810262,0,0.136664487937958,0,0,0,0.0816801050904315,0,0,0,0,0.244243038822692,0,0,0.0129727933869511,0,0.0299052488565457,0,0,0,0,0,0,0,0,0,0,0.00385466414366599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640830667403629,0,0.00890335069384072,0,0,0,0,0,0,0
X000625.SZ,0,0.0509316831582045,0,0,0,0,0,0,0,0,0.0601065873700226,0,0,0,0,0,0.00109783222970933,0,0.13610406242551,0.167687544496503,0,0,0,0,0.0126717328635321,0,0,0,0.0208848435192134,0,0,0,0,0,0,0,0.0972085311384891,0,0,0,0,0,0,0,0.252241222835654,0,0,0,0,0,0,-0.0137734819620632,0.0127922517223525,0,0,0,0,0,0
X002008.SZ,0,0,0.00428483534726237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148818659563847,0,0,0.0388206161510875,0,0,0,0,0,0,0.177473770806327,0.107775925638677,-0.124070215010155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616784757441114,0,0,0.140202629926163,0,0.0073232134045923,-0.0206398824532424,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0.439103186897084,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0544764494037799,0.00308647697726874,0.03537958897447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836652214820287,0,0,2.16840434497101e-19,0,-0.00815026548183814,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.120310916656953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258736885614686,0,0.0378286433617472,0,0,0,0,0,0,0,0.0161175266608673,0,0,0,0,0,0,0.571544618660174,0.185285229524803,0,0,0,0,0,-0.054795334820877,0,0,0,0.131489473838677,0,0
X000596.SZ,0,0,0,0,0.0508682010322583,0,0,0,0,0,0,0,0,0.0193542801431205,0,0,0,0,0,0,0.0425190662305666,0.412031511478702,0,0.0542230639404806,0,0,0,0,0,0,-0.00351285687442663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090346437251573,0,-0.0137831927691747,0,0,0,0,-0.0266985417241442,0,0
X600498.SH,0,0,0.0662090528360544,0,0,0.0160706029605913,0,0,0.433538843094794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156328445456293,0.0918182312965215,0,0,0,0,0.015663997296068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892690677296155,0,-0.0137376417931866,0,0,0,0,0,0,0
X002456.SZ,0,0,0.0521582504810996,0,0,0,0,0.116303075519588,0,0,0,0,0,0,0,0,0.230810625131761,0.0738241036296266,0,0.083231155031266,0.393870185726315,0,0,0.316918496641127,0,0,0,0,0,0,-0.0731125151775664,-0.0596068956759385,-0.025019057039169,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433960799930571,0,0,0,0,0.0172034620123539,0,0,0,0,0,0,0
X000050.SZ,0,0,0,0,0,0,0,0.303229472062959,0,0,0,0,0,0,0,0,0.0124443482044173,0,0,0,0.135493608260946,0,0,0,0,0,0,0,0,0,0.0507224860796866,0,0.0286183288755678,0,0,0,0,0,0,0,0.0430504804148052,0,0,0,0.0991746560607926,0,0.225320916000352,0,0,0,0,0.00549684018042417,0.0130584193171559,0,0,0,0,0,0
X600776.SH,0,0,0,0,0,0,0,0.313499749351834,0,0,0,-0.180640522287602,0,0,0,-0.355548954977145,0,0,0,0,0,-0.0468741375893928,0,0,0,0.170679991012804,-0.158023931305429,1.1377521440218,-0.625251782956294,0.375100642528856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.90866093283173,0,0,0,0,0,0,0,0,0,0,0.0525528857252541,0,0
X000661.SZ,0,0,0,0,0,0.0561441395055019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226250040791656,0,0.0470947557669549,0,0,0,0,0,0,0,0,0,0,0,0,0.20513805010279,0,0,0,0,0,0,0,0,0,0,0.141490488555968,0,0,0,0,0,0,-0.0106252273583673,0,0
