,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X600031.SH,X600066.SH,X000338.SZ,X002456.SZ,X002508.SZ,X000100.SZ,X601877.SH,X300124.SZ,X300136.SZ,X600089.SH,X300003.SZ,X600177.SH,X600522.SH,X600271.SH,X002294.SZ,X002008.SZ,X002007.SZ,X000157.SZ,X002085.SZ,X600118.SH,X600487.SH,X600566.SH,X600809.SH,X600867.SH,X600699.SH,X600372.SH,X000623.SZ,X000559.SZ,X000596.SZ,X300115.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0274420181377743,0,0,0,0,0,0,0.181309684666219,0,0.0866507912816875,0,0,0.0120629591137892,0,0,-0.043268182825434,0,0,0,0,0,0,0,0.0544651207529766,0,0,0,0,0,0.0239601549800506,0,0,0.105499595595827,0,0.0212154636689207,0,0.128590238286879,0,0,0,0,0,0.224243215654969,0,0,0,0.00669510225835992,-0.0164033471062978,0,0,0,0,0,0
X600104.SH,0,0,0,0.117880947572825,0,0,0,0,0,0,0,0.428757619652134,0,0.103013369630384,0,0,-0.0916504327696469,0,0,0,0,0,0,0,0,-0.0224643772023026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00774336090235983,-0.0154104943228739,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0144679565792362,0.0889391573005253,0.156935197270385,0,0,0,0,0,0.252740702319809,0,0.221162929236493,0.190106333880522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117404570599776,0,0,0,0,0,0,0,0,0.010667946554697,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0478043094374927,0,0.177043070202698,0.181897082292666,0.0809605678639868,0,0.0115656480970179,0,0,0,0,0,0,0,0,0.14755272014332,0,0,0.0052746266844381,0.0957899063049734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258472776100874,0,0,0,0,0,0,0,0.00118674460938746,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0329473663685418,0,0,0,0,0,0.599237765479127,0,0.0900884736771564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000890421719952173,0,0,0,0,0,0,0
X600276.SH,0,0.134354741371466,0.0496838109929436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0554668908907172,0,0,0,0,0,0,0,0,0,0,0,0,-0.162869308218619,0,0,0,-0.0950538793524929,0,0,0,0,0,0,0,0,0,-0.130252746655148,0.0831542002898591,0,-0.0351855836160218,0,0.00871955975373003,0.00987623982223793,0,0,0,0,0,0
X000725.SZ,0,0,0.0568768860560756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896479608036423,0,0,0,0,0,0,0.328390936524271,0,0,0,0.137334446567917,0,0,0,0,0,0,0,0,0,0.0818466628680921,0,0.0875335304267649,0,0,0,0,0,0,0,0.0315431945762947,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.225676612776091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171795371403947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561380053168804,0,0.0596418421768791,0,0,0,0,0,0.14755113901083,0,0,0,0.0205663451912305,-1.35525271560688e-20,0,0,0,0,0,0
X600690.SH,0,0.580241227471802,0,0.082253498174376,0,0,0,0.0510096313900589,0,0,0,0.00263984423969866,0,0,0.0686283771737331,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258238482747919,0,0,0,0,0,0,0,0,0,0.0450075989690937,0,0,0,0,0,0,0,0,0.0792412474583356,0,0,-0.00924032038628308,-0.00201588571990749,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.00879388294870597,0,-0.0137647382736496,0,0.235580268892862,0,0,0,0,0,0,0,0,0,0.0353823421800001,0,0,0,0.0779653753374703,0,0,0.0862312566375807,0,0,0.105160509212088,-0.136064815357012,0,0,0,-0.0530004465221224,0,0.00833589091899929,0,0,0,0,0.0799716669311683,0,0,-0.0096764804052065,0.129445136501336,0,0.0163532659712842,0.00235675361337367,-0.0105160305054853,0,0,0,0,0,0
