,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000625.SZ,X600031.SH,X600703.SH,X000100.SZ,X600271.SH,X600066.SH,X000157.SZ,X600118.SH,X002236.SZ,X000559.SZ,X600089.SH,X600741.SH,X600372.SH,X000338.SZ,X002241.SZ,X002475.SZ,X002292.SZ,X000016.SZ,X600177.SH,X600839.SH,X000066.SZ,X000568.SZ,X300124.SZ,X002465.SZ,X002294.SZ,X300003.SZ,X600312.SH,X000800.SZ,X600867.SH,X002074.SZ,X002129.SZ,X000869.SZ,X600525.SH,X000581.SZ,X600582.SH,X600498.SH,X000977.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.164083554433872,0,0,0,0,0.169561591971757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103307536130059,0,0,0,0,0.0541378648468576,0,0,0,0,0,0.014401023710849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.161555996563063,0,0.184733651092369,0.201879484740994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784387103950198,0,0,0,0,0,0,0,0,0,0.0702402567713201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117421058798419,0.0109655456591246,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.21109476480783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703768819008505,-0.0364603393139628,0,0,0,0.129452391628838,0.0232567570220659,0.0238150692353565,0,0,0,0,0,0,0,0,0,0,0,0,0.110103860009953,0,0,0,0,0,0,0,0,0,-0.0228823051036579,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0799880069100146,0.18263564066594,0,0,0,0,0,0.0594819977920189,0.0137792936143765,0,0,0,0.209205902566528,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.20393056259665,0,0,0,-0.00354793486468855,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0703397930648337,0,0,0,0,0,0,0.189062619707206,0,0,0,0,0,0.0409259809157399,0,0,0,0,0,0,0,0,0,0.0755095076150155,0,0.311937364933612,0,0,0,0,0,0,0,0,0,0.0421809386454989,0,0,0,0.0243042483166922,0,0,0,-0.00421847293424424,-0.00669675824037539,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.10998967524221,0.165921145324288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440721700198752,0,0,0,-0.0365073442663757,0,0.0414148450841148,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340555399893062,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.00772113511370385,0,0,0,0,0,0,0,0,0,0.0202367598223013,0,0,0,0,0.0421025811914548,0.0599745054396659,0.369343479180419,0.0353761339941958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960118572804873,0,0,0,0,0,0,0,0,0,0,0,0.00704234207972427,0,0,0,0,0,0,0
X002304.SZ,0,0.220365880623456,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.117597265586762,0,0,0,0,0,0,0,0,0,0.0953711609285774,0.197632465031956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0640632556426676,0,0,0,0.0787998101909925,0,0.0236209599958847,0.196508330096632,0,0.0270403304052172,0.213899862948415,0.0178637540487966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510644780101787,0,0,0,0,0,-0.0176278379121017,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.00775343135330751,0,0,0,0,0,0,0.103834078353051,0.072857360924856,0,0,0,0,0,0,0,0,0,0.238030030738274,0,0.0639385120643127,0,0,0,0,0,0,0,0,0.129454450327426,0,0,0,0,0.0450940582428593,0,0,0,0,0,0,0,0,0,0,0,0,0.0219006361622746,0,0,0,0,0,0
