,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X000625.SZ,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002241.SZ,X002236.SZ,X600066.SH,X000100.SZ,X000338.SZ,X002456.SZ,X002508.SZ,X601877.SH,X300124.SZ,X600271.SH,X002085.SZ,X600089.SH,X600177.SH,X600118.SH,X300136.SZ,X000157.SZ,X300003.SZ,X002007.SZ,X002008.SZ,X600522.SH,X600372.SH,X000981.SZ,X002294.SZ,X600867.SH,X600699.SH,X600487.SH,X600809.SH,X000066.SZ,X600566.SH,X002180.SZ,X002074.SZ,X300115.SZ,X000559.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0796389964978541,0,0.115572872294529,0,0,0,0.0786728720738021,0.167586045998441,0,0,-0.0805372313588359,0,0,0,0,0,0.0685399889332277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615532976144513,0.0886808144539767,0,0,0,0,0,0,0,-0.00412536978328611,0.000603319822258481,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,4.33680868994202e-19,0.0491026485639103,0.175237565572129,0,0,0.391918599031214,0,0.266215853112243,0,0,0,-0.0514036082021505,0,0,0,0,0.00163491069040647,0,0,0,-0.200273963240908,0.0300049202557562,0,0,-0.0711920264968263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167367498403141,-0.00767506738113563,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0363443802668246,0,0,0,0,0,0,0,0,0.278678348643786,0,0,0,0.0551231462453335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765385880848773,0,0,0,0,0,0,-0.136109534543402,0,0.0181680023169052,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0566647590912847,0,0.0173742211183828,0,0,0,0.0861380547493424,0.136819805667518,0,0,0,0,0.000903498808156374,0.0733382826628988,0,0,0,0.0185151396026869,0,0,0,0,0,0,0,0,0,0,0,0.0147014368728056,0,-0.0749074447833383,0,0,-0.0114205628002774,0,0,0.0306343855818335,-0.0160673747161491,0,0,0,0,0,0,0.0176569083513479,-0.00289792929276512,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0156385745032536,0,0,0,0,0.461266543248432,0,0.0755992321199241,0,0,0.0636225172025834,0,0,0.0580008533443526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00732556057146197,0,0,0,0,0,0,0,0,-0.0021619547095392,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943504601934555,-0.0464120800124591,0.11098003776229,0,0,0,0,0,0,0,0,0,0,0,0.000536730091765976,0,0,0,0,0,0,-0.0334175643616842,0,0,0,0,0,0,0.0185101785663627,0,0,0.189411950806157,0.155543712806895,0,0,0,0,-0.029646410009141,0.0372070069660666,0,0,0,0,0,0
X600276.SH,0,0,0,0.144032462077915,0,0,0,0.0071264246606055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154705237538459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497745061423546,0.0449500476029936,-0.0690442930944988,0,0,-0.0348753110934341,-0.0970793178324239,0,0,0.00404191664567889,0.0128548122369294,0,0,0,0,0,0
X002304.SZ,0,0,0,0.128711218779138,0.151226417156708,0,0,0,0,0,0,0,0.169804467719067,0,0,0.107679680849965,0,0,0,0,0,0.0529949320613723,0,0.0185752323920992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00983497001066246,0.17550787124362,0,0,0.218542168406626,0,-0.0730643187277049,0,0,0.00547972260745516,0.00800616660101993,0,0,0,0,0,0
X600690.SH,0,0.0811765372351942,0,0,0,0,0,0.181942775374333,0,0,0,0,0,0.0368854974301591,0,0,0,0,0,0,0,0,-0.0135655154925584,0,0,0,-0.0253717261392168,0,0,0,0,0,0,0,0.0251093417210166,0,0,0,0,0,0,0,0.1239677595952,-0.091410317568174,-0.0135953871409653,0,0.0261489651742769,0.0459094042580755,0,0,0.000138250080403448,-0.00835447204861794,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.0260548933931036,0.10164933326443,0,0,0,0,0,0,0,0.01723114332121,0,0,0,0,0,0,0,0,0,0,0.118176770364639,0,-0.187863039498386,0,0,0,0,0,0,0.0429069733255633,0,0,0,0,0,0,0,0.121384543400924,-0.0783968926270525,0,-0.0623949281527665,0,0,0.0314305317063816,0,0,0.00591408863931781,-0.0122008298564192,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879515723193907,0,0,0,0.0992983110417568,0,0,0.215614084032719,0,0,1.73472347597681e-18,0.0924630181353147,0,0,0.0175993403321627,0,0,-0.116476538609929,0.0680900503808766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457196709865736,0,0,0,-0.00402619631946687,0.0276342704560508,0,0,0,0,0,0
X600703.SH,0,0,0,0.00352171006599898,0,0.108043578895388,0,0,0,0,0,0,0,0,0,0,0,0.0739749111341867,0,0,-0.0517428300284599,0,0,0,0,0,0,0.0315936588486842,0,0,0,0.0455332549608806,0,0,0,0,0,0,0,0,0,0.159657966535428,0,0,0,0,0,0,0,0,0,0.0182509242236368,0,0,0,0,0,0
X000568.SZ,0,0,0.00842547369281837,0,0.613863149632482,0,0,0,0,0,0,0,0,0,0,0,0,0.0887705561711004,0,0,0,0,0.0652783536791977,0,0,0,0,0,0,0,0,0,0,0,0,0.0333581235345159,0,0,0,0,0,0,0.16453546469585,0,0,0,0,0,0,0,-0.00905554408678663,0.0121308779893139,0,0,0,0,0,0
X600741.SH,0,0.304819750824554,0,0.0999644085292646,0,0,0,0.064602918895655,0.0356263437576223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00173375262938555,0.0105136077421142,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877801496683801,0.129333027618662,0,0,0,0,0,0,0,0.0657427812614586,0,0,0,0,0.232372295564527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570348792479882,0,0,0.0274093294381819,0,0.00212272544487932,0.00194458182815512,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,-0.128016882080849,0,0,0,0,0,0,-0.0458458869850627,0.0446206367807451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493256998892777,0,0,-0.0685318665878624,0,0,0,0,0,0,0.108601937929831,0,0.140179252275837,0,0,0,0,0,0,0.0039822147175085,-0.0239201529481048,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,-0.0414806938857065,0,0,0,0,-0.0042038011876969,0,0.395017316489872,0,0,0,0,0,0,0.1307632292911,0.089582648399022,0,0,0,0,0,0,0,0.0572825006949991,0,0,0,0.0747784264115773,0,0,0,0,0,0,0,0,0,0,0,0,0.278428326925494,0,0,0.0143102399351132,0.0303388119486351,0,0,0,0,0,0
X002236.SZ,0,0,0.152687478610562,0.18397253996226,0,0,0,0,0,0,0,0,0.113536862996628,0,0.327998488645127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299540020374158,0,0.112835258378288,0,0,0,0,0,0,0.0251018864554072,-0.0118178103220423,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.153110112597715,0,0,0.171667005023627,0,0,0,0,0.137960124162942,0,0.157918889006866,0,-0.082701157816031,0,0,0,-0.0217810839687074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010458160158897,0,0,-0.00393933278475612,0.0175175294437889,0,0,0,0,0,0
