,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X600066.SH,X000338.SZ,X002236.SZ,X000100.SZ,X601877.SH,X600118.SH,X600271.SH,X002456.SZ,X300124.SZ,X000157.SZ,X600177.SH,X600372.SH,X002085.SZ,X600522.SH,X600089.SH,X002007.SZ,X002508.SZ,X000066.SZ,X300136.SZ,X000981.SZ,X300003.SZ,X600867.SH,X600699.SH,X002294.SZ,X002074.SZ,X000559.SZ,X002292.SZ,X002180.SZ,X600487.SH,X600498.SH,X000596.SZ,X002008.SZ,X600809.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0.102076768594962,0,0,0.0509302254805388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473023454967648,0,0,0.0985333754089869,0,0,0,0.172576957905587,0,-0.0140189498659715,0.00456071686246591,0,0,0,0,0,0
X600104.SH,0,0,-0.0437781946805373,-0.0114538773755484,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.473315133657231,0,0,0,0,0,0,0,0,0,0.00129245816092606,0,0,0,0,0,0,0,0,0.0185423537223051,-0.147039951201302,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0404753699815627,0,0,-0.010889781947543,0.00511127108677245,0,0,0,0,0,0
X002415.SZ,0,0,0,0.153268041622487,0,0,0,0,0,0,0,0.0858687468267255,0,0,0,0,0,0,0.147636880915591,0.0644197178438791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000656672521303515,0,0,0,0.0742502990197589,0,0,0.00270400743530842,0,0,0,0,0,0
X000651.SZ,0,0,0.044266856399919,0,0,0,0,0,0,0,0,0,0,0.0647593764836693,0,0,0,0,0.144442338716361,0,0,0,0,0,0.019671694773865,0,0,0,0,0,0,0,0,0,-0.0225870614955507,0,0,0.110983808120007,0,0,0,0,0.141759478491257,0,0,0,0,0,0,0.16605212362784,-0.0339830809646807,-0.00262052808795437,0.00356615420367404,0,0,0,0,0,0
X000858.SZ,0,0,0,0.086277598367971,0,0,0,0,0.12291005295219,0,0,0,0,0.340705688031185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154158701184004,-0.00131821497908991,0,0,0,0,0,0
X002304.SZ,0,0,0,0.194009673115749,0,0,0,0,0,0,1.73472347597681e-18,0,0.0230428524227182,0.117912236564381,0.237145253472008,0,-0.0230762684463375,0,0,0,0.119047762663755,0,0,0,0,0,0,0,0,0,-0.0399728581713664,0,0,0,0.0297699806646619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135641183505968,0,-0.00392759567393165,-0.00155360870073258,0,0,0,0,0,0
X600276.SH,0,-0.0651814919552006,0,0,0,0,0,0,0,0,0,0.189560341082972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00662824901321561,0,0,0,0,0,0,0,0,0,0.0222470035008116,0,0,0,0,0,-0.116326368393548,0.0213126715519854,-0.00158497578174818,0,0,0,0,0,0
X000725.SZ,0,0,0,0.251692129503137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071355176418612,0,0,0,-0.056185660423295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156852617594959,0.0355757741047657,0,0,0,0,0,0,0,-0.0157145667341226,0.00216279181411345,0,0,0,0,0,0
X000625.SZ,0,0.101761606768434,0,3.46944695195361e-18,0.130154764646954,2.16840434497101e-19,0,0.0326101527692243,0,0,0,0,0,0,0.239811762250516,0,0,0,0,0.177829301304465,0,0,0,0,0.00943554649602873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515570104225593,0.00934314485408871,-0.00186416289841031,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0423118120106541,0,0,0,0,0,0,0,0,0,0.016398815784454,0,0,0.157295732737586,0.0538835316452721,0,0,0,0.110255340217178,0.0343420022278897,0.00411784992565736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132093961821076,-0.0498105782114542,0.0184740476853964,-0.0097867441150753,0,0,0,0,0,0
X000063.SZ,0,0,0,0.366471962064284,0,0,0,0,0,0,0,0,-0.0171994116419684,0,0,0,0,0,0,0.0186664525377065,0,0,0,0,0,0,0,0,0,0,0,0,0.040100756010678,0,0,0,0.0352206303752351,0,0,0,0,0,0.0580953428502708,0,0,0,0,0,0,0,0,0,0.00457014334438826,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.2548523341901,0,0,0,0,0,0,0,0,0,0,0,-0.198828093854905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112606959465658,-0.0228405224459373,0,0.239983007732496,0,0,0,0.12351150645295,0,0,0,0.110779791432559,0,0,0,0,0.268878025109801,0.016976906351167,0.00318430905886812,0,0,0,0,0,0
X600031.SH,0,0,0,0.0338387749794945,0,0,0,0,0,0,0,0,0,0,0,0,-0.0901421801592165,0,0,0,0,0,0,0,0,0.196464188550231,0,0,0,0,0,0,0,0,0.0254675688919104,0,0,0,0,0,0,0,0,0,0,0.338368960119281,0,0,0,0,-0.108935218920047,0.00649203408006214,-0.00228383772116573,0,0,0,0,0,0
X000568.SZ,0.05326501052716,0,0,0.0956176809256633,0.557971973121949,0,0,0,0.0713627326574941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0732570271259791,0,0,0,0,0,0,0.108527012345216,0,0,0,0,0,0,0,0.138436935106416,0,4.33680868994202e-19,-0.00277639669519945,0,0,0,0,0,0
X600741.SH,0,0.434331981681022,0,0,0.129146038508837,0,0.0571794472977874,0,0.108966609144076,0,0,0,0,0,0,0,0,0,0.030221436513277,0,0,0,0,0,0,0,0,0,-0.128049702616217,0,0,0,0,0,0,0.0558237177689027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205611939294411,-0.00153856948415035,-0.00114158305036525,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.127623668274284,0,0,0,0,0,0,0,0,0,0,0,0.0625903771676286,0,0,0,0,0.0780898740459458,0,0,0,0,0,0,0,0,0,0,0.428782675304309,0,0,0,0,0,0,0,0,0,0.0857936450197471,0,0,0,0,0,-0.0107726462400854,0.0015812180260218,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0421168000881289,0,0,0,0,0,0,0.124976104176828,0,0,0,0,0,0.0361990454530957,0,0,0,0,0,0.130955468450385,0,0,0.042499381562749,0,0.0333167144895197,0,0,0.0837272820000541,0,0,0,0,0.0455223680144671,0,0,0,0,0,0,0.0117765183879648,0,-0.00197239575674076,0,0,0,0,0,0
X600066.SH,0,0,0,0,0.0505086727087747,0.120220703208607,0,0,0.201008414239382,0,0,0,0,0,0,0,0,0,0.0597733508652801,0.106109638364304,0,0,0,0,0,0,0,0,0,0,0.137735963908057,0,0,0,0,0.0261472860037691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184487931258459,-0.0479198565641487,0.0165736454250993,0,0,0,0,0,0
X000338.SZ,0,0,0.069536246193963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466966885796229,0,0,0,0.140331907796287,0,0,0,0,0,0,0,0,0.0761038913697977,0,0.207948990392173,0,0,0,0.414819951960899,0,0.0505225649510339,0,0,0,0,0,0,0,0,-0.00468629393042847,0,0,0,0,0,0
X002236.SZ,0,0,0.136058782944627,0,0,0,0,-0.02452222146262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0842226788384648,0,0.055312491317275,0,0.037310092154267,0,0,0,0,0.300870150646473,0,0,0,0,0,0.0918788471142649,0,0.00463934653237579,-0.00412912828415747,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.00171324403086019,0,0.155529959411358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130668650278757,0,0,0,0,0,0,0,0.0704198528566193,0,0,0,0,0,0,0,0,0.0481660904769829,-0.0107406316550273,0,0,0,0,0,0
X601877.SH,0,0,0,0.0959068863448629,0,0,0,0.102202382379748,0,0,0,0,0.152817611729254,0.0676060119896238,0.147888447056048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196761838263504,0,0,0,0.0582658000808443,0.0411449509086152,0,0,0.0189838006224189,0,0,0,0,0.0137926899739735,0.0154547470117543,0.00496642659183092,0,0,0,0,0,0
X600118.SH,0,0,0,0.038998778944107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466399734087937,0.0661977388068853,0,0,0,0,0,0,0,0,0.277846443464367,0,0.0870441180919695,0,0,0,0.0384213195247536,0,0,0.128012373127002,0,0,0,0,0.107766928016028,0,0,0,0,0,0,0,0,-0.00429297487332152,0.0027785927083718,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0.0156148362432898,0,0.0750992294785303,0,0,0,0,0,0,0.0965354798482345,0,0,0,0,0,0,0.0595054094689411,0.0399375148673071,0,0,0,0,0.0107872693722789,0,0,0,0,0,0,0,0,0,0,0,0.109999821697766,0,0,0,-0.144521342768891,0,0,-0.0751125897742324,-0.0264045557779836,0.0158804803729775,0,0,0,0,0,0
X002456.SZ,0,0,0,0.299204188823919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0564109853908789,0.435672219980397,0,0,0,0,0,0.0848417047522144,0,0.0502975465458303,0,0.0608943503716109,0,0,0,0,0.188117258195731,0.0396875730942624,-0.0057815238081682,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0463611884120539,0,0,0,0,0,0.00774692178216623,0,0,0,0,0,0,0,0,0,0.0715007552321201,0,0,0.158348722034123,0,0,0,0.0788122750444018,0,0,0,0,0,0,0.233849775846432,0,-0.0452838151167781,0.147243940414977,0,0,0,0,0,-0.0205514790171766,0.00583146066546761,0,0,0,0,0,0
X000157.SZ,0,0,0,0.0403560620848858,0,0,0,0,0,0,0,0,0.0531815608460977,0,0,0,0,0,0.103820731266372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16671565151494,0,0,0,0,0,0.0645353573922142,0,0,0,0.0534870229141802,0,0.00186860545754648,0,0,-0.00266391202930664,0,0,0,0,0,0
X600177.SH,0,0.0172837141043792,0,0,0.0150212805685956,0.0662605977447229,0,0,0,0,0,0,0,0,0,0,0,0,0.089444828354715,0,0,0.0231121930969985,0,0,0,0.012765684538338,0,0,0,0,0,0,0.00476949282483277,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0158517253670858,0,0,0,0,0,-0.00981169988305357,0.00572177587682109,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503223670716347,0,-0.0251303408641963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091182584990423,0,0,0,0,0,0,0,0.0979599638633073,0,0.0138863229149851,0,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0454589311436234,0,0,0,0,0,0,0,0,0,0,0,0,0.0495606206905225,0,0,0,0,0,0,0,0,0,0,0.0240442275110721,0,0,0,0,0,0,0,0.0924874468756034,0,0,0.213449998901207,0,0,0,0,-0.0183303962595735,0.00681157554114161,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807841853662965,0,0,0,0,0,0,0,0,0,0,0.101651064071101,0,0,0,0,0,0,0,0.239892667385449,0,0.176031015406901,0,0,0,0,0,-0.000646422884866072,-0.000919575206316729,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0114441993520655,0.0179200479265555,0,0,0,0,0.0048854741413039,0,0,0,0.198708708854899,0,0,0.0507598595460899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173929827128334,0,0,0,0,0,0.0432119295614866,0,0,-0.00340626013049464,0,0,0,0,0,0
X002007.SZ,0,0,0,0.079816439187296,0,0,0,0.0189303816424191,0,0,0.0293751417183675,0,0,0,0,0,0,0,0.028647897971704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220942446627854,0,0,0,0,0,0,0,1.73472347597681e-18,0.186189735169244,0,0,0,0,0.0428994198728561,0,0,0.0182981613140191,-0.00359352837816201,0,0,0,0,0,0
X002508.SZ,0,0.0490210509110268,0,0,0,0,0,0.0164382104871659,0,0,0.148748315859358,0,0,0,0.104555330677158,0,0.25934333792909,0,0.0739531116231275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098706311899932,0.00268201203724385,0,0,0,-0.0591696531349824,0,0,0,0,0,0,0,0,0,0,-0.131915135052584,0.0147347053636599,-0.00572078878065901,0,0,0,0,0,0
X000066.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.516674605968664,0,0,0,0.308152250080986,0,0,0,0,0,0.244207740144253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273326560095861,0,0,0.0933213274597615,0,0,0.303584733844493,0,-0.0404172808947253,0.00032591851701882,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217887546282057,0,0,0.313424059477567,0,0,0,0,0,0.546992878784865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100588173273516,0,0.0365037807259573,0.00453742857069231,0,0,0,0,0,0
X000981.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112350835819916,0,0,0,0.0146607574956706,0,0.00205197542802743,0,0,0,0,0,0,0,0.00160454749847663,0.021698617884284,0,0,0,0,0,0
X300003.SZ,0,0,0,0.11990510688361,0.0656094174900477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366691723376381,0,0.000973630133865991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889858452709345,0,0,0,0,0,0.321878359600575,0.183215480511822,0,0,0,0.161188612904549,0,0,0,-0.0120005966702104,0.00497876292638221,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,0,0.0989684362092041,0,0,0,0,0,0,0,0.0616501681716778,0,0,0,0,0.0237785359857653,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0207215224922526,0,0,0,0,0,0.0918595056189717,0.143182541235935,0,0.0644338394184603,8.67361737988404e-19,0,0,0,0,0,0,0.00196747557621984,0,0,0,0,0,0
X600699.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235351429725217,0,0,0.273921460788068,0,0,0,0.00898342949654024,0.00888047983074958,0.0140658434470202,0,0,0,0.0413614383791069,0,0.140666097660497,0,0.0341187158426484,-0.00907165562747412,0.00819491486620626,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00887574253121312,0,0,0,0,0,0,0,0,0,0.0830125007654621,0,0,0.0462732971813975,0,0,0,0,0,0,0,0.0205544144942137,0.0303724061653367,0,0,0,0,0,0,0,0,0.0417679617230673,0,0.052023493652385,0,0,0,0,0,0,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0236424836124748,0,0,0.114027016712157,0.293982780042932,0,0,0,0,0,0.00456913194047138,0,0,-0.00306062585625212,0,0,0,0,0,0
X000559.SZ,0,0,0,0.0657041214797163,0,0,0,0,0,0,0.149516321400802,0,0,0,0,0,0,0,0.111009648893217,0,0,0,0,0,0.0267797753095963,0,0.0237731628922287,0,0,0,0,0,0,0,0,0,0,0,0,0.070573890730441,0,0.0715027855675705,0,0.313869802197061,0,0,0,0,0,0,0,0,0.00537815389264958,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0.0435048919169608,-0.0608828209410411,0.140274948262518,0.105482682600983,0,-0.169125227520464,0,0,0,0,0,0,0,0.173499464701424,0.0565091805577873,0,0,0,0,0,0,0,0,0,0,0.217337269464895,0,0,0.0567958304082898,0.0759936589624756,-0.0279099798109512,0,0.00012445327741979,0,0,0,0,0.620869286108779,0,0,0,0,0,0,4.33680868994202e-19,0.161404608782266,-0.0195285265104489,0.00766439222800053,0,0,0,0,0,0
