,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X300003.SZ,X600809.SH,X000100.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X600487.SH,X000596.SZ,X000661.SZ,X600498.SH,X002456.SZ,X002007.SZ,X600776.SH,X000050.SZ,X002179.SZ,X000157.SZ,X300142.SZ,X600066.SH,X300146.SZ,X600177.SH,X600522.SH,X600867.SH,X600089.SH,X300136.SZ,X600372.SH,X002241.SZ,X600566.SH,X000977.SZ,X002129.SZ,X002180.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,3.46944695195361e-18,0.163316279992229,0,0.00787267172578171,0,0,0,0,0,0,0,0.0186462302947703,0,0,0,0,0.0321571144725823,0.030452788696289,0,0,0,0,0,0,0,0,0.0461982530724262,0,0,0,0,0,0,0,0,0.0264209457203802,0,0,0,0,0.022960336572458,0,0,0,0,0.0804053037846969,0,0,0,-0.00351157472563704,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0654122149522294,0,0,-8.67361737988404e-19,0,0,0.130608765373977,0,0,0.126778130226546,0,0.269956862663406,0,0,0.0216734310122704,0.101755508531432,0,0.01129614738713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00567101045743523,0,0.0167103982415551,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.166941650270928,0,0,0,0,0.0393437157881413,0,0.0189700216053657,0,0,0.0846459506315667,0,0.377305879098271,0,0,0,0,0,0,0,0,0,0,0.0197665488806886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275638895905978,0.0674938909279446,0,0,0,0.0387236520446086,0,0
X000858.SZ,0,0,0,0,0,0.0260292307370462,0.0987987753489832,0,0,0,0,0,0,0.33494641262555,0,0.00323942246839661,0,0,0.094657618971985,0,0.0601249488495271,0,0,0,0,0,0.0330127303200876,0,0,0,0,0,0.0169597279615751,0,0,0,0,0,0,0,0,0,0.00448306728914461,0,0,0,0,0,0,0,0,-0.0120234824929065,0,0,0,0,0,0,0
X000651.SZ,0,0.171814130245936,0,0.149773911289182,0,0,0,0,0,0.173122015535752,0,0,0,0,0,0.014590917777986,0,0,0,0,0,0,3.46944695195361e-18,0,0.000561941002417816,0,0,0,0,0,0,0.0269295372902297,0,0,0,0,0,0.014937297047311,0,0,0,0,0,0,0,0,0,0.103506891777714,0,0,0,0.00260086761272325,0.00410766624348158,0,0,0,0.0315560439236124,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373526118681521,0.351519526942695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197187110768155,0,0,0.0131091959621672,0,0,0,0,0,0,0,0,0,0,0.00348704918576777,0.0496747807433427,0,0,0,0.020005355656299,0,0
X002304.SZ,0,0.00705256308596641,0,0,0,0,0,0,0,0.109957074682563,0,0,0,0.386135761437401,0,-0.0542262041580204,0,0,0,0.0809436467711826,0,0,0.160917543198975,0,0,0,0.0433842939371055,0,0,0,0,0,0,0,0,0,0,0.197454320901998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156388250297151,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.103309936216495,0,0,0.0330095164809612,0,0,0,0,0,0,0,0.429743784179746,0,0,0,0,0,0,0,0,0,0.0107250136243219,0.243494213295981,0,0,0,0,0,0,0,0,0,0,0,0,0.0789856015842863,0,0,0.00846395893941131,0,0,0,0.00382925241679705,0,0,0,-0.0300792407492531,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624736907643548,0,0,0,0,0,0,0,0.0376057765596492,0,0,0.271985753535601,0,0,0,0,0,0,0,0,0,0,0,0.00708186393154788,0,0.12266676738921,0,0,0,0.00703493917949213,0,0,0,0,0.00328702622168746,0,0,0,0,0.114217671150789,0,0
X600690.SH,0,0.165961838948108,0,0,0.361479381022981,0,0,0,0,0,0,0,0,0,0.0474813487047874,0,0,0,0.0679420598533472,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0488645186708322,0,0,0,0.0314542354929387,0,0,0,0,0,0.0531603665607027,0,0,0.00896296066244769,0.0289743865696926,0,0,0,0,0.00464599141334436,-0.0246181550860376,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0996000379212536,0,0,0,0,0.296697513925148,0,0,0,0,0,0,0,0,0.0231627154489482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202644211616594,0,0.103532405435803,0,0,0,-0.0050369982809721,0.0323711824441446,0,0,0,-0.00549726619081618,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645481205302787,0,0.0256466091486345,0,0,0,0.160566815642952,0,0.214084655405012,0,0,0,0,0.221236171739688,0,0,0,0,0,0,0,0,0.0197112528500925,0,0,0,0,0,0,0
X000338.SZ,0,0.0814207977236091,0,0,0,0,0.12216233046535,0,0,0.00433506039988259,0.0699059559213305,0,0,0,0.000652647163612814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108391282654496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00959638325543303,0,0,0,-0.00675113502228924,0.0156618842583388,0,0,0,0,0,0
X000568.SZ,0,0,0,0.313079494999602,0,0,0,0,0,0,0,0,0,0,0,0,0.083330854801337,0,0,0,0.224309912827708,0,0,0,0,0,0,0,0,0,0,0.0316913023171575,0,0,0,0,0,0.0431195501672724,0,0,0.0555377215255875,0,0.0155517211343206,0,0,0,0,0,0,0,0,0.0102698358134938,0.00669423918904827,0,0,0,-0.0147749510702087,0,0
X600741.SH,0,0.245378698193174,0,0,0,0,0,0,0,0.0601986609108512,0,0,0,0,0,0,0.00811516624315217,0,0,0,0,0,0,0.170663887040265,0,0,0,-0.0410388789101105,0,0.0619597902890548,0,-0.0349344800393736,0,0,0,0,0,0,0,0,0.113519741857376,0,0,0,0,0,0,0,0,0,0,0,0.0407200925143527,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161100951063056,0,0,0,0,0,0,0,0,0.319018728840361,0,0.0303497273193951,0.0186495479299669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247965437641434,0,0,0,0,0.0421370224746601,0.199460809287071,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.0383446813914367,0,0,0,0,0.294330121575846,0,0,0,0,0,0,0,0.0921243949737898,0,0,0,0,0,0,0.0654479614320476,0,0,-0.0261212185942547,0.0154532833355449,0,0,0,0,0,0,0,0.0933295711938645,0,0,0,0,0.0257320124675993,0,0,0,0,0,-0.00383531323411535,-0.023052419185073,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114640117516632,0,0,0,0,0,0,0.0275342682794102,0,0,0,0,0.154378382643388,0,0,0,0,0.0514784778073828,0,0,0,0,0,0,0,0,0.397433885109659,0,0.039667607720895,0,0,-0.0454187814431945,-0.00519497160209779,0,0,0,0.0820361160152327,0,0
X002236.SZ,0,0,0.266517165347222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416254741201521,0,0.10308588995944,0.0126202854819661,0,0,0,0,0,0,0,0,0,0.173767805775892,0,0,0.110163391848675,0,0,0,0,0,0,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.0691911269220406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950559647534647,0,0,0,0,0,0,0,0,0.152076642557888,-1.73472347597681e-18,0.0453871011672029,0,0,0,0,0,0.0456444590175259,0,0,0.0680874488658798,0,0,0.153532067463426,0,0.738579104860232,0,0,0,0,0,0,-0.050603130005859,0,0,0,0.161016383032555,0,0
X600809.SH,0,0,0,0.441744601733313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392420018787621,0,0,0,0,-0.0587099527294664,0.0555743939155936,0,0,0,0,0,0,0,0.0341618367767457,0,0.0430993818164618,0,0,0,0,0,0,0,0,0.00272196488412387,0.026381889229138,0,0,0,-0.0108421592691155,0,0
X000100.SZ,0,0,0,0,0,-0.137882487959234,0,0.0309302620959406,0,0,0,0,0,0,0,0.0386963307601281,0,0,0,0.247819750024908,0,0,0,0,0.303658787079877,0,0,0,0,0.0411866648022493,0,-0.0179271732686573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303757528751909,0,0,0,-0.282845519820062,-0.0132288639367478,-0.0360157201303552,0,0,0,-0.0882738683647827,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02751924532804,0,0,0.134084086317421,0,0,0,0,0,0,0.188978057500961,0,0.0411290172272399,0,0,0,0,0.0066868467389024,0.0360272068082223,0,0,0,0,0,0,0,0.0538483968497106,0,0,0,0,0,0,-0.0348383777963167,0.00292209430290513,0,0,-0.0284544835396886,0.0683365128996049,0,0,0,0.103113311492672,0,0
X002008.SZ,0,0,0,0,0,0,0,0.0857805921735433,0,0,0,0,0,0,0.278772275115213,0,0,0,0,0,0,0,0,0,0,0,0,0.220676224822929,0,0.246530579966042,0,-0.0408574454838377,0,0.222634333210961,0,0,0.030382149470847,0,0,0,0,0,0.105178852655399,0,0,0.0449151826446712,0,0,0,0,0,0.0159687075573544,-0.0285351645830271,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0825898433716294,0,0,0.173427542785866,0.026163037447992,0,1.73472347597681e-18,0.0770410463418764,0,0,0.163951843350436,0,0,0,0,0,0,0,0,0,-0.0178141995721475,0,0,0,0,0,0.0207663006524797,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.206607564014484,0,0,-0.00605931867609659,0.0125805253793096,0,0,0,-0.0127279462667051,0,0
X600487.SH,0,0,0,0,0,0,0,0,0.404619363603605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069043684460424,0,0,0,0,0.108524538464633,0,0,0.0356556491632271,1.73472347597681e-18,0,0,0,0,0,0,0.0196544548470928,0.0287119647190623,0,0.000597462611606717,0,0,0,0,0,0,0,0,-0.0027204876979495,0,0,0,0,0,0,0
