,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000063.SZ,X000725.SZ,X000625.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X000100.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X000157.SZ,X000661.SZ,X600584.SH,X000977.SZ,X600522.SH,X601877.SH,X601799.SH,X002074.SZ,X002463.SZ,X000800.SZ,X002007.SZ,X600702.SH,X600183.SH,X300142.SZ,X000066.SZ,X002180.SZ,X002028.SZ,X300003.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0143069260323815,0.0535690057955474,0.278428360439689,-0.0083257318011557,0,0,0.0389321229432153,0,0.0559338128883316,0.06601097293585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668330125302329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476716543646524,-0.00160528899134128,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.30840975768122,0,0,0,0,0,0.073938598886343,0,0,0,0,0,0.135980257848623,0,0,0,0,0,0,0,0,0,0,-0.00819310807918772,0,0,0,0,0,0,0,0.0321075975585713,0,0,0,0,0,0,0,0.0328546335213275,0,0,0,0,0.140616514919958,0.0587557336514223,0,0,0,-0.00144405314541199,0,0,0,0,0,0
X002415.SZ,0,0,0,0,-0.0212936832790344,0,0,0,0,0,0,0,0,0,0,0.00433513733177049,0,0.0963811008718185,0,0,0.130480250075563,0,0,0,0,0,0.157072970866854,0,0,0.074030973836949,0,0,0,0,0.0242621331017227,0,0,0,0,0,0,0,0.146048288214007,0,0,0,0,0,0,0,0,-0.00911611697510648,0,0,0,0,0,0,0
X000568.SZ,0.125724120614633,0,0,0,0.0191427970671856,0,0,0,0,0,0,0,0,0,0,0,0.285924073398262,0.0371667540225808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152228356930703,0,0.0205110718957174,0,0,0,0,0,0,0.0221589223340017,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389600961606463,0,0,0,-0.0539276415594762,0,0,0,0,0,0,0,0,-0.162572820973904,0,-0.061936229789751,0,0,0,0.420706981572941,0.00340537417267542,0,0,0,0,0,0,0,0,0,0,0.170457608871549,0,0,0,0.023971227051803,0,0,-0.0170522281539444,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.443255927064651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124562140277298,0,0,0.064355665632187,0,0,0,0,-0.0431776259023122,0,0,0,0,0,0,0,0.186637188637118,0,0,0,-0.0954669812726471,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511181600404758,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0508645804503306,0,0,0.207577402057889,0,0,0,0,0.0275349328458214,0,0,0,0,0.187265518376387,0,0,0,0,0.194800381381472,0.056202953580182,0.0364962576146727,0,0.0180995644378675,0,0,-0.078535798737093,0.0970373755399295,0,0,0,0,0,0
X600690.SH,0,0.189956046901702,0.0207409602728464,0,0,0,0.0370970554209896,0,0.0263585179221181,0,0,0,0,0,0,0,0,0,0,0.0513925185770479,0,0,0,0,0,0,0.00991657339150472,0,0.100282045440358,0,0,0.0257985520920232,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0.0237335611056544,0.0493156428441425,-2.16840434497101e-19,0,0,0,0,0,0,-0.0105907665055255,0.0341127358640664,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.245252160420856,0,0,0,0,0,0,0,0,0,0,0,0.256077690347243,3.46944695195361e-18,0,0.0240768200855753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759149380737554,0,0,0,0,0.124281800770701,0,0,0,0.0511395876849433,0,0,0.0510643748062443,-0.0910798558673633,0,0,0,0,0,0
X002304.SZ,0,0.389499159647412,0,0.212277223409804,0,0.020842704476926,0,0,0,0,0,0,0,0.0247698808682176,0,0.0296615196741599,0,0,0.110864881272682,0,0.0100484305117236,0,0,0,0,0,0,0,0,0,0,0,0,-0.061044304213559,0,0,0,0,0,0,0,0,0,0,0.0471063492744163,0,0,0,-0.110641863222956,0,0,0,-0.000935997277555277,-0.0539016029716671,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0402683650968121,0,0,0,0,0,0.165508568778547,0,0,0.00177793640609122,0.114502955284221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153624742034694,0,0,0,-4.33680868994202e-19,0,0.0107909453615219,-0.0136143336681056,0,0,0,0,0,-0.00184946945247956,0,0,0,0,0,0,0
