,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X000651.SZ,X600690.SH,X002475.SZ,X300124.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000063.SZ,X003816.SZ,X002129.SZ,X000596.SZ,X600031.SH,X300014.SZ,X000625.SZ,X600703.SH,X000338.SZ,X002049.SZ,X002179.SZ,X600089.SH,X002236.SZ,X002241.SZ,X000100.SZ,X000661.SZ,X600584.SH,X600702.SH,X002180.SZ,X000977.SZ,X601877.SH,X300142.SZ,X000157.SZ,X600522.SH,X600460.SH,X600741.SH,X002074.SZ,X000733.SZ,X300003.SZ,X002007.SZ,X600183.SH,X002463.SZ,X002294.SZ,X000066.SZ,X000800.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0772426399557251,0,0.101337884762456,0,0.0605464017193116,0,0,0,0,0,0.0323086405045803,0,0,0,0,0.00846894474557127,0.0480827632812438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836382832486937,0,0,0,0,0,0,0,0,0,0,0,0,0.0268717828919007,0,0,-0.0345915368182753,0,0,0,-0.0124861171020256,0.0179881127287168,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0717798785492675,0,0.0142968339588013,0.26311406764425,0,0,0,0,0,0,0,0,0,0,0.0909005146049421,0.050211332477903,0,0,0,0,0,0,0,0.0504227070360678,-0.0471957075939437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284648934292432,0,0,0,0,0,0,0
X002415.SZ,0,0.0777056163294544,0,0,0.0605767733048598,0,0,0,0,0.0109649391581379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194563531297448,0,0,0,-0.0207117137852505,0,0,0.0792713869445245,0,0,0,-0.105835659863808,0,0,0,0,0,0,0,0,0,0,0,0,0.0471978811879514,0,0,0,0,0,0,0,0
X000568.SZ,0,0.423108179144535,0.0405504600315861,0,0,0,0.144650274061597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649935058989496,0,0,0,0,0,0,0,0,0,0,-0.0612868597096483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0773544715577905,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.000423691200474838,0,0.0221980212489103,0,0,0,0,0,0,0,0,0,0.154795362011637,0.0473877329946288,0,0,0,0,0,0,0,0,0.120671904040978,0,0,0,0,0.0574925033127238,0,0,0,0,0,0.182754563541716,0,0,0,0.0889497574496973,0.00960526664489969,0,0,0,-0.0256903329891364,0,0,0,0,0,0,0
X600809.SH,0,0.156870740481607,0,0,0,0,0.1556663158051,0,0,0,0,-0.0104760633240512,0,0,0,0,0,0.0693816819087799,0,0,0,0.0525559883689496,0,0,-0.199938177142544,0,0.0453882197450741,0,0,0.0673045510536,0,0,0.146699683254234,-0.027911112968834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00817448115887956,0,0,0,4.33680868994202e-19,-0.037685568864533,0,0,0,0,0,0
X002304.SZ,0,0.37067697010353,0,0.361221509969458,0.0911142730633,0,0,0,0.0173020969904778,0,0,0,0,0,-0.0566820404196162,0,-0.00773362902980422,0,0,0,-0.00745680582827892,0,0,0,0,0,-0.0809106943934027,0,0,0.036534942874021,0.0889233442280373,0,-0.0592267469159182,0.0444479159585884,0,0,0,0,0,0,0,0,0,0,0,0,-0.0668864968372094,0,0,0,0,-0.0164301426670317,0,0,0,0,0,0,0
X000651.SZ,0,0.000830733532024941,0,0,0,0,0,0,0.177487095296538,0,0,0,0,0,0.00815426466096365,0,0,0,0,0,0.129161077841702,0.0394405225745308,0,0.0204619029443422,0,0,0.0103523139249941,0,0,0,0,0,0,0.0284783216397021,0,0,0,0,0.0243056155035541,0,0,0,0,0,0,0,0,0,0.0775575669130726,0,0,0.0167774527397528,-0.0340644055608963,0,0,0,0,0,0
X600690.SH,0,0,0,0.0567546179656588,0.0470397566606797,0.0110848765474192,0,0.197443227308156,0,0,0.12998182165103,0,0,0,0,0,-0.0093811327131425,0,0.128786737717598,0,0,0,0,0,0,0,-0.150084397270353,0,0,0,0,0.0334323988600243,0,0.0103973544266332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249723851876809,0.00861779687178348,0.0088016551266615,0,0,0,0,0,0
X002475.SZ,0,0,0.0251884395304135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13241828590417,0,0,0,0.00329376071651021,0,0,0.0871115911957762,0.145175803746585,0,0,0,0,0,0,0,0,0,0,0.0821045971770649,0,0,0,0,0,0,0.188054385037539,-0.0707153687434634,0,0,0,0,0.0325230062802357,0.0221871432310171,0,0,0,0,0,0
