,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X002371.SZ,X300124.SZ,X000725.SZ,X002304.SZ,X000338.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002463.SZ,X002241.SZ,X600372.SH,X000921.SZ,X002028.SZ,X002236.SZ,X600066.SH,X000977.SZ,X600522.SH,X600741.SH,X002049.SZ,X600183.SH,X600584.SH,X601877.SH,X002129.SZ,X000661.SZ,X000800.SZ,X002223.SZ,X002180.SZ,X600487.SH,X600177.SH,X002074.SZ,X600060.SH,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.307183333663085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372274964082267,0,0,0,0,0,0,0,0,0,0,0,0.00231586773058542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358336519378686,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.422148281295743,0,0,0,0,0,0,0,0.0500675716224232,0,0,0,0.0439469546719702,0,0,0,0,0,0,0,0.0345191391804474,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0101504832006067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.144142271864177,0,0.0552247013048931,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724923429893645,0,0,0,0,0,0,0,0,0.0983183686519174,0,0,0,0,0,0,0.0584200431821428,0,0,0,0.0778420507779082,0,0.040372606344179,0,0,0,0,0.0337180012559313,0,0.0135149643054132,-0.0167480510273733,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.258684916238058,0,0,0,0,0,0.0567029953135787,0,0,0,0,0,0.098593613809525,0,0,0.0432100366573637,0,0,-0.112716754118129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627313905421738,0,0,0,0,0,0,-0.00777883114877077,0.029744263088427,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.112218295129757,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0274059161495268,0,0,0.299878974742579,0,-1.73472347597681e-18,-0.0276816360719986,0,0,0,0,0,0.0186740309866909,0,0,0,0,0,-0.0624414379677063,0,0,0,0,0,0,0,0,-0.0331099337163683,0,0,0.140729881914098,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.017639663647181,0,0,0,0,0,0,0,0,0,0,0,0.107547102023949,0.113938956152345,0,0,0,0,0,0,0,0,0.00011090826007757,0,0.0764383547454821,0,0,0,0,0,0.177716909513717,0,0,0,0,0,0,0,0,0,-0.0485554851308894,0,0,0.0499408293288976,0,-0.075317524002593,0,0,0,0,0
X000568.SZ,0,0.970598130630066,0,0,0.01154534973512,0,0,0,-0.0390325926081117,0,0,0,0,0,0,0,0,0,0.145359026646947,0,0,0,0,0,0,0,-0.0667570032399886,0,0,0,0,0,0,0,0,0,0,-0.0244027813982618,0,0,0,0,0,0,0,-0.125325715476355,0,0.0840956215522529,0,-0.0319768740361013,0,-0.0228010357635515,-0.00535043965980557,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.122283718336249,0,0.074142181809778,0,0,0,0,0,0.118856307245037,0,0,0,0,-0.15210700223121,0,0,0.0208933125185104,0,0.0204768324246328,0,0.0449257493620812,0,0,0,0,0.242850189830139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117609931640957,0,0,0,-0.0161606302287534,0.0400013791748892,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197018208833672,0.28968562671934,0,-0.0277229089613782,0,0.0762642588167445,0,0,0,0,0.0469999079501079,0.0681202281230141,0,0,0,0,0,0,0,0,0,0,0,0.0630715527286397,0,0.0522777810045251,0.00492697072425193,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.006828166354058,-0.096270819106582,0,0,0,0,0,0,0,-0.211913568410073,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00785463423373339,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865656972898378,0,0,0.0507162717181959,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104013013241302,0,0,0,-0.015490422577368,0,0,0.0168278593074953,0,0,0,0,0,0,0,0,0.0556630361673323,0,-0.0748705733255124,0.0150970783969988,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.000304401931283095,0,0,0,0,0,0,0,0,0,0,0,-0.0751126083947364,0,0,0,0,0,0,0,0.252029766506956,0.0491736968997716,0,0,0,0,0,0,0,0,0,0.0991651508542395,0,0.136227938108854,0,0.007058919182203,0,0,0,0,0,0,-0.133367491811934,0,0.0246193414361933,0,0,0.0436605825294428,0,0,0,-8.67361737988404e-19,0,0
X300124.SZ,0,0,0,0,0,0,0.009299391325923,0.0860887836569662,0,0,0,0,0,0,0,0,0,0,0.0741122424525121,0,0,-0.00561083192210773,0.086638285310639,0,0,0,0,0,0,0,0,0,0.0101688237082587,0.0540342991323661,0,0,0.0141131171914766,0.0630138929752244,0.166666087783708,0,0,0,0,0,0,0,0,0,0,0,0,0.109439242829387,0.0488964616765995,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110650940006271,0,0,0,0,0,0,0.0804544551927826,0,0,0,0,0,0.00250802131723131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128725793680904,0,0,0,0,0.00650405039310209,0,0,0,0.0559310626420382,0,0
X002304.SZ,0,0.285304523665174,0,0,0,0,0.0134698206262404,0,0.0411288721705685,-0.0271237192357544,0,0,0,0,0,0,-0.0878449890094805,-0.0552873181502143,0.138804510772598,0,0,0.0510013513586991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349266365763228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00926857103603211,-0.238361610825025,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418369308384755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277765681242285,0,0,0,0,0,0,0,0,0,0,0,-0.0679353891934939,0.0331319639407045,0,0,0,0,0,-0.0325587683215242,0,-0.104007773665794,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00953309056888687,0.0424850859365065,0,0.0373440430348967,0.0562204966375025,0,0.115604833620939,0.365917122965367,0,0,0.0599581039351158,-0.0576713628926295,0,0.206274173122494,0,0,-0.0150361146065457,0,0,0,0,0,0,0.0671292266736576,0,0,0,0,0,0,0,0,0,0,-0.053702518714098,0,0.133489113461676,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794070819373801,0,0,0,0,0,0,0.0718370924034455,0,0,0,0.114500299030775,0,0,0,0,0,0,0,0.0989742985462823,0,0,0,0,0,0,0.132382934751852,0,0.441894311861519,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0.502117927388435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501440177439699,0,0,0,0,0,0,0.0373741768484913,0,0,0,-0.0154145590204328,0,0,0,0,0,0.0845606073951712,0,0,0,0,0,-0.10399102305476,0,0,0.0971699961112879,0,0,0,0,0.0259547260126506,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772824609843029,0,0,0,0,0.0633948410167502,0,0,0,0.100834344773166,0,0,0,0.0934001642441839,0,0,0.216101407506043,0,0,0,0.133464003835992,0,0,0,0,0,0,0,0,0,0,0.00758823217251081,-0.0135243863401669,-0.0762742783844618,0,0,0,0,0
X000100.SZ,0,0,0,0,0.0155920590670858,0.019653549893046,0,0,0,0,0,0,0,0.787278657296178,0,0,0.0404680908432762,0,0,0.0994623158974968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279932188950016,-0.153660886907304,0.0683271683672182,0.0352787850216195,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.0757313398702473,0,0,0,0,0,0,0,0,0,0.15022780771423,0,0,0,0,0,0,0,-0.00857005917353988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253359732216909,0,0,0,0,0,0,0.279567112826279,0,0,0,0,0.0116904656933895,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0.0249910534703771,0.0655943263357349,0,0.00775750613078262,0,0,0.0930382928485391,0,0,0.161017197259531,0.197188948026588,0,0,0,0,0,0,0,0,0,0,0.150206177330954,0,0,0,0,0,0.13884220664991,0,0,0,0,0.00903841099721479,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223798907020975,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609190157518985,0,0,0,0,0,0.111212651039976,0.00424616361707114,0,0,0,0,0,0,0,0,0,0,0,0.099391596002241,0,0,0,0.0369362783967877,0,0,0,0,0.101976550111083,0,0,-0.0243006565226011,0,0,0,0,0,0
