,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600690.SH,X600703.SH,X600741.SH,X000100.SZ,X600031.SH,X600066.SH,X600118.SH,X002506.SZ,X002236.SZ,X002241.SZ,X000559.SZ,X002475.SZ,X000157.SZ,X600372.SH,X000568.SZ,X600177.SH,X002085.SZ,X300003.SZ,X000338.SZ,X002074.SZ,X300124.SZ,X002294.SZ,X600089.SH,X002465.SZ,X600867.SH,X002456.SZ,X601877.SH,X000050.SZ,X002049.SZ,X600498.SH,X002426.SZ,X002007.SZ,X000977.SZ,X000869.SZ,X002180.SZ,X300001.SZ,X000981.SZ,X002512.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.367156601522468,0,0,0,0,-0.0495501069729744,0,0,0,0.069354932238445,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360884745737366,0,0,0,0,0,0,0,0,0,0,0.0678996399978369,0,0,0,0,0,0
X600104.SH,0,0,0.0729664445606171,0,0,0,0,0,0,0,0,0,0,0.0940586969684038,0,0,0,0,0,0,0,0,0,0,0,0,0.181757620146186,0.0224188264800284,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.109466996902197,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138872664138951,0,0,0,0,0,0.188572915960518,0,0.0980906274138766,0,0,0,0,0.102615177643729,0,0,0,0,0,0,0.0224833071379922,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0487562039050227,0.100002395594907,0,0,0,0,0,0,0,0,0,0,0,0.0129149069732003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920548685577696,0.0263051263208782,0,0,0,0.0604407565570752,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.156106422288222,0,0.071419314082445,0,0,0,0,0,0,0,0.0531289391560327,0,0,0.0292206201949611,0,0,0,0.20771415172241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061364223021027,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0829981575924348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257038732257195,0.102017103817067,0,0,0,0,0.227642030816191,0,0,0,0.00748883134137135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045470411058876,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.138536469307642,0,0.0244618156385028,0,0.0283338972295094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678691164660211,0,0,0,0.0714053476193588,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0.0496462902052289,0,0.000946601314522408,0,0,0,0,0,0,0,0.0096922453665694,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090382427723338,0,0,0,0,0,0.168170423356792,0,0,0,0,0.0837649989308667,0,0,0,0,0.192518898012916,0,0,0,0,0,0,0.0275345530314523,0,0.0769919849126631,0,0,0.0577479422078453,0,0,0,0,0,0,0.00799163969050668,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.0674062332872386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22731207060347,0,0,0,0,0,0,0,0,0,0.0252858715579186,0,0.0848650969804751,0,0,0,0.093522288097984,0,0,0.0095381117073676,0.0779170294901939,0,0.068196728555419,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126378854370249,0,0,0,0,0.394357284120269,0.0225318085533821,0,0,0,0,0,0,0,0,0.0381373987227557,0,0,0,0,0,0.0887268242180781,0,0,0,0.0490349286699095,0,0,0,-0.0137377611996315,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,-0.0314923696895808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00102633023557037,0.153232451851325,0.203240146217844,0,0,0,0,0,0.0416577882621766,0,0.253558576356773,0,0,0,0,0,0,0,0.465688714646054,0,0,0,0.0261477846215072,0,0,0.0942992227513543,0,0,0,0
X600690.SH,0,0,0,-0.0805342091635892,0,0,0,0,0,0,0,0,0.048962876606115,0,0,0.370685205343475,0,0.157609199666896,0,-0.0963272475789519,0,-0.0168229498152646,0,0,0,0,0,0,0,0,0.100418486831266,0,0,0,0.0533252534921969,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.175710123967391,0,0,-0.0216261243844802,0,0.0407707972597735,-0.287968410176227,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.026929713168688,0,0,0,0,0,0,0,0,0,0,0.0458683310223372,0,0,0,0,0,0.131013600658709,0,0,0,0,0,0,0,0,0.121170825579449,0,0.118478600810162,0,0,0,0,0,0,0,0.137263405329021,0,0.0360250944905464,0,0.00913352423929824,0,0,0,0,0,0,0
