,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X600271.SH,X002236.SZ,X002456.SZ,X000338.SZ,X600118.SH,X600177.SH,X002085.SZ,X000157.SZ,X002292.SZ,X300124.SZ,X600372.SH,X000559.SZ,X002007.SZ,X600867.SH,X300003.SZ,X002180.SZ,X002294.SZ,X000623.SZ,X002506.SZ,X600089.SH,X601877.SH,X600522.SH,X002426.SZ,X002074.SZ,X600498.SH,X000981.SZ,X002508.SZ,X000550.SZ,X000869.SZ,X000050.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.067673173500742,0,0,0.210201427849335,0,0,0.0185632317697368,0,0.0203413681313393,0,0,0.0226053697624844,0,0.086995504611423,0,0,0.0600465273565223,0,0,0.0920435813006389,0.0571632762742928,0.119925617073144,0,0.00449263829763981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0873848707661387,0,0,0,0,0,0,0,0,0,0,0.0205077885351795,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977364361846745,0,0.0353556879189127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987497357195102,0,0,0,0,0,0,-0.0188873355133539,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.00785642192494165,0,0,0,0,-0.0569608972255871,0,0,0,0,0.106371734598419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120696245621516,0,0,0.180259832118222,0,0.109905364770014,0,0,0,0,0.0203579410115661,0,0,0,0,-0.0574745071055828,0.0949857802870287,-0.0871321182818156,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457947857215942,-0.00306887566320518,0,0,0,0,0,0,0.0997824303251194,0,0,8.67361737988404e-19,0,0,0,0,0,0.0297463971315847,0,0,0,0,0.0496037960954758,0,0,0,0,0.0631519067847109,-0.0103719477916803,0,0.0727888301331306,0.507764043783315,0,0,0,0,0,0.0248930161463378,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359056467402949,0,0,0,0,0,0,0,0,0,0.0556202851522436,0,0,0,0.06565100826896,0,0.0131898946867951,0,0,0,0,0.076800315578405,0,0,0,0.184335440147867,0,0,0.0536395741289697,0.0274959601191989,0,2.16840434497101e-19,0,0,0,0,0,0.0411306434883607,0,0,0,0,0,0
X600276.SH,0,0,0.00622993879025957,0,0,0,0,0,0,0,0,0,0,0,0.0260785920062013,0,0,-0.0099869120188302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121640647933641,0,0,0,0.102890583531755,0,0,0.107603538448961,0,0.0920105152002537,0,-0.0437411751684154,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.224986861539349,0,0,0,0,0,0,0,0,0,0.0583963194502542,0,0,0,0,0,0,0,0,0,0,0,0,0.0419572836081503,0,0,0.0663155388539464,0,0,0,0,0.0729597130956633,0,0,-0.0191369111781371,0,0,0,0,0,0,0,0.110370607899376,0,0,0,-0.0129312350775342,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815721359285204,0,0,0,0,0,0,0.084615235708178,0,0,0,0.0482305270482981,0,0,0,0,0,0,0,0,0,0,0.047610944293531,0,0,0,0,0,0,0.0880482044164394,0.00713601443212711,0,0.0725991086159521,0,0,0,0,-0.0406114762142062,-0.0144483319767081,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051678019580974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844782576499873,0,0,0,-0.0617442659752832,0,0.0652383364257243,0,0,0.0238951887679783,0,0.176802134442748,0,0,0.0556935519182556,0,0,0,0,0,0,0.0450058514865066,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0719306839907919,0,0,0,0,0,0,0,0.0241368661855127,0,0,0.0392096971116778,0.0480823945869754,0,0,0.0931379533786917,0,0,0,0.140533200705393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781883775571318,0,0,0,-0.0104955466021153,0,0,0,0,0,0.046610001108725,-0.0810416920225748,0,0,0,0,0,0,0
X600690.SH,0,0,0.0106840055946428,0,0.0772264498201928,0,0,0,0,0,0,0,0,0.0263429845142061,0,0,0,0.0705047700086666,0,0,0,0,0,0.389372869075325,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0683223439811371,0,0.0834743500424726,0,0,0,0.0202299093548552,0,0,0,0,0,0,0,0.0138046463933605,0.0689813069892637,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,-0.00631653717116421,0.149462556549574,0,0,0,0.00346275742709756,0,0,0,0,0,0,0,0,0,0,0,0.025663191869263,0,0,0,0,0.0195327107503946,0.0965008294411103,0,0,0,0,0.191701481395164,0,0.0610642314865416,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026371608299798,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714221609801544,0,0.221557547809517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196872113848888,0,0,0.108118323360028,0,0,0,0,0,0.0644449078445087,-0.0587393196472324,0,0,0,0,0,0,-0.00779811111120831,0.0553904719316235,0,0,0,0,0,0
X600031.SH,0,0,-0.0520181835941804,0,0,0,0,0.101746204852334,0,0,0.0813724594446226,0,0,0,0,0,0.099554722111204,0,0,0,0,0.0844744903144695,0,0.307731868173891,0.0216059845868657,0,0,0,0,0,0,0,0,0,0,0,0,0.0434248023638854,0.0140298429365989,0,0,0,4.33680868994202e-19,-0.0254338632557657,0,0,0,0,0,0,0,-0.0409909913771217,0.133506766924917,0,0,0,0,0
X000568.SZ,0,0,0.00242333609897558,0,0.429261354570628,0.127563299194664,0,0,0,0,0,0,0,0,0,0,0,0.0136439361931114,0,0,0.0755207182695849,0,0,0,0.0673149336911761,0,0,0,0,0.12405906823842,0,0,0,0.0317547804606943,0,0,0,0,-0.0226016539401705,0,0,0,0,0,0,0,0,0,0,0,-0.0313021102547253,0,0,0,0,0,0,0
X600066.SH,0,0,-0.0182716930198108,0,0,0,0,0,0,0,0,0,0.0831764422519335,-0.085228890014213,0,0,0,0.0216392800053411,0,0,0,0.00785781150709858,0,0,0,0,0.117818205581339,0,0,0,0,0,0,0,0,0,0,0.092419025221157,0,0.0383248059206128,0,0,0,0,0.0707220716707028,0.0215939647174828,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296851427331542,0,0,0.15465648226161,-0.101216850929855,0,0,0,0,0,0,0,0,0,0,0,0.0418434929521768,0,0.0494685861395606,0,0,0,0,0,0,0,-0.0211380246074803,0,0.0291683159886219,0,0,0,0,0.00473960900773118,0.0100140764064343,0.12863026381424,0,0,0,0,0
X002241.SZ,0,0.0271917093167494,0,0.300109113717918,0,0,0,0.0373229250688464,0,0,0.0411712318531918,0,0,0,0,0,0,0,0,0,0.132637796209723,0,0,0,0.105653591903106,0,0,0.159879635415946,0,0,0,0.348481085864305,0,0.159514588701282,0,0,0,0,-0.236920680425773,0,0,0,0.250276716810597,0,0,0.160512331602869,0,0.3020517988125,0,0,0,0.0234230428901517,0,0,0,0,0,0
X600271.SH,0,0,-0.0424962573363234,0,0,0,0,0,0,0,0,0,0,0.0587534363317256,0,0,0,0,0,0,0,0,0.0685294903833866,0,0,0,0,0,0,0.244344484138685,0,0,0,0,0,0,0,0,0.0371832572847278,0,0,0,0.00284638035095275,-0.0458438052864426,0,0,0,0.102570522385188,0,0,0.0315384257299501,0,0,0,0,0,0,0
X002236.SZ,0,0,0.0164445521959078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197676306763573,0.0220565109551284,0,0,0,0,0,0,0,-0.188159177529543,0,0,0,0,0,0,0,0,0,0,0.304670704837251,0,0,0,0.0710694397953577,-0.203011417981174,0.16912770008047,0.0190713721824807,0,-0.0475737905521159,0,4.33680868994202e-19,0,0,-0.0753296575464267,0,0,0,0,0.0930686257959223,0,0
