,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X002475.SZ,X600690.SH,X000651.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X002371.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X600703.SH,X000338.SZ,X000625.SZ,X002241.SZ,X002129.SZ,X000596.SZ,X000661.SZ,X002049.SZ,X601877.SH,X000100.SZ,X300142.SZ,X002179.SZ,X600089.SH,X000799.SZ,X600741.SH,X600460.SH,X600702.SH,X002236.SZ,X000157.SZ,X600779.SH,X002074.SZ,X600584.SH,X601799.SH,X002414.SZ,X002007.SZ,X600884.SH,X000733.SZ,X600183.SH,X000800.SZ,X300003.SZ,X000977.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.390512611563447,0,0,0,0.0428704441911779,0,0,0,0,0,0,0,0,0,0,0.0574400378746668,0,0,0,0,0,0,0,0.0312045806587202,0,0.0307366547345796,0,0.0148052764182535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115866449824494,0,0,0,0,0.021184435083932,0,0
X000858.SZ,0.057162842511653,0,0,0,0.147079096228587,0.230842991860869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769708523431731,0,0,0,0,0,0,0,0,-0.0388715238114039,0,0,0,0.241307477529166,0,0,0,0,0,0,-0.0243327261485397,0,0,0,0,0,0,-0.0101505499988182,0,0,0,0,0.0094517521087681,0,0
X002415.SZ,0,0.0588398547747708,0,0,0,0,0,0,0.125262849715355,0,0,0,0,0,0,0,0,0,0.0984290529072912,0,0,0,0.0445705234444348,0,0,0,0,0,0.0604403402972073,0,0,0,0,0,-0.00348539269369891,0,0,0.146793413280883,0,0,0,0,0.0167639713041909,0.111167376406192,0,0,0,0,0,0,0,0.0142340811752526,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0257716160704261,0.18723325877063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335049416736951,0,0,0,0,0.490022934154933,0,0,0.139445114846143,0,0,0.0309636048419016,0.00783437792469068,0,0,0,0,0,0.0348628204031304,0,0,0,0,0,0,0,0,0,0,0,0.0456296053181611,0,0
X600276.SH,0,0.179847004925327,0,0,0,0,0,0,0.0256927756494188,0,0,0,0,0.199595605342845,0,0,0,0,0,0,0,0,0,0,0.0616592252172313,0,0,0,0,0,0,0.110461366221841,0,0,0,0,0.00661374453783829,0,0,-0.0648755906905259,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277572352934152,0,0,0,0.0609169457412493,0,0
X000568.SZ,0,0.387799276927323,0,0.0530254820744357,0.00381506180272995,0,0,0,0,0,0,0,0,0,-0.0393390603697646,0,0.00856508751319045,0,0,0,0,0,0,0.0923623080481129,0,0,0,0,0,0,0,0.147211525822198,0,0,0.010503538503521,0,0,0.0620052305421339,0,0,0,0,0,-0.0925693529714461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.216027628758297,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0969940141424244,0,0,0,0,0,0.12603388893908,0.00538684739655166,-0.106761408773751,0,0,0,0,0,0.0472241619324745,0,-0.0394116438245083,0,0,0,0.0776847462058775,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112517907386891,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0381287986238081,0,0,0,0,0.0458893072707871,0,0,0,0,0.0711314901529825,0,0,0,0.106781064567507,0,0,0,0,-0.209975131390035,0,0,0.0551421055211068,0,0,0,0.0456724469069705,0,0,0,0,0,0.00140829388369247,0,0,0,0,0,0,0,0,-0.000509590935634809,0,0,0,0.00421996211717055,0,0
X600690.SH,0,0,0.00728622844042252,0,0,0,0,0,0,0,0,0,0,0.0523421200631778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153494451957636,0,0,0,0,0,0.0447072907677612,0.210789823257771,0,0,0,0,0.0452719835425535,0,0,0,0,0,0,0,0,0,-0.0130509490245838,0,0,0,0,0,0
X000651.SZ,0,0.147149805352613,0,0.00205371843019446,0,0,0,0,0,0,0,0.049812237414522,0,0,0,0,0,0,0,0,-0.0430995652784377,0,0,0,0.00897562964115797,0,0,0,0,0,0,0,0,0,0,0,0.051414142303096,0,-0.0140846844724957,0,0,0,0.0632607890352615,0,0,0,0,0,0,-0.0472131746875194,0,0,0.0404116434470015,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028270213668086,0,0,0,0,0,0.0252341383848135,0.187671338836525,0,0,0,-0.0588096805513447,0,0,0,0.0244779640536295,0,0,0.0923988695247138,0.184205035522964,0,0,0,0.0420805347565763,0,0,0,0,0,0,0.0189308690691993,-0.063364341856571,0,0,0,0,0,0,0,-0.0251809404315301,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0974855232187276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347235233444552,-0.0850888573410199,0,0,0,0,0,0,0,0,0,0.575427116963568,0.0819113064195872,0,0,0,0,0,0,0.0112367261501253,0,0,0,0,0,0,0,0,0,0,0,0.0322549128458178,0,0
X000725.SZ,0,0,0,0,-0.0484022080804009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443481001975221,0,-0.0208531084517752,0,0,-0.0304128702470488,0,0.323967685547102,0.11787124552124,0,0,0,0.0293749258025511,0,-0.0230119791296888,0,0,0,0,0,0,0,0,0,0,0,0.0245134195385118,0,0,0,0,0,0.00246220789537421,0,0,0,-0.0084763256160282,0,0
X300014.SZ,0,0,0,0,0.0380632282834473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774244745103278,0,0,0,0.196361539224597,0,0.0286851541356983,-0.00199020524225567,0,0,0,0,0,0,0,0,0,0,0,0.0562948415639599,0.178140088861708,0,0,0,0,0,0,0,0,0,0,0.1062834655799,0,0.0401506124642994,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109643275394156,0,0,0,0,0,-0.0631560788004298,0,0,0,0,0.0443859910284797,0.331407816835936,0,0,0,0,-0.0169165166555179,0,0,0.377972759426413,0,0,-0.166730593543023,0.0602569396393435,-0.0220929666540261,0,-0.0997174220474675,0,0,0.242055410068296,-0.492536025061414,0,0,0,0,-0.103618880376582,0,0.0711989231598342,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102176008483003,0,0,0,0,0,0,0,0,0,0,0,-0.0177177514404775,0,0,0,0,0,0,0,0,0,0,-0.0224503186426798,-0.0103381467421333,0,0,0,0.0615035955258475,0,0,0.0578358245950039,0,0,0.0777529501158321,0,0,-1.73472347597681e-18,0.0393690277256247,0,0,0,0,0,0
X300124.SZ,0.0489433050553548,0,0,0,0,0.133763288447597,0,0.129589716079606,0,0,0,0,0,0.223249584087759,0,0,0,0,0.0418181205868114,0.333254267890525,0,0,0,0.0411957262463838,0,0.255057342213256,-1.0842021724855e-19,0,0,0,-0.0144833630673357,0,0,0,0,0,0.130873337105488,0,0,0.0528820027437395,0,0.110711708753411,0,-0.0757454198366692,0,0,0,0,0,0,0,-0.0515096488948951,0,0,0,0,-0.0257129497131978,0,0
