,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X000725.SZ,X002371.SZ,X300014.SZ,X600031.SH,X300124.SZ,X002129.SZ,X003816.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000338.SZ,X600703.SH,X000596.SZ,X300142.SZ,X002179.SZ,X601877.SH,X000625.SZ,X600460.SH,X600089.SH,X000100.SZ,X000661.SZ,X600741.SH,X002180.SZ,X002074.SZ,X600522.SH,X000733.SZ,X000157.SZ,X600884.SH,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X601799.SH,X002176.SZ,X600563.SH,X002008.SZ,X002414.SZ,X600779.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076638941745787,0.100509840961861,0,0.155942112076706,0,0,0.0478860243600801,0,0,0.080267949092602,0,0,0,0,0,0,0.217639130240406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139219429436261,0,0,0,0,-0.0202891737834525,0,0,0,-0.0131919409550168,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115811388130904,0.125655654469604,0,0,0,0,0,0.193369361760396,0,0,0.0758973404020629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248445343694385,0,0,0.085575954876576,0,0,0,0,0,0,0,0,0.0239271210137637,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469724107960889,0,0.220904766884746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109231939836434,0.161382150066118,0.0652996159779175,0,0,0,0,-4.33680868994202e-19,-0.0117084601401883,0,0,0,2.16840434497101e-19,0,0
X300014.SZ,0,0,0,0.137884635816175,0,0,0,0,0,0,0,0,0,0,-0.0106394319454043,0,0,0,0,0,0,0,0,0,0,0,0.0880347766212128,0,0,0,0,0.0832250247513121,0,0,0.386168113851885,0,0,0,0.122018894428838,0.185835211757303,0,0,0,0,0.111746275684476,0,0,0,0,0,0,0.0387135520640008,-0.0696454003019796,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0420158857686761,0,0,0,0,0,0.0200684602397577,0,0,0,0,0.186015719242461,0,0,0,0,0.0347916477109475,0.204395831264705,0,0,0,0,0,0,0,0,0,0.0625417828334078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0468288660180844,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130058444846787,0,0,0,0,0.132192317842841,0.0768894634415592,0,0,0,0,0,0,0,0,0,0,-0.0559958160036943,0,0,0,0,0,0,0,0.12326496635172,0,0,0.0991171025956566,0,0,0,0,0.234474548185494,0,0,-0.0258625751000381,0,0,0,0,0,-0.0315345547320753,0,0
X002129.SZ,0.268111582816324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153355478675675,0,0,0,0,0,0,0,0,0.0164719545402948,0.0119539276702683,0,0,0,0,0,0.0842596160003466,0,0,0,0,0,0,0,0,0.0757809587236085,0,0,0,0,0,0.151869051742119,0,0,0,0,0,-0.0192941090271837,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0196613961166988,-0.0380455616798106,0,0,0,0,0,0,0,0.134235299934605,0.018791430093868,0,0.0770354572847736,0,0,0,0,0,0,0,0,0.0929537134324488,0.0439193572792739,0,0,0,0,0,0,0,0,0,0,0,0.0460810832617307,0,0,0,0,0,0,0,0,0,0,-0.0212900589956717,0,0
X002241.SZ,0.163386500935453,0,0,0.0391149603152569,0,0.654330562683409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256300332662723,0,0,0,0.0561458081864403,0,0,0,0,0,0,0,0,0,0.043119268672237,0.0784360477967632,0,0,0,0,0,-0.006607817208495,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103855467892371,-0.0593150447680293,0,0,0,0,0,0,-0.0430789307888629,0.387127528399164,-0.385409318028708,0,0.368334020301688,0,0,0,0,0,0,0.0587517884275546,0,0,0,0,0,0,0,0,0,0.0127646401374445,0.0784437542189255,0,0,0,0.0995196828733738,-0.0156710518771185,1.73472347597681e-18,0,0,0,0.0210464643607024,0,0
X000063.SZ,0,0,0,0,0.208993144380357,0,0.0555766213848237,0.0723812237256276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182188619676195,0.0601181881009404,0,0.116988572645228,0,0.085769038905966,0,0,0,0,0,0,0,0,0,0,0,0.105668607303183,0,0,0,0,0.00111383487531527,0,0,0,0.0225555211527999,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.102532222941685,0,0,0,0,0,0.0831101872674681,0,0,0.201370344499571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033372670768287,0,0,0,0,0,0,0,0,0.0849960722026552,0.0695712269030186,0,0.00663063427954792,0.18968024949244,0,-0.00497599022729729,0,0,0,-0.0135870862571154,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12594132483454,0,0.168527796823508,0,0,0,0,0,0,0,0,0,0,0.0490899351929974,0,0.0624965648967371,0.0963249193602153,0.00989124871777966,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.113218585601372,0,0,0,0,0,0.0084488723319075,-0.0199158592025197,0,0,0,0,0,0
X000596.SZ,0.0174293836578941,0.159105504317757,0,0,0.140941272759075,0,0,0,0.323695857667165,0,0,0,0,0,0,0,0.178977056654827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00854539431920627,0,0,0,0,0,0,0,0,0,0,0,0,-0.00810989238497548,0,0,0,-0.0163510936877517,0,0
X300142.SZ,0,0,0,0,0,0,0.314984380584488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833597727764594,0,0,0,0,0,0,0,0,-0.383520653610027,0.118160369961652,0,0,0,0,0.166096320926564,0,0,0,0.340152011885615,0.284871942757325,0,0.00524101149536587,-0.0145393617167478,0,0,0,-0.019149489965685,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.068158006011724,0,0,0,0,0.198736634591426,0,0,0,0,-0.0924701313585149,0,0.0631683621835438,0,0,0,0,0.0740211021118392,0,0,0,0,0,0,0,0.0691089179341588,0,0,0,0,0.0416780965395162,0.077374182979451,0,0,0,0,0,0,0.00462016808547838,0,0,0,0.0447403120951713,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.206582680407629,0,0,0,0,0,0,0,0.0170460072011225,0,-0.062235301131197,0,0,0,0,0,0,0,0,0,0,0,0,0.0208297241942519,0,0,0,0,0,0.0896851338400672,0,0,0,0.303595560406328,0,0,0,0,0,0,-0.00520004825189771,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.370298783808079,0,0,0,0,0,0,0,0,0,0.0545259930612471,0,0,0,0,0,0,0,0,0,0,0.179113946891217,0,0.0712723683907775,0,0,0,0,0,0,0,0,0,0.0830453196593913,0,0,0.0719328113368499,0,0,0,-0.0187964816009679,0,0,0,0,-0.0604151635729904,0,0
X600460.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.35672938338256,0,0,0,0.0801212458195529,0,0,0.0593068923413389,0,0,0.179447572492305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00565295635056896,0.0569723389620465,0,0,0,0,0,0,-0.00499993946899093,0,0,0,-0.00871313593965029,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859598958014943,0,0,0,0,0.0304905072270598,0,0,0.038568722855342,0,0,0,0,0,0,0.119988195342498,0.140156499756329,0,0,0,0.0822717907709191,0,0,0,0,0,0,0,0,0.0243141605479502,0,0,0.00785809854174876,0,0,0,0,-0.0162517104905323,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236609559046614,0,0,0,0,0,0.101217943212223,0,0,0,0,0,0,0.216714979662191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372517789506296,0,0,0.00132498365888161,0,0,0,-0.0150601626315234,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110428446757457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117647301177717,0,0,0.179179882822828,0,0.626234669724529,0.217827422480371,0.349962496959701,-0.265036472801695,0,0,0,0.194054297624497,0,0
X600741.SH,0,0,0,0,0,0.0994035229066885,0,0,0.187657350476266,0,0,0,0,0,0,0.0678148687877616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139158908884161,0.129958007366909,0,0,0,0,0,0,0.154372257527214,0,0,0,0,0,0.0616666427575726,0,-0.0105069925937204,0,0,0,0,0,0,0
X002180.SZ,0,0,0.0968963427807491,0,0,0,0,0,0.0634475680921385,0,0,0,0.0400900496870761,0,0,0,0,0,0,0,0.142998852356662,0,0,0.0648106370392054,0,0,0,0,0,0,0,0,0,0,0,0.00951391732253319,0,0,0,0.111584627346062,0,0,0,0,0,0,0,0,0,0,0,-0.0130704620159464,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215656678485797,0,0,0,0,0,0,0,0,0,0,0,0,0.107844854412143,0.0922090399750231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727360967535688,3.46944695195361e-18,0.211677122841834,0,0,0,0,0,0.022896394728084,0,0,0,-0.0372458394838369,0,0
X600522.SH,0,0,0,0,0,0,0,0.0859390573319306,0,0,0,0,0,0.324937221865407,0,0,0,0,0.196283108730131,0.0912893149988479,0,0,0,0,0,0,0,0,0,0,0,-0.0619425677612339,0,0,0,0,0,0,0,0,0,0,0,-0.0432053894181776,0.18135728775414,0.131422371924488,0,0,0,0,-0.144580358525843,4.33680868994202e-19,0.0169604171749957,0,0,0,0,0,0
X000733.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0845743858201711,0,0.0463872381467657,0,0,0,0,0,0,0,0,0,0.00693360864228931,0.258894522474846,0,0,0,0,0,0,0,0,0,-0.020273633971166,0,0,0,0,0,0,0,0,0.0612302361703194,0.0161338056912295,0.121011083490531,0.142112163984251,0,0,0.0190614165717044,0,-0.044974381372353,0,0,0,-0.044849699608895,0,0
X000157.SZ,0,0,0,0,0,-0.0304613244918969,0,0,0,0,0,0,0,0,0.246381734924825,0,0,0,-0.0178134898918656,0.0392564006259619,0,0.397909534767347,0,0,0.0337051061212598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377598410037365,0,0,0,0,0,0,0,0,0,0,0.00453354641581501,0,0,0,0,0,0
X600884.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16835909316199,0,0,0,0,0.0295666089603347,0,0,0,0,0,0,0,0,0,0,0.0231379834148079,0,0,0.346327624892899,0.1798381075239,0,0,0,0,0,0.0487249321617399,0,0,0,0,0,0,0,0,0,0,-0.0114100254885693,0,0,0,0,0,0
X600702.SH,0,0,0,0,0,0.204601315662609,0,0,0,0,0,0,0,0,0,0,0,0,0.0339892073489292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.533990701962346,0,0,0,-3.46944695195361e-18,-3.46944695195361e-18,0,0,0,0,0.0430618079679721,0,0,0,0,0,0,0
X002236.SZ,0,0.144256867001263,0,0,0,0,0,0,0,0,0,0,0,0,0.0275122727271963,0,0,0,0,0,0.128398463043207,0,0,0.000342074932211507,0,0,0,0,0,0,0.102132513923738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378227825376786,0,0,0,3.46944695195361e-18,0,0,0,0,0.0294190434208985,0,0
X000799.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257934645781188,0,0,0,0,0,0,0.0953068861053094,0.148474755910439,0,0,0,0,0,0,0,0,0,0,0,0.178272402073255,0,0,0,0.664518796234469,0,0,0,0,0,0,0,0,0,0,0,0.0125700080576818,-0.0140408148243879,0,0,0,-0.0407821818153627,0,0
X600584.SH,0,0,0,0,0,0,0,0.0740542524038034,0,0,0,0,0,0,0.0362433481623209,0.0164516288157253,0,0,0,0,0.0665478689747769,0,0,0,0,0,0,0.0407385815020862,0,0,0,0,0,0,0,0,0,0,0.255906628084042,0,0,0,0,0,0.0449454574275191,0,0.0378920456790045,0,0,0.021844472761551,0,-0.0116239858168865,-2.16840434497101e-19,0,0,0,0,0,0
X601799.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677898362502736,0,0,0,0,0,0.0550137475048503,0,0,0,0.0889423996483603,0,0,0,0,0,0,0,0,0,0,0,0,0.0313007208175233,0,0,0,0,0,0,0,0.0225981985099563,0,0.101937102963653,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0503038788839197,0,0
X002176.SZ,0,0,0,0,0,-0.174306546464332,0,0,0,0,0,0,0,0.0172283415985148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01246007944051,0,0,0.488059174672047,0.0437232388291431,0,0,0,0,0,0,0,0,0,0,0,0.112224664256419,0,0,0,0.0251768989806419,0,0,0,0,0,0,0
X600563.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.30053399736422,0,0,0,0,0,0,0,0,0,0,0,0,0.0530855421360131,0,0,0.0886558605035271,0,0,0,0,0,0.256901557584146,0.247562977724111,0.184701522971231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101540598566813,0,0
X002008.SZ,0,0,0,0,0,0,0,0.176206680149328,0,0,0,0,0.0735774894867164,0,0,0,0,0,0.0778140496858839,0,0,0,0.0346123942801279,0,0,0,0,0,0,0,0,0,0,0.0151934231677001,0,0.0309171652377902,0,0,0,0.00700186671673231,0,0,0,0,0.00446062837164541,0.219961979406119,0,0.128211459396301,0,0,0,0,0.0290119689711996,0,0,0,0.0729101352021344,0,0
X002414.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221318682927282,0,0,0,0,0.297359348721766,0,0,0,0,0,0,0.0340029797566153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209134530093757,0,0.0352646868144181,0,0,0.0432286566189899,0,0,-0.0128586967943771,0,0,0,0,0,0
X600779.SH,0.303778099211273,0,0,0,0.0197447930208432,0,0,0,0.0314875990602649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566810009100358,0,0,0.222163297184568,0,0.00238156029599194,0,0,0.118644561685654,-0.0553404144288035,0,0,0,0,0,0,-0.0172519627217185,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245116605900717,0,0,0,0.100427607619861,0,0,0.100243228275269,0,0,0,0.204140499671194,0.0652012035942448,-0.136898874023302,0,0,0,0,0.0650832515295356,0,0,0,0.16035894548093,0,0,0,0,0,0,0,0,0,-0.0151162269720702,0,0,0,0.00249054234720844,0,0
Change_TY3M,0,0,0,0,0,0,0,0,0,0,0,0,0.0727746859258978,0,0,0,0,0,0,-0.0288233053758444,0,0,0,0.137722505410452,0,0,0,0,0,0,0,0,0,0,0,0,0.447268580399002,0,0,-0.0129835178805781,0,0,0,0,0.039064226575656,0,0,0,0,0,0,0.0220750511103044,-0.051207798191083,0,0,0,-0.0313718968475104,0,0
Slope,0,0,0,0,0,0,0,0,0,0,0,0,-0.128593347227829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281984973828227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556868719151599,0,0,0,-0.824629460207205,0,0
TED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.304213883135564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934827444020443,0,0,0,0,0.263161534873371,0,0
RealEstate_excess,0,-0.0504818988621265,0,0,0,0.0451434625933891,0,0,0,0,0,0,0,0,0,0,0,-0.0941718781271163,0,0,0,0,-0.0704608583313223,0,0,0,0,0,0,0,0,0.0772034351882358,0,0,0,-0.0132296252999343,0.0795773047566773,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0955342240998968,0.00399747641567701,-0.00685628519123152,0,0,0,0,0,0
MKreturn,0,0,0,0,0,0,0,0,0.0932186109773889,0,0,0,-0.117509022013715,-0.0312692991403352,0,0,0,0,0,0,0,0,0,0.00481441765109595,0,0,0,0,0,0,0,0,0,0,0,-0.0723946591565648,0.0104084618556879,0,0,0.0343335102495767,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0217705523647357,0,0,0,0,0,0,0
MKvol,0.00207293645753432,0,0,0,0,0,0.00199792705408353,0,0,0,0,0,0,-0.00189285699853472,0,0,-0.00162145456764696,0,0,0,0,0,0,0,0,0,0,0,-0.00114017225162404,0,0,0,0,0,0,0,0,0,0,0.000306358369558376,0,0,0,0,0,0,0,0,0,0,0,0.00692015823694061,-0.0062942615067757,0,0,0,-0.00519310734815591,0,0
CarbonVol_Shenzhen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190767833551567,0.136591938799421,0,0,0,0,0,0
CarbonVol_Guangdong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252191992192508,-0.00871258195734525,0,0,0,-0.00792539398582178,0,0
CarbonVol_Hubei,0,0,0,0.0069570343867437,0,0,0,0,0,0,0,0,0.00251120933527602,0,0,0.000457183486257217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00358921969841572,0,-0.00857374725316165,0,0,0,0,0,0,0,0,0,0.00161362953994883,0,0,0,0,0.00222311779171566,0.0104393447142177,-0.00414639978980543,0,0,0,0.00737754557069091,0,0
