,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000625.SZ,X000568.SZ,X002236.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X601877.SH,X000100.SZ,X300124.SZ,X300136.SZ,X002008.SZ,X002508.SZ,X300003.SZ,X002085.SZ,X600089.SH,X600522.SH,X600177.SH,X600271.SH,X002294.SZ,X000157.SZ,X600487.SH,X600118.SH,X600699.SH,X000981.SZ,X600867.SH,X000050.SZ,X002074.SZ,X600372.SH,X600566.SH,X600809.SH,X000559.SZ,X002007.SZ,X000066.SZ,X300115.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0732295737003884,0,0,0.0591277915075051,0,0,0,0,0,0.300573368907259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153922179562464,0.0250880654807952,0.0788599650218305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160232032235724,0,0,0,0,0,0,-0.00415216654496559,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.145077844339514,0,0,0,0.0520293649575816,0,0.133208257734347,0,0.317162338885494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120907007241781,0,0,0,0.027125315757271,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.202305227690726,0.0585275951876964,0.0141293958346693,0,0,0,0,0.103052694023242,0,0,0.34825213620698,0,0,0,0,0,0,0,0,0,0,0,0.213449202805111,0,0,0,0,0,0,0,0,0,0,-0.198576200711903,0,0,0,0,0,0,0,-0.0528212270427894,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.0735255447260421,0,0,0.214903112311268,0.0618059807392736,0,0,0,0,0,0,0,0,0.0347969530569567,0,0,0,0,0,0.150203969604339,0,0,0.0834038948356491,0,0,0.0671744839079129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323096101715117,0,0.0602018750571099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0112150015919062,0,0,0,0,0,0,0,0,0,0,0.762907542951131,0.040275514796279,0,0,0,0,0,0,0.0583046571863465,0,0,0,0,0.0323064342289779,0.0170741155181127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372696985455966,0.00852651713181555,0,0,0,0,0,0
X000725.SZ,0,0,0.0788637933521248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25429587225009,0.254996367136825,0,0,0.583750556565536,0,0,0,0,0,0,0,0.072170920663693,-0.0848045121000407,0.133484572744538,0,0,0,0,0,0,0,0,0.0201005492031209,0.00934437738225815,0,0,0,0,0,0
X600276.SH,0,0.105590388686014,0.143448445846477,0,1.73472347597681e-18,0,0,-1.73472347597681e-18,0,0,0,0.154040097150372,0,0,0,0,0,0,-0.232048911729237,0,0,0,0,0,0,0,0,0,0,0,0.0624776669369643,0,-0.0653884803417493,0,0,0,0,0,0,0,0,0,-0.0487263234807273,0,0,0,0,-0.0618993429155024,0,0,0,0.00942325615787346,-0.0131441384747525,0,0,0,0,0,0
X002304.SZ,0.0937215940890887,0.125771237404881,0,0,0.331810701848894,-1.73472347597681e-18,0,0,-0.0243110565302029,0.0318236570997759,0,0,0,0,0,0,0,0,0,0,0,0.0470600133929867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241923203885457,0,-0.0621457634847904,0,-0.115116349511955,0.05323123436155,0,0.0136233547425701,-0.0588524227713904,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0336025571279668,0,0,0,0,0,0.229455782651275,0,0,0,0,0,0.0458157595314918,0.0565814272895747,0,0.0858862204665391,0,0,0,0.0857106831554701,0,0.0661328115322286,0,0,0.103178749412247,0,0,0,0,0,0,0,0,0,0,0,0.0016461087570744,0,0,0,0,0,0,0,0,0,0,-0.0350150441320648,0.0368420883447449,0,0,0,0,0,0
X600690.SH,0,0.190228958989324,0,0.330788608632614,0,0,0,0,0,0,0,0.187257603421448,0,0,0.05257262704827,0,0,0,0,0,0,0,0,0,-0.0292686542613788,0,0.00627518650127491,0,0,0,0,0,0,0.268061540488787,0,0,0,0,0,0,0,0,0,0,0,0,0.0177649545778892,0,0,0,0,0.0135047212299413,0,0,0,0,0,0,0
