,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600031.SH,X600276.SH,X600690.SH,X000100.SZ,X000338.SZ,X000157.SZ,X600089.SH,X600372.SH,X600703.SH,X600741.SH,X002241.SZ,X600066.SH,X600177.SH,X002129.SZ,X600271.SH,X600118.SH,X600582.SH,X601877.SH,X002236.SZ,X000550.SZ,X000568.SZ,X000623.SZ,X000581.SZ,X000800.SZ,X002475.SZ,X000559.SZ,X300146.SZ,X002294.SZ,X600839.SH,X300124.SZ,X000869.SZ,X000400.SZ,X000050.SZ,X600060.SH,X000977.SZ,X002465.SZ,X300003.SZ,X002456.SZ,X600166.SH,X002292.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.0919137778277187,0,0,0.108637308907532,0,0,0.117290549288289,0,0,0,0,0,0,0,0,0,0.207800164260595,0,0.197016555889061,0.0486916720701561,0,0.0361582082849352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X600519.SH,-6.93889390390723e-18,0,0.100694765465478,0,0,0.107696414882694,0,0,0.16389197982369,0,0,0,0,0.100679535299296,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483492301008651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167643376587195,0,0,0,0,0,0,0,0.00817385861241684,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0428666876714683,0,0,0.270667786406957,0,0,0,0,0,0,0.0969198847138325,0,0,0,0,0,0,0,0,0.00923972948827185,0,0,0,0,0,0,0,0,0,0,0,0.137766243642155,0,0,0,0,0,0,0.163439616302413,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.150433809576382,0,0.126656452273576,0,0,0,0,0.157196164958582,0,0.0342736393999331,0,0,0,0,0,0,0,0,0,0,0,0,0.222123400262919,0,0,0.0064464978343952,0,0,-0.0437921097480913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149498714313496,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0678655646111636,0,0,0.0238678514468664,0,0,0.00997084409479975,0,0,0,0,0,0,0,0,0,0,0,0.205177805493302,0.223127411714131,0,0,0,0,0,0,0,0,0.0386620942871939,0,0.0261129135541825,0.0907926361462952,0,0,0,0,0.0420346122135013,0,0,0,0,0,0.015430071803804,0,0,0,0,0,0,0
X000858.SZ,0,0,0.175323565737937,0,0,0,0.0761605363152385,0,0,0.0271944551693178,0,0.0852001977230055,0,0.140146781124167,0,0,0,0,0,0,0.117274872618236,0.0142122459664047,0,1.73472347597681e-18,0,0,0,0,0,0,0.0739025246071571,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337351214235184,0,0,0,0,0,0,0,0.0130780334474723,0.00325464209544304,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.441414331155612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118371040802267,0.0825191801316361,0,-0.0928889630567293,-0.00163897340268619,0,0.0716391787145295,0.0879955090883843,0,0,0,0,-0.0804559582840565,0,0,0,0,0,0,0.211595277951592,0,0,0,0,0,0,-0.0881540965031105,0,0,0,0,0.0300404153379363,0.0167497267175779,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.144931384199164,0,0,0,0.0480489061922547,0,0,0,0,0.126963483344586,0,0,0,0,0.122678849884765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155104732100341,-0.0118716073287374,0,0,0,0,0,0
X000063.SZ,0,0.070188142891052,0,0,0,0,0,0,0,0.170464377433783,0,0.0224369598392283,0.0866873435716282,0.135979567678984,0,0,0,0,0,0,0,0.0259244058969479,0,0,0,0,0,0,0,0,0.12620564803796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213069267980207,0,-0.00651656032815875,-0.00786159541366987,0,0,0,0,0,0
X600031.SH,0.161156624613649,0,0,0,0,0.124033905852365,0,0,0.0027340930215518,0,0,0,0,0,0.405998621605992,0,0,0,0,0,0,0.0723936384549809,0,0,0,0,0,0,0,0,0.0538981890228368,0.0138845182427607,0.0184684325598199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155566606567811,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.01859189590134,0.0451765043475937,0,0,0,0,0,0,0,0.137380285257725,0,0,0,0,0,-0.075741219881239,0,-0.0494279685755391,0,0,0,0,0,0,0,0,0,0,0.146578416453207,-0.0163678507658003,0,0,0,0,0,0,0,0,0,0,0.0238060676504953,0,0,0,0,0,0,0
X600690.SH,0.164838883001834,0,0,0,0,0,0,0,0,0,0,0,0.0046427659832367,0.148485372195252,0,0,0,0,0,0,0,0.195163566538703,0,0,0,0,0,0,0,0,0.0306755453708369,0,0,0,0.0181250474652647,0,0,0,0,0,0,0,0.198649219644366,0,0,0,0,0,0,0.0478741644591661,0,-0.0265226797741266,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0681591310276646,0,0,0,0,0,0.0745963612165823,0.230892403334119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244034662641554,0,0,0,0,0,0,0.110608042258266,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0231188401179246,0.0381127798645237,0,0.457661083366734,0,0,0,0,0,0,0,0,0.123758728314033,0,0,0,0,0,0,0.117942408227169,0,0,0,0,0,0,0,0,0,0,0,0.0200476925322923,0,0,0,0,0.172749444984326,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X000157.SZ,0,0,0.0674031059963055,0,0,0,0,0,0,0.61260551465976,0,0,0,0.0445368691159474,0,0.00632017047950521,0,0,0,0,0,0.0107077019363047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579810701876543,0,0,0,0,0,0,0.0308057911836658,0,-0.0192557279343013,0,0,0,0,0,0,0
X600089.SH,0,0,0,0.106629216596044,0,0,0,0,0.09464426558607,0.13473304527165,0,0,0,0,0,0,0,0,0,0,0.0547087009648552,0.0726109449792011,0,0.0092528777778039,0,0.0120988832692381,0,0,0,0,0,0.000548182246070304,0,0,0,0,0,0,0,0,0.326410720199636,0,-0.0273085800523579,0,0,0,0,0,0,0.0224314261029214,0,0,0,0,0,0,0,0,0
X600372.SH,0.142379816439806,0,0.0353352631520503,0.0153260066707744,0.0386643613205185,0,0,0,0,0.0727851683529988,0,0,0.00280836821075357,0,0,0,0,0,0,0,0,0,0,0,0.312038546453966,0,0,0,0,0,0,0,0,0.055073236818578,0,0.0255503064391995,0.0462531134527457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0.00687532153274791,0,0,0,0,0,0,0.231703823786885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189691988885559,0,0,0,0,0,0.0545551165799859,0,0,0,0,0,0.104196802874362,0,0,0,0,0.0837628920165481,0,0,0,0,0,0,0.089385249010935,0,0.00950863343262207,-0.00547596583970191,0,0,0,0,0,0
X600741.SH,0.112665016958648,0,0,0,0.000101946027291092,0,0,0,0,0.0527565454283857,0,0,0,0,0,0.0193437082900226,0,0,0,0,0,0,0.0588214788207454,0,0,0,0,0.0479552518610715,0,0,0.308062612160717,0,0.0372564698949521,0,0,0,0,0,0.0518378182232039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196893636880266,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,-0.0453224477243109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199790666995894,0,0,0,0.0355093261830815,0,0,0.0277682141289045,0.0215297601111817,0,0,0,0,0,0,0.0661982773868967,0,0,0,3.46944695195361e-18,0,0.0435038317490709,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X600066.SH,0.225391868953782,0,0,0,0,0.165238922708474,0.0514149629584846,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194478034589477,0,0.0490659497058492,0,0,0,0,0,0,0,0,0.0647024301065536,0,0,0,0,0,0,0,0,0,0,0,0.00118203552440726,0,0,0,0,0,0,0
X600177.SH,0.195937467506044,0,0,0,0,0.161152770334249,0,0,0.000153233338596511,0.104336265681159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723310792924304,0,0,0.164817886371298,0,0.00646210464898292,0.0961378065693828,0,0,0,0,0,-0.0646249501696288,0,0,0,0,0,0,0,0,0,0.226230174085731,0,0.0497401175325185,0,0,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0.127520191768599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148452738295455,0,0,0,0,0,0,0,0,0,0,0.0462630981548812,0,0,0,0.0735298939545974,0,0.13952877698548,0,0.128338434909146,0,0,0,0.0750190698255232,0,0,0,0,-0.0391652498585041,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.079222084306107,0.000879107488903272,0,0,0,0,0,0,0,0.0374393374610833,0,0,0,0.0600550744195918,0.133676618552209,0.223162534295372,0,0,0,0,0,0,0,0,0,0,0.124610344913729,0,0,0,-4.33680868994202e-19,0,0.0899777645957769,0,0,0,0,0,0,-0.0318693509231056,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.00214434516244525,0,0,0,0,0,0,0,0,0,0,0,0.363775262157498,0,0,0,0,0,0,0,0,0.0735483050345994,0,0,0,0,0,0,0,0.048508426028211,0,0,0,0,0.130579914588259,0,0,0,0.064932949551725,0,0,0,0.0457810277435057,0,0,0,0,0,-0.0301894837527897,0,0,0,0,0,0
X600582.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235981763976488,0.120599448147436,0,0,0.0403558408559417,-3.46944695195361e-18,0,0,0,0,0,0,0,0.287061275755996,0,0,0,0,0,0,0.060374188541188,0,0,0,0,-0.104097432493499,0.0234048856326861,0,0,0,0,0,0
X601877.SH,0,0,0.0691692871210185,0.16004552999297,0,0,0,0,0,0.0735614073766826,0,0.0269094937838576,0,0,0,0,0,0,0,0,0,0.0148059260551006,0,0,0.098325311909882,0.0291561274243118,0,0,0,0,0,0,0,0,0,0,0,0,0.114717913586818,0,0,0,0,0,0,0,0,0,0,0,0,-0.0689892336266751,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.197630717317628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322968976789759,0,0,0,0,0,0,0,0,-0.0739894495590076,0.204110786689763,0.0971377480994477,0,0,-0.0131560186953434,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261530036014642,0,0,0,0,0,0,0
X000550.SZ,0,0,0,0,0.141647994626832,0,0,0,0,0.0622810035472998,0,0.10883298664201,0.138642969654852,0.0319555436833015,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0352311886424952,0,0,0,0.0825922699749276,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0.00231938984582092,0,0,0,0,0,0,0
X000568.SZ,0,0,0.0151184211612584,0,0,0.316974800167076,0.110572448321044,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.0575389059010474,0,0,0,0.0480031438878713,0.056464514362965,0,0,0,0.0473653659708153,0,0,0,0,0,0.0792805027878925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218898486350071,0,0,0,0,0,0,0
X000623.SZ,0.10300594356791,0,0,0,0,0,0.236773409126362,0,0,0,0,0,0,0.358438542452903,0,0,0,0,0,0,0,0,0,0,0,0,0.0999809720637409,0,0,0.140341971768759,0,0,0,0,0,-0.0340314747595117,0,0,0,0,0,0,0.15638176323291,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
