,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X600690.SH,X000338.SZ,X600809.SH,X600703.SH,X002007.SZ,X002371.SZ,X600183.SH,X300003.SZ,X000596.SZ,X300142.SZ,X300014.SZ,X002241.SZ,X600741.SH,X000100.SZ,X000977.SZ,X300124.SZ,X601877.SH,X000157.SZ,X002236.SZ,X000800.SZ,X002129.SZ,X002463.SZ,X000625.SZ,X002456.SZ,X002179.SZ,X600118.SH,X300136.SZ,X600584.SH,X002414.SZ,X002049.SZ,X600498.SH,X002223.SZ,X000066.SZ,X002185.SZ,X600177.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216921763020128,0,0,0,0,0,0,0,0,0.0525670676824505,0,0.0213265979667303,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0782474725930467,0,0,0,0,0,0,0,0,0,0,0,0.00805885371438145,0.0150175190666405,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0482834897191785,0,0,0,0,0,0,0,0.381818995781762,0,0,0.208939192431005,0,0,0,0,0,0,0,0.0150700894931562,2.71050543121376e-20,0,0.0136683655860999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276883483347935,0.0165138315760044,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166599119269775,0,0,0,0,0.0437281090782957,0,0,0.0131726826966258,0,0.00735219309337455,0,0.0607036723336268,0,0,0,0,0,0,0,0,0,0,0.0188078840309681,0,0,0,0,0,0,0,0,0,0,0,0,0.00712463326538795,0,0,0,0,0,0
X000651.SZ,0,0.217884653111954,0,0,0,0,0.0117454374767669,0,0.0342975150399047,0,0,0,0,0,0.15081162637642,0,0,0,0,0,0,0,0,0.00959149974414611,0.0828723343280371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458787947867402,0,0,0,0,0,0,0,0.00491300848734878,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.00836708178892109,0,0,0,0,0,0,0,0.085445734093044,0,0.0315271160604989,0,0,0,0,0,0,0,0,0.0196230608214847,0,0,0.0630971990460419,0,0,0,0,0,0,0,0,0.114335611271936,0,0,0,0,0.0192392746966952,0,0,0,0,0,0.0340520068522446,0,0,0,0.0242588867416248,0.0304691584570044,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183487022456983,0.282694609708141,0,0.0742836854521564,0,0,0,0,0,0,0,0,0,0.020111959817223,0,0,0.0704083612525625,0,0,0,0,0,0,0,0,0,0,0.0405385801225954,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400194200117312,0,4.33680868994202e-19,0,0,0,0.0371255327096014,0,0,0,0,0.131667770014999,0.0141157381491317,0,0.0315221409485157,0,0,0,0,0,0,0.0569608832431709,0,0,0,0,0,0.0357289672523554,0,0.0120592244055788,0.0492202515294088,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.134693342878215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154135462352416,0,0,0,0.0580774554461456,0.00179355116542104,0,0,0,0,0,0,0,0,0,0,0.117596143824828,0,0,0,0,0,0.0330837698697077,0,0.183821680826814,0,0,0,0,0,0,0.0192613356684684,0.0317284607295296,0,0,0,0,0,0
X600031.SH,0,0.0597734503938912,0,0,0,0.126625211388335,0,0,0,0,0,0,0,0.0453498163378427,0,0,0,0,0,0,0.0279765649518572,0,0,0,0,0,0,0,0,0,0,0.474598566509996,0,0,0,0,0.0198418805376784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033588579871088,0.0185524373339239,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243527513361877,0,0.124776458444818,0,0,0,0.00231946726083413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152840630234585,0,0,0,0,0.00506247010860825,0,0,0.0101038323290362,0,0,0,0.0194975959152128,-0.00362865986043016,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.129991065438288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270464914805265,0,0,0,0,0,0,0,0,0,0,0,0,0.163624981107141,0,0,0,0,0.00204059580414108,-0.0122320613814778,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114012025437322,0,0,0,0,0,0,0,0,0.0465726465360963,0,0,0.526915267641959,0,0,0,0,0.0969930014175119,0,0,0,0,0,0,0.00950017865227407,0,0,0,0,0,0,0,0,0,0,0,0.00300459117076189,-0.0068706159525431,0,0,0,0,0,0
X000661.SZ,0,0.137014820923503,0,0,0,0,0.0452813181799729,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0.0472801515435875,0.0202741564644286,0,0,0,0,0,0,0,0.09833268546287,0,0,0,0,0.0734002238229954,0,0,0.13242958101643,0,0,0,0,0,0,0,0,0,0,0,0.0193732654419098,0,0,0,0,0,0,0
X000568.SZ,0,0.230187020701035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577966137081867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868001623506309,0.00995288254477363,0,0,0,0,0.0410718464753215,0,0,0,0,0,0,0,0,0,-0.0109581329163088,0,0,0,0,0,0
X600690.SH,0,0.128821715482784,0,0.08174477419612,0,0.026781723946886,0,0,0,0.0382421230562595,0,0,0,0,0,0.203169695227942,0,0,0,0,0,0,0,0,0.0642612279348268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687856320742098,0,0,0,0,0,0,0,0.0146322891762509,0.00213842889332264,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.0489055170489077,0,0,0,0.173132769842539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229328154759186,0.0835167770799869,0.00515502192879873,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258051972731795,0.072063921673775,0,0,0.146235527544492,0,0.0205324256329393,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660530029851912,0,0,0,0,0.0582920750195616,0.0343399539505844,0,0,0.0872093898223278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406114570643164,0.0482926241091006,-0.0265269159874292,0,0,0.0569369243791392,0,0,0,0.0110327315914486,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12946883881697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535522705467456,0,0,0,0.615927204788419,0,0.0399792004415122,0.0174454154257078,-0.0669140785537416,0,0.0443688116907528,0,0,0,-0.0136328561027012,0,0,0,0,0,0,0
X002007.SZ,0,0,0.401711252054292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102275666693988,0.0480389644193423,0.00513650395441208,0,0.014851244134106,0,0,0,0,0.1447032104259,0,0,0,0,0,0,0,0,0,0,0.0283963240784339,0,0,0,0,0,0.307441711182965,0,0,0,0,0.0865277300478993,-0.029141642772454,-0.0380488171771812,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.0331720526093769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291470434192367,0,0,0,0,0,0.130769041616908,0.0593104235956629,0,0,0,0,0,0.230955935860906,0,0,-0.0806111743191968,0.0476873091199522,0,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611428920514371,0,0.0259881467298734,0,0,0,0,0.0691518519298787,0.0201145671476174,0,0.130100233491806,0,0,0,0,0,0,0,0.539770620892441,0,0.0123810297540097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226825979990338,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0.0657675933954595,0,0,0,0,0.0738700561242966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128670544111026,0,-8.67361737988404e-19,0,0.0547362361691047,0,0,0,0,0,0,0,0.0691505571209955,0,0,0,0,0,0,0,0,0,0,0,0.0317525244912238,0.0274673112558229,0,0,0,0,0,0
X000596.SZ,0,0.246374930056875,0,0,0,0.0574521361773064,0.0519160406737312,0,0,0,0,0,0,0.262871960386899,0,0,0,0,0,0,0,0,0,0,0.113552919636244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160010843706031,0,0,0,0.0199310738352319,-0.00230152528217719,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0.0402527579216675,0,0,0,0,0.0720048998058803,0,0,0.0835329495248933,0.0316130455616154,0,0.143563688292679,0,0,0,0.0210636761342609,0,0,0.0249768013176804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10717940401726,0,0,0,0,0.0147146666370931,0,0.00471959398989839,-0.00745877509600132,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803070479569013,0,0,0,0,0,0.338611919634267,0,0,0,0,0,0,0,0,0,0,0.167464540001987,0,0,0.266258716939886,0,0,0,0.0016464821458634,0,0,0,0,0,0,0,0,0.00419468305296955,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.106342307651367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329836893761273,0,0,0,0,0.200508760236952,0,0,0.0773086403290366,0,0,0,0,0,0,0,0,0,0,0,0.0194463969172416,0.251793690559519,0.111583816665124,0,0,0,0,0,0,0,0,0,0.00186708253193555,-0.00355337839741711,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.128331503188013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107608681889389,0,0.073458477439987,0,0,0,0,0,0,0,0.32515377948687,0,0,0,0.0143549654454863,0,0,0,0,0,0,0,0,0,0,0,0,0.0612535927514696,0,-0.0100130121688919,-0.0124685906966773,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.46307546245495,0,0,0,0,0,0.0259009216322074,0,0.101638779254573,0,0,0,0,0.0398090970345208,0.0423444434849816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324474910418506,0,0,0.0128861555545991,0,0,0,0,0.139958894267699,0,0,0,0.0201802231278885,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0.199220200149574,0,0,0,0,0,0,0,0,0,0,0,0.111992443347846,0,0,0,0,0.134972508166949,0.0902626842472593,0,0,0.071610862210723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129392111016892,0,0,0,0,0.249901570967725,0,0,0,-0.0647698465887475,0.0254475371103452,0.000132500452014462,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107555764537507,0.0776898564593019,0.108163931440545,0,0,0,0,0,0,0,0,0,0,0,0.00466289523099232,0,0,0,0,0,0,0.0764506985515446,0,0,0.0750310120836622,0,0,0,0.0162250533622149,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.144132453309264,0,0,0.142171277911015,0,0,0,0,0,0,0,0,0.0440359569195771,-3.46944695195361e-18,0,0.0443265654332721,0,0,0,0.146497244507434,0,0,0,0,0,0,0,0.108519469001441,0,0,0,0,0,-0.0298945578397317,0,0,0,0,0,0.014227912501651,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.300690637498467,0,0,0,0,0,0,0.0280768205544499,0,0,0,0.0759709878971621,0,0,0,0,0.0230146422346948,0.015785650365411,0,0,0,0,0,0,0.00578407050800555,0,0,0,0.0669938601184273,0.0265466792888351,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0209565829990171,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0.211035489896308,0,0,0,0.283662115659087,0,0,0,0.0283381937918983,0,0,0,0,0.125650354103384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183847491290437,0,0,0,0,-0.0194705925764205,-0.0230008540932433,0,0,0,0,0,0
X000800.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0829357378237966,0,0.0519464028613183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583223808952982,0.188141968483416,0,0,0,0,0,0,0,-0.079131294950344,0,0,0,0,0,0.00812637650949143,-0.0383311402500609,0,0,0,0,0,0
