,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X600031.SH,X000568.SZ,X003816.SZ,X600809.SH,X600703.SH,X000338.SZ,X600690.SH,X002371.SZ,X002241.SZ,X300014.SZ,X000100.SZ,X000596.SZ,X002007.SZ,X300142.SZ,X300003.SZ,X300124.SZ,X002129.SZ,X600183.SH,X600741.SH,X002049.SZ,X600584.SH,X000977.SZ,X000625.SZ,X002236.SZ,X000157.SZ,X000800.SZ,X601877.SH,X002456.SZ,X300136.SZ,X002414.SZ,X002179.SZ,X000066.SZ,X002463.SZ,X600118.SH,X002185.SZ,X002008.SZ,X000021.SZ,X002180.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.197449441667198,0.0949053470094502,0,0,0,0,0,0.098560512672835,0,0,0,0.000896040811954392,0,0,0,0,0,0,0.0259136282510848,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0.037007931246258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0533499783575924,0,0,0,0.261032891834916,0,0.154284923234033,0.031130641218221,0,0,0,0.0467338937755412,0,0,0,0,0.0517737492828031,0,0.0664818069435598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435172721301429,0,0,0,0,0,0,0,0,-0.00255639848891656,0,0,0,0,0,0,0
X600276.SH,0,0.0515144839063223,0,0,0,0,0,0,0,0,0.395559038911687,0,0,0,0.0514811987082628,0,0,0,0,0,0,0,0,0,0.141553284638268,0.000310748716603187,0,0,0.237801288597471,0.00859777622609206,0.031218496018463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114326392472468,0,0,0,0,0,0,-0.0113378825271286,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289935855891642,0,0.00114098441255907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467374695887198,0.00567911408106429,0,0,0,0,0.0370811262716601,0,0.0845936642005769,0,0,0,-0.00953464824106773,-0.0130552277223002,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0549442223257043,0.000694478418599362,0,0,0.0606953499263947,0.0465514020567699,0.21545409941779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176288453220136,0.00278614107670948,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148425147402046,0,0.0432506551897961,0,0.0665589828770279,0,0,0,0,0,0,0,0,0,0,0,0,0.053688305259117,0,0.284462635064951,0,0,-0.00345744912239621,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.066946935811019,0.14068431712428,0,0,0,0,0,0.000975749845090659,0.0779398869183821,0,0,0,0,0,0,0.0724091575459098,0,0,0,0,0,0,0,0.109053532991796,0,0,0,0,0,0,0,0,0.025823573737224,0,0,0,0,0,0,0.120463503573345,-0.0286008589927521,-0.00825509644890445,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744584374422365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136804710561099,0,0,0,0,0,0,0,0.136953767024258,0,0.0421125265076913,0.123496104244279,0,0.00664167975559705,-0.0139247322163809,0,0,0,0,0,0
X002304.SZ,0,0.205256091419363,0.065508081566818,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.217223751204778,0,0,0,0.177532523747177,0.00425122551843486,0.0198231110910761,0,0,0,0,0,0,0,0,0,0,0.039874372501052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314901553631459,0,0,0,-0.0029219653530844,0.00505249677660898,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593463107989476,0,0,0,0,0.36101006672838,0,-0.070573728036032,0,0,0,0,0,0.151122403789037,0,0,0,0,0,0,0,0,0,0,0,0.156437748267779,0,0,0,0,0,0.0149467713279544,0,0,0,0.00505612879744597,0.0106250555287609,0,0,0,0,0,0
X000661.SZ,0,0,0.00107527451167985,0.213067160730657,0,0,0,0,0,-0.0262959938344416,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184393299651499,0.118725230505823,0,0.0344209937429173,0,0,0,0,0,-0.0256910716538652,0,0,0,0,0,0,0,0,0,0,0.0343694964699948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.135612373939084,0,0,0,0.110925748300678,0,0,0,4.33680868994202e-19,0,0,0,0.0671378108432321,0,0,0,0,0,0,0,0,0.111994265922335,0,0,0,0.132478967082885,0,-0.0281232802068297,0,0,0,0.0272773546623492,0,0,0,0,0,0,0,0,0,0,0.165850723471233,0,0,0.103546845496662,0,-0.0169339143522329,0,0,0,0,0,0,0
X000568.SZ,0,0.690637100302149,0,0,0,0,0,0,0,0,0,0,0,0,0.0592425637959076,0,0,0,0,0,0,0,0,0,0,0,0,-0.0471792141572936,0,0,0.0599658693197322,0,0,0.0154959084242515,0,0,0,0,0,0,0,0,0,0,0,0,-0.0665690169293791,0.0114275411464068,0.0221387902242083,0,0,0,-0.000379730214619817,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0733200056358484,0,0,0,0.000770325782314468,2.16840434497101e-19,0.0104000030497542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732763503213404,0,0,0.00532980969423926,0,0,0,0,0,0,0,0,0,0.0265685640214234,0,0,0,0.0823994015147272,0,0,0,0,0.00172922402600947,-0.000717056390666695,0,0,0,0,0,0
X600809.SH,0,0.481135952330706,0,0,0,0,0,0,-0.0389458424544628,0,0.0267983774236887,0,0.00674782276997071,0,0,0,0,-0.125519952902829,0,0,0,0,0.184808151319601,0,0,0,0.0336930853540527,0,0,0,0,-0.0584679268297714,0,0,0,0,-0.0510635007664937,0,0,0,0,0,0,0,-0.0473361384049691,0,0,0,0,0,0,0,-0.0226141210529069,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33344008475821,0.185946003488278,0,0,0,0,0,0,0,0,0,0,0.00571793540177514,0,0,0,0,0,0,0,0.129619379254899,0,0,0,0,0,0,0.12948031182421,0,0,0,0,0,0,0.0150951204982726,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0493363495951157,0,0,0.0642511298758361,0.145246147026235,0.00788934096169095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107324471193852,0,0,0,0.00580009189904445,0,0,0,0.0339959917566033,0,0,0,0,-0.00131949733915866,0.00194822118997881,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.248051896645059,0,0,0,0.153522825142214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270719603881931,0,0.0591792733649117,0,0,-0.0902242105335495,0,0,0,0,-0.0325272090628356,0,0,0,0.0391563590026226,0,0,0,-0.0110377109010247,0.0159366883271872,0,0,0,0.00127103251253358,0.00663215807615535,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0.167070004200405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385171738544671,0,0.0533432781897407,0.0048185878997891,0,0,0,0.224369379461484,0.177260940485972,0,0,0,0,0,0,0,0.104551482058694,0,0,-0.218635479851706,0.0117712521518574,-0.0154714264225941,0,0,0,0,0,0
X002241.SZ,0,0,0,0.23827551268249,0,0,0,0,0,0,0,0,0,0,0,0.198057753182172,0,0,0,0,0.0606641097380085,0,0,0,0,0,0,0,0,0,0,0,0.0285267785259329,0,0,0,0,0,0.18165724686345,0,0,0,0,0,0,0.0199433309812365,0,0,0,0,0,-0.020016677240223,0.00133018179575689,0,0,0,0,0,0
