,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X000625.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000338.SZ,X002371.SZ,X002304.SZ,X000596.SZ,X600031.SH,X000063.SZ,X000100.SZ,X000157.SZ,X300014.SZ,X600089.SH,X002179.SZ,X002236.SZ,X600703.SH,X000977.SZ,X002463.SZ,X600741.SH,X600372.SH,X002241.SZ,X002049.SZ,X600066.SH,X002028.SZ,X000661.SZ,X000921.SZ,X002129.SZ,X600584.SH,X600522.SH,X601877.SH,X000800.SZ,X601799.SH,X600566.SH,X600183.SH,X002074.SZ,X600418.SH,X002223.SZ,X002007.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0965501345036885,0,0.0191708065671833,0.172766511852267,0,0,0,0,0.00886201365429387,0,0,0,0,0,0,0.0724348200736674,0,0,0,0,0.0485330311983148,0,0,0,0,-0.0506733558504967,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0637821722597572,0,0,0,0,0,0,0,0,0,0,0,0,-0.0076271707804724,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.296246294536182,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.036637135733516,0,0,0,0,0.0542414144411849,0,0,0,0,0,0,0,0,0,0.0345536704134423,0,0,0,0,0.066749327084297,0.0950086177332737,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406129465115084,0,0,0,0,0,0,0
X600809.SH,0.296078762856853,0,0,0,0,0.1105853352258,0,0,0.036257818138573,0,0,0,0,0.0223111258595811,0,0,0.125352644653686,0.117569980661216,0,0,0,0,0.0906252691333082,0,0,0,0,-2.71050543121376e-20,-0.0467502241388391,0,0,0,0,0,0,0,0,0.0235344093993348,0,0,0,0,0,0,0,0,0,0,0.0363237112852189,0,0,-0.0330876098921222,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0367047909103764,0,0,0,0,0,0,0,0,0,0,0,0,-0.045170604929654,0.0839961589818691,0.0997236267951442,0,0,0,0,0,0,0.0590971849628328,-0.0152341445892168,0,0,0,0,0.0185462265838964,0,0,0.167432708031543,0,0,0,0,0.0277111534737155,0,0,0,0,-0.0135842276899292,-0.000397547673387662,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0482106365490192,0,0,0,0,0,0,0,0,0,0,0,0.066059248375603,0,0,0,0,0,0,0,0.179829885605892,0,0,0,0,0,0,0,0.190626546665011,0,0,0,0.0480914192525009,0,0.0168018301844822,0,0.0035013432758178,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.934294072726489,0.0994598558082956,0,0,0,0,0,0,-0.00587778782284135,0,0,0,0,0,0,0.0195761863809207,0.00250856893531922,0,0,0,0,0,0,-0.0290513940737153,0,0,0,-0.0784739342855876,0,0,0,0,0,0,0,0,0.117444001306123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00918547960820438,0.00353139615062129,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.106579419837426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264054103640275,-0.0205279114949578,0,0,-0.122111625644035,0,0,0,0,0,0,0,0.147614880471834,0,0,0,0,0,0.0321799370893317,0,0.0556937200748842,0,0.012153772636451,0,0,0,0,-0.0280390323489336,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0807233853693587,0,0,0,0,0,-0.00999060068139063,0,0,0.196457257066863,0.0677919143230253,0,0,0,0,0,0.0503898593838834,0,0,0.124839392720334,0,0,0,0,0,0,0,0,0,0,0,-0.0238878695175108,0.178687279448389,0,0,0,0,0,0,0,0,0,-0.0851655178755032,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,-0.0122414264729144,0,0,-0.185868399636108,0,0,0,-0.00920123252423794,0,0,0,0,0,0,0,0,0,0.112678836577345,-0.00110029489102085,0,0,0.240954294041834,0,0,0,0,0,0,0,-0.10090152472364,0,0,0,-0.0999892581335017,0.249833675562962,0,0,0,0,0.155851062175517,-0.00164924403563312,0.216638403456926,0,0.182344654335529,-0.127681717859597,0,0,0,0,0,-0.0903323791780444,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286121088519076,0,0,0,0,0,0,0.434071021644065,0,0,0,0,0,0,0.0709468905855021,0,0,0,0.0263453189604707,0,0.0811880266855044,0,0,0,0,0,0,0,0,-0.0979012253707439,-0.0109825546214274,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857699342644418,0,0,0,0,0,0,0,0,0.189556925110808,0,0,0,0,0,0,0,0,0.0118700036376158,0,0,0,0,0,0,0,0,0,0,0.0983263473506476,0.0525011448820319,0.000972620373372246,0,0.422924903655374,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X600104.SH,0,0,0.0528647899900949,0,0,0,0,0,0,0.0265995225333179,0,0,0,0,0,0.0360347195147606,0,0,0,0,0,0,0,0,0,0,0.00960254651151608,0,0,0,0,0,0,0,0,0,0,0,0.0536067268012065,0,0,0,0,0.0750637920013157,0.0327518113022653,0.0218460227417726,0.0170459780720308,0,0,0,0,-0.0107385346946282,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0202743430226984,0,0,0,0,0.0669652227112741,0,0,0,0,0,0,0.125129735348424,0,0,0.22876352725908,0,0,0,0,0.0476572664978721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00748646741573008,0,0,0,0,0,0,0
