,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000568.SZ,X002475.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X000596.SZ,X002236.SZ,X601877.SH,X600703.SH,X600183.SH,X002007.SZ,X000100.SZ,X300003.SZ,X300142.SZ,X000157.SZ,X000625.SZ,X002241.SZ,X002179.SZ,X600271.SH,X300124.SZ,X600867.SH,X600498.SH,X002008.SZ,X300014.SZ,X002463.SZ,X300136.SZ,X002506.SZ,X300146.SZ,X600177.SH,X002049.SZ,X002129.SZ,X600066.SH,X000977.SZ,X600487.SH,X000050.SZ,X002371.SZ,X000066.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.260361775831419,0.0338154644426269,0,0,0.107047497256874,0,0,0.0526285500811097,0,0,0,0,0,0,0,0,0.0269670869002891,0,0,0.0158333893984893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00652380482191751,0,0,0,0,0,0,0,0,0,0,0,0,0.0314549686533708,0.00107415056779009,0,0,-0.0112976191504847,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.35772881245626,0.130281988051596,0,0,0,0,0,0,0,0.0426276188448863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0616811656884569,0,0,0,0,0,0.0069171188906185,0,0,0,0,0.0917155196503711,0,0,0,-0.00775687111196017,2.71050543121376e-20,0,0,0,0,0,0
X000651.SZ,0,0.0908396586728536,0,0,0,0,0,0,0,0.179010872361019,0,0,0,0,0.110834946182612,0.11585797561917,0,0.0116094620318994,0,0,0,0,0,0,0,0.0484509378908557,0,0,0,0,0,0,0,0,0.00999894003804695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00741648079691548,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0252830184662798,0,0,0,0,0,0,0,0.226728594457964,0,0,0,0,0.0380307305707272,0,0,0,0.225642636908447,0,0,0,0,0,0,0.146662516013106,0,0,0,-0.00860868014379267,0,0,0,0,0.117657013143207,0,0,0,0,0,0,0,0.018132962147486,0,-0.0140786205720355,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284076188728366,0,0,0,0,0,0,-0.0531221606842205,0.070509823867935,0,0.101263174970154,0,0.0315220934573487,0.100050819342732,0,0,0,0,0,0,0,0.087102328998026,0,0,0,0.0412310104111043,0,-0.0510126368476087,0,0,0.0277610387950361,0,0,0,0,0,-0.0261812852065657,0,-0.0104723065292725,0,0,0,0,0,0
X002415.SZ,0,0.188907749165628,0,0,0,0,0,0,0,0.098428814516902,0,0,0,0,0,0,0,0.0275822655770159,0.5376636348571,0,0,0,0,0,0.002107487189453,0,0,0,0.219492125448132,0,0,0,0,0,0,0,0.00065171041972068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222072153197743,0,0,0,0,0,0,0
X002304.SZ,0,0.12611157380751,0,0,0,0,0,0,0.153667474883251,0,0,0,0,0,0.216716212669287,0.0449851012215138,0,0.061550926144291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095018019788317,0,0,0,0,0,0,-0.0573266815890352,0,0,0,0,0,-0.0697739688341362,0,0,-0.0185519062506194,0.0498124733435065,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0862831809290674,0,0,0,0,0,0,0,0,0,0,0.0255335685702266,0,0,0.363307331029047,0,0,0,0,0,0,0,0,-0.0195707241890873,0,0,0,0.0125148821634611,0,0,0,0,0,0,0,0,0,0.265911538499817,0,0.0100468867323337,0,0,-0.00814420074981961,0.0363013618782705,0,0,0,0,0,0
X000568.SZ,0,0.238045753337501,0,0,0,0,0.218048303647573,0,0,-3.46944695195361e-18,0.0340850414593473,0.31813214284313,0,0,0,0,0,0.0508783764316091,0.148101816153515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00481667028277941,-0.0262198247069802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00744744303701708,-0.0246870357606584,0,0,0,0,0,0
X002475.SZ,0,0.119080731897774,0.205678874518734,0,0,0.307060294996173,0,0,0,0,0.0356976968937062,0,0,0,0.131620083559423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632000355158404,0,0,0.0602490559667877,0,0,0,0.11034898124346,0,0,0,0,0,0.123690470716986,0,0,0,-0.000400720383464753,-0.00932619182934602,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0968730625603209,0,0,0,0,0,0,0,0,0.0334922563823016,0,0.1069875553949,0,0,0,0,0,0,0,0.157740358654562,0,0,0,0,0.197201501023678,0,0,0.0660030223732461,0,0,0,0,0.0193878021188793,0,0,0,0,0,0,0.12170991401144,0,0,0.0183543598367997,0.0551496297432292,0,0,0,0,0,0
