,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X000063.SZ,X000725.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000596.SZ,X000100.SZ,X002236.SZ,X300014.SZ,X002371.SZ,X601877.SH,X300003.SZ,X600183.SH,X300124.SZ,X002007.SZ,X000157.SZ,X002456.SZ,X000625.SZ,X002008.SZ,X000977.SZ,X002129.SZ,X300142.SZ,X600271.SH,X300136.SZ,X600584.SH,X000066.SZ,X002180.SZ,X002463.SZ,X002179.SZ,X600066.SH,X600118.SH,X600177.SH,X002049.SZ,X000050.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0178214700185637,0,0,0.0482753854261228,0,0,0.0370758552968241,0,0.271474475960741,0,0,0,0,0,0.173652568390548,0,0,0,0,0,0,0,0,0,0.114452339721093,0,0,0,0,0,-0.0480688933593381,0,0,0,0,0,0,0,0,-0.0319474891703235,-0.0506262184353817,0,0,0,-0.0511888635054674,0,0
X000858.SZ,0,0,0,0,0.000773561964131259,0,0,0,0,0,0,0,0.0136812952582611,0.489396360864193,0,0,0,0,0,0.00766383985469689,0.0242601573722621,0,0,0,0,0,0,0,0,0,0,0.00657462480988434,0,0.0386386564011043,0,0,0,0,0,0,0.0726715622521126,0,0,0,0,0,0,0,0,0,0,0,-0.00920643563621929,0,0,0,0,0,0
X600276.SH,0.140164692083763,0,0,0,0,0,0,0,0,0,0,0,0.147754609047651,0,0,0.0930923245069408,0,0,0.17369828359835,-3.46944695195361e-18,0.011551849598302,0,0,0,0,0,0,0,0,0.157086516360622,0,0,0.00725650409913309,0,-0.0738907422425321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358687808183833,-0.0118693341340768,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0294699422671682,0,0,0,0,0.152749568044154,0,0.325334193348191,0,0.00865990433333564,0,0,0,0,0,0,0,0,0.0492045228289246,0,0,0,-0.0449919791222648,0,0,0,0,0,0,0,0.125906019754719,0,0,0.026883417454895,0,0,0.107153496905406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.148746184566539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152989427874015,0.0237954509700704,0,0,0,0,0.0676152124550436,0,0,0,0.227419600638307,0,0,0.0807371446045491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177192065203019,0.00410809351973504,0,0,0,0.0466484106126887,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.155583821731881,0,0,0,0.0894081892148164,0,0,0,0,0,0,0,0,0,0,0,0.0183633143315763,0,0.0742896864125277,0,0.239811532451269,0,0.0115483854926284,0,0,0,0,0,0,0,0,0,0,0,-0.00901348429203733,-0.0356628879639839,0,-0.0740821724816503,0,0,0,0,0,0,0,0,0.00667994292598641,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637287272721242,0,0,0,0,0.346935389826358,0,0,0.0736918166809603,0,0,0,0,0.00751097724099298,0,0,0,0,0,0.0892688995466666,0,0,0,0,0,0,0,0.0466889034615072,0.159594447400168,0,0,-0.0263068529997502,0,0,0,0,0,-0.0411450190690707,0.0590819214575042,0,0,0,-4.33680868994202e-19,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.173108153318337,0,0,0,0,0,0,0,0,0,0,-0.0563998419717417,-0.0147043584873114,0,0,0,0,0,0,0,0,0,0,0,0,0.0327649927392157,0.125300832307976,0,0.0347548767070697,0,0.142455632258393,0,0,0.0722970937635239,0,0,0,0,0,0,0.0250655375770041,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173818939801072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106627069010017,0.210008668447039,0,0,0.061776537629135,0.0797947745845476,0,0,0,0,0,0,0,0.039561825783306,0,0.123377261547631,0,-0.0259098631635285,0.0163912288403989,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197337862447404,0,0.0917491359548225,0.0337761698353843,0,0,0,0,0,0,0.00500451891865656,0,0,0.0615251716493214,0,0,0,0,0,0.0710118335040809,0,0.0395473314288581,0,0,0,0,0,0,0.0736203167836147,0,0,-0.0187449277865393,0,0,0,0,0,0
X002304.SZ,0,0.146152787023671,0,0.0530085692753789,0,0,0,0,0,0,0,0,0,0.0184277628656504,0,0,0,0,0,0,0.166463472178646,0,0,0,0,0,0,0,0,0.0157247538237273,0.013601987092912,0,0.0676019959750845,0,0.0175652986998643,0,0,0.104896732605676,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0807983751696939,0.0377362281812694,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.00995244774784208,0,0,0,0.17089027093756,0,0,0,0.0554919471763867,0,0,0,0.0312184008672387,0.143365244508257,0.089977744841414,0,0,0,0,0,0,0,0,0,0.391237665641217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230401223497985,0.0290581432612796,0,0,0,0,0,0
X600690.SH,0,0,0,0.302890366486071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.117196506280451,0.0991211374598229,0,0,0,0,0.0914051026472485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.00491018987569653,0,0
