,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X002304.SZ,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X300014.SZ,X003816.SZ,X000100.SZ,X000063.SZ,X000596.SZ,X600703.SH,X000157.SZ,X002241.SZ,X002129.SZ,X600741.SH,X000625.SZ,X002371.SZ,X002236.SZ,X002179.SZ,X002007.SZ,X601877.SH,X300142.SZ,X002049.SZ,X600584.SH,X002414.SZ,X000799.SZ,X600183.SH,X601799.SH,X300003.SZ,X000800.SZ,X002074.SZ,X300146.SZ,X002008.SZ,X000066.SZ,X600707.SH,X600089.SH,X000977.SZ,X600460.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.159065601865931,0,0,0,0.244802295316043,0,0.0340607173537908,0.0413388324485151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573300857306844,0,0,0,0,-0.0978937578926886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233389930204374,-0.0163613388506694,0,0,0,-0.00908224624690349,0,0
X000858.SZ,0,0,0,0,0,0.365058689988886,0.171287625047209,0,0,0.0648026443705281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111374346012073,0,0,0,0,0.0226724712737205,0,0,0,0,0,0,0,0,0,-0.0104453110979955,-0.018053937736729,0,0,0,-0.033299832885873,0,0
X002415.SZ,0,0,0,0,0,0.08916362600652,0,0,0,0.0886829859524678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226260402293848,0,0.237306556708406,0,0,0,0,0,0.0647994353703694,0,0,0,0,0,0.0701774369184576,0,0,-0.0206518066690468,0,0,0,0,0,0.0431632721227597,0.0104497567654784,0,0,0,-0.0279881522780795,0,0
X600276.SH,0,0,0,0,0,0.04439672840047,0.0741141332646286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582058392314338,0,0,0,0,0,0,0.148594274379274,0,0,0,0,0,0,0,0,0.0522514427472178,0,0,0,-0.0696585694331858,0,0,-0.00736347693094057,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0424438634187427,0.236521822252287,0,0.0673194474796958,0,0,0,0,0,0.0492309512452,0,0,0.00348035193463955,0,0,0,0,0,0.108260723961323,0,0,0,0,0,0,0,0,-0.0295955968434771,0,0,0,0,-0.0824007760104134,0,0,0,0,0,0,0,0,0,0,0,-0.0542146254216443,-0.0225677315629371,0,0,0,0,-0.0221874588322823,0,0
X000568.SZ,0.174626488264597,0.502196987733433,0,0,0,0,0.0286306403676013,0,0,0,0,0,0,0,0,0,0.0554471326842027,0,0,0,0,-0.0349689032801271,0,0,0,0,0,0,0,0,0.0779062820424194,0,0,0,0,0,0.242814846411403,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0260911332714695,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.0203767920178341,0,0,0.244954632386178,0,0.0574694662538576,0,0,0,0,0.0295364951208101,0.0887767416747635,0,0,0,0.159403072914627,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.117973853927919,0,0.222154046762693,0,0,0,0,0,0,-0.0241289989380382,0,0,0,0,0,0,-0.073591896164302,0,0,0,-0.0908990839020839,0,0
X600690.SH,0,0,0.139196383022897,0,0.0744730762304246,0,0.205423205697181,0,0,0,0,0,0,0.122837731437967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238520238167639,0.110025858029491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149863221746945,0,0,0,0.0771582306772,0,0,0.0186682382273926,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.155988587560272,0,0,0,0.0194262557303468,0,0.081748702372975,0,0,0.0833090176554206,-0.0519758130366999,0,0,0,0,0.09223476455426,0.134754307137218,0,0.13880260905982,0,0.0427163039013097,0,0,0,0,0,0,0.0810210846630522,0,0,0,0,0.0869917710211435,0,0,0,0,0,0,0,0,0,0,0,0,-0.0404952754544021,0,0,0,0,0,0,0
X002304.SZ,0,0.232398560342808,0,0,0,0.214109374465642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101446664692023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065705157028352,0,0,0.18075570390006,0,0,0,0,0,0,0,0,0,-0.0231237258827881,0,0,0,0,0,0,0
