,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X600031.SH,X600741.SH,X002475.SZ,X002241.SZ,X600066.SH,X002236.SZ,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X002085.SZ,X600271.SH,X600118.SH,X000157.SZ,X600089.SH,X300124.SZ,X600522.SH,X600177.SH,X002508.SZ,X002007.SZ,X600372.SH,X300136.SZ,X600699.SH,X000981.SZ,X300003.SZ,X600487.SH,X000066.SZ,X002294.SZ,X600867.SH,X002074.SZ,X002008.SZ,X000559.SZ,X002180.SZ,X600566.SH,X000623.SZ,X002426.SZ,X002292.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0249130437570781,0,0,0,0,0,0,0,0,0.20601885098622,-0.103896021994488,0,0,0,0,0.0861052668362006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193287727004644,0,0,0,0,0,0,0,0,0.0567174200052641,0,0,0,0.0054544403971922,-0.0012086593313274,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.0579934592496583,0,0,0,0.119509187723611,0,0,0,-0.0382931186287813,0,0,0,0,-0.0383492744706163,0,0,0,0,-0.0133923409919875,0,0,0,0.195934543605432,0,0,0,0,0,0,0,0,0,0,0,-0.0369749234010676,0,0,0,0,0,0,0,0,0,0,0,0.00537720491820196,-0.00494790190687725,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.100078711383355,0,0,0,0,0,0,0.0280276679638415,0,0,0,0,0,0,0.29371796395476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408150650729737,1.73472347597681e-18,0,0,0.0351962989574771,0,0,0.00173123129494884,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.286912515549459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00678493382930633,0,0,0,0,0,0,0,0,0,0,0,0,0.0400547581926556,0,0,0,0,0.0129736283377479,-0.0018780116818613,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0487146062012885,0,0,0,0,0.00988139643552975,0,0,0,0.337328712374654,0,0,0,0,0,0,0,0.0882221173981758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736452362436988,-0.0574166138836275,0,0,0,0,0,0,0,0,0,0,0,0.00831811124061845,-0.000989179937730315,0,0,0,0,0,0
X002304.SZ,0,0,0,0.116778312107124,0.0657478012575993,0,0,0,0,0,0,0,0.283028931837919,0.0752804384329609,0,0,0,0,0,0,0.0725498377134662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744385930978499,0,0,0,0,0,0,0.0345290343088784,0.0631965594819678,0,0,0,0.00101606584587709,-0.00392099597441184,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.010929930102157,0,0,0,0.176204903584504,0,0,0,0,0,0,-0.0864777859256793,0,0,0,0.101635669743412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487557873843677,0,0,0,0,-0.0582635237638557,0,0,0,0,0,0,-0.108148883429394,-0.00122882131991268,0.00367160031287324,0,0,0,0,0,0
X000725.SZ,0,0,0,0.278234331662434,0,0,0,0,0,0,0,0,0,0,0,-0.177697421640172,0,0,0,0,0.0438188774359518,0,0,0,0,0,0,0,0,0,0,0,0.136141503061789,0,0,0,0,0,-0.00624675921539691,0.00363439141351091,0,0.0968096735159719,0,0,0,0,0,0.0170867494721473,0,0.256628139864013,0,-0.0283383340612712,0.00775413169568218,0,0,0,0,0,0
X000625.SZ,0,0.0601594251921225,0,0,0,0,0,0.0308928744793944,0,0,0,0,0,0,0.211657915601875,0,0,0,0.178240952260036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070508016534893,0,0,0,0,0,0,0,0,0,0,0,0,-0.005087068011593,-0.00132031328049594,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.238106356414571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168738507853994,0,0,0.0238588745584833,-0.0504644949294802,0,0.0930525045368832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336009260577118,0,0.0134963253915259,-0.00694021992898161,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.045251409128254,-0.101254437379358,0,0,0,0,0,0,0,0,0,-0.0231762564672247,0,0,0,0,0.213480468402701,0,0,0,0.20085266769218,0,0,0,0,0,0.0358048163365677,0.0108085165990569,0,0,0,0,0,0,-0.0342317760565048,0,0,0,0,0.00641610024039622,0.00437859135976291,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.103992348017066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251002165969937,-0.0766983978422172,0,0,0,0,0,0,0,0,0,0,0,0,0.0221550156746009,0,0,0,0,0,0
X000568.SZ,0.0691393315199253,0,0,0.0166253045151625,0.781093514574681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534212569240265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127366178233287,0,0,0.120289211374898,0,0,0,0.00689773191327198,0,0,0,0,0,-0.0089194194470376,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.136246537014059,0,0,0,0,-0.0711965376247035,-0.0160893198041043,0,0,0.112713169555733,0,-0.191576709264712,0,0,0,0,0,0,0.0192042438846884,0.0978438374891748,0,0,0,0.306945239734922,0,0,0,0,-0.0492945306427883,0,0,0,0,0.23900132638405,0.039531405690311,0,0,-0.0332345936149772,-0.0375537200234875,0,0,0,0,0,0,0,0.00712034851151464,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.0535106960428788,0,0,0,0.175817361817114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000336056987850797,0,0,0,0,0,0,0.113669531604472,0,0,0,0,0,0,0,0,0,0,0,0,-0.00210993496892155,-0.00615160821283117,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0653727770150659,0,0,0,0,0,0,0,0,0,0,0.105476169182218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510216372704887,0,0,0,0.0894053825174836,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.54352009572647e-05,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0590142902312827,0,0,0,0.0476133749702418,0,0,0,0.103599941848263,0,0,0,0,0,0,0,0,0,0,0,0.00705726825963692,0,0,0.0695875588454074,0,0,0,0.0989458563445217,0,0,0,0,0,0,0,0,0,0,0,0.0360560751917813,0.0062960161636031,-0.00304738589728606,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,-0.0216953492553396,0,0.0397228161174505,0,0,0,0,0,0,0,0,0.0784961725493131,0,0,0,0,0,0,0,0,0,0.152491477624292,0,0,0.274572624814573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169744577389745,0.00123993633117441,0,0,0,0,0,0
X002236.SZ,0.222435489766247,0,0,0.19716799440665,0,0.0253311590420251,0,0,0,0,0.0649912962808162,0.066837758090542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191819575179489,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.00725028164300532,0.0920377767723099,0,0.152444900116593,0,0.0502402586111102,-0.0190256431050579,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00476847985722636,0,0,0,0,0,0,-0.0458656941895621,0,0,0.212461207442897,0.11081608391852,0,0,0,0,0,0,0,0,0,0,0,-0.0461457861500353,0,0,0.324526741436475,0,0,0,0,0,0,0,0.0545888390865181,0.00983810547266774,-0.0125800402172684,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.103092147409264,0,0.140576883828772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572712556054885,0,0.0358358482391826,0,0,0,0,0,0,0
X601877.SH,0,0,0,0.129419613353584,0,0.0240979197573799,0,0,0,0,0,0.0431426466673656,0,0.0122399860463203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028550854689567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738121891499636,0,0,0.114214403537256,0,0,0.00497622898550037,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0420145274710802,0,0,0,0.299817848768473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179236467675886,0,0,0,0,-0.0065541900369334,0,0,0,0,0,0,0,0,0,0,0.378943058886702,0.0101623572262346,0.00263981220916646,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,-0.046423846826359,0,0,0,0,0,0,0.135761623181852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12493990445347,0,0.0236920997659356,0,0,0,0,0.108767135952148,0,0,0,0,0.0041321646922778,0,0,0,0.0623413586883018,0.056772713033948,0,0,0,0,0,0,8.67361737988404e-19,0.00539169158496562,-0.00171722559655408,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0.00961268996267232,0,0.0452996232111802,0.0436618508827413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373589933783388,0,0,0,0,0,0.0297132178487415,0,0,0,0,0,0,0.0157730739254536,0,0,0,0,-0.000598928066654904,0,0,0,0,0,0,0
