,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600271.SH,X000100.SZ,X600118.SH,X000559.SZ,X600066.SH,X600372.SH,X000157.SZ,X002241.SZ,X600089.SH,X002292.SZ,X002475.SZ,X600741.SH,X002236.SZ,X000338.SZ,X300124.SZ,X002465.SZ,X300003.SZ,X000568.SZ,X600839.SH,X600177.SH,X002129.SZ,X002294.SZ,X002074.SZ,X600867.SH,X002506.SZ,X002276.SZ,X000800.SZ,X000977.SZ,X000869.SZ,X600498.SH,X002008.SZ,X600582.SH,X002180.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.13698884720714,0,0,0,0,0.0944558838704269,0.314894403419622,0,0,0.00594861531010111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00537966460411103,0,0,0,0,0,0.0175310072837039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272428520279804,0,0.00512146546245229,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.176011183077303,0.393698785424103,0,0,0.105030882643476,0,0,0,0,0,0,0,0,0,0,0,0.124631978501063,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.0229848881737827,0,0,0,0,0,0,0,0,0,0,0,0,0.000217259581066597,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.0185799764445086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164771345455378,0,0.209587214867776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475673493180987,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110972533279061,0,0,0,0,0,0,0,0,0.0104851961533819,0.167184186700902,0,0,0.0924725130770407,0,0,0.0123526673393173,0,0,0,0,0,0,0,0,0,0,0,0.0303008827038708,0,0.114052689877761,0,0,0,-0.0236747939649914,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0299813881121962,0,0,0.0295663640129389,0,0,0.264183018079581,0,0.0719550558118446,0,0,0.0247547233110611,0,0,0,0.0437172139995922,0,0,0,0,0,0,0,0,0,0.0446471845152021,0,0,0,0,0,0,0,0,0,0.0709796684916852,0.107620401842038,0,0,0,-0.0266218302449502,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0842821583383768,0,0,0,0,0.0191936595165043,0,0,0,0,0,0,0,0,0,0,0,0,0.0352481662527486,0,0,0,0,0,0,0,0,0,0,0,0.170373257420408,0.0677192695623822,0.0625906855237933,0,0,0.131034154324832,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.153389558245508,0,0.261135598457536,0,0,0,0,0,-0.035037034812198,0,0,0,0,0,0,0,0,0.0842669697287971,0,0,0,0,0.244862057812506,0,0,0,0,-0.0413128854947716,0,0,0.00834878092231288,-0.0466548070808821,0,0.217422099618199,0,0,0,0,0,0,0,0.0242581688835459,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0682296487719938,0,0,0,0,0,0,0,0,0,0.0913705423034373,0,0,-1.35525271560688e-20,0.226124753406954,0,0.274165674191747,0,0,0,0,0,0,0.0428351022311171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.259313152722235,0,0,0,0.193214063120319,0.0773699409751907,0,0,0,0.0539367758038082,0,0,0,0,0,0,0,0.0592494734740757,0,0,0,0,0.0362208118546984,0,0,0,0,0,0.00806150621874052,0.0348970896737922,0,0,0.0625536998749889,0,0,0,0,-0.000175910479657521,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0882314277436807,0.0735565082515501,0,0,0,0.0083319341898536,0,0,0,0.0916360411993948,0,0,0,0,0,0,0,0.174560043777269,0,0,0.0723411820463751,0,0.0567066219524642,0,0,0,0,0,0,0,0,0.00793758402777616,0,0,0.144852572985395,0,0,0,0,0,0,-0.0172774744111103,0,0,0,0,0,0,0
X600703.SH,0,0.210889005036772,0,0,0,0,0,0,0,0.130534995677569,0,0,0.152223033686604,0,0,0,0,0,0,0,0,0,0,0,0.142684209116757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202820372441915,0,0,0,0,0,0,0,0,-0.0290936646821278,0,0,0,0,0,0,0
