,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X600703.SH,X000100.SZ,X002007.SZ,X300003.SZ,X000157.SZ,X002236.SZ,X600271.SH,X300142.SZ,X002008.SZ,X300124.SZ,X002179.SZ,X002506.SZ,X600183.SH,X000625.SZ,X600177.SH,X600498.SH,X600867.SH,X300014.SZ,X600487.SH,X002241.SZ,X600066.SH,X002371.SZ,X000977.SZ,X000050.SZ,X300146.SZ,X600522.SH,X600118.SH,X000066.SZ,X600372.SH,X600566.SH,X600776.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.223473849915583,0,0,0,0,0,0,0,0.0664640601400605,0,0,0.118131874752494,0,0,0,0,0,0,0.0177592713839237,0,0,0,0,0.0454714568059909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500960945156711,0,0,0,0,0,0,0,0,0,0,0.0402135363310554,0,0,0,0,0,0,0.0281730694113291,0,0
X000858.SZ,0,0,0,0,0,0,0.198818302971132,0,0,0.121002021838923,0,0,0.0816278889896576,0.182482653584448,0,0.068957606748937,0.275098636136303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110643280853183,0,0,0,0,0,0,0,0,0,0,-0.0145397719674285,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.179173695528387,0.105075944003707,0,0,0,0.165411184989596,0.153699053693752,0,0.0281240824522808,0,0,0.0834372671596675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154289710866951,-0.0164098586466811,0,0,0,0.000267235543109767,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.187344801034752,0,0.0274914309953615,0,0,0.190850899572573,0,0.000831902261753495,0,0,0,0,0,0,0.0227608444076518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275155147252549,0,0,-0.0307358373342413,0,0.234437587629142,0,0,0,0,0,0,0,0.000450784936277642,0,0
X600104.SH,0,0,0.0777214244800801,0,0,0.021050536835919,0,0,0,0,0,0,0,0,0.199265489807919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239694877839546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00973549826415222,0,0,0,0,0.000902992942207369,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.317319179476408,0,0,0,0,0,0,-0.0417770990728823,0,0.0242175550925494,0,0,0.574765712776776,0,0,0,0,0,0,0,0,0,0,0,0,0.16148220123025,0,-0.000296963124935244,0,-0.140311975278165,0,0,0,-0.0241431851023771,0,0,0,0,0,0,0,0,0,0,0.0121602507563102,0,0
X002304.SZ,0,0.340820511462838,0,0,0,0,0,0,0,0,0,0,0.0981809151610072,0,0,0.0973739023424758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373716767264049,0,0,0.00128017059678565,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,-0.0186747263934525,0,0,0,0.054429724020631,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.127712612966461,0,0,0.174075362247223,0,0,0,0,0,0,0.092701628177368,0,0,0,0,0,0,0,0,0,0,0.0382126673137385,0,0,0,0,0,0.0240511034193811,0,0,0,0,0,0,0,0,0,0,0,0,0.25755673981903,0,0,-0.0394561747797747,0,0,0,0.0362764949717842,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00860849859977002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807324179040496,0.0276857534511718,0,0.0990423486263168,0.120136111538385,0.352982121419918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00644879756702135,0,0
X000568.SZ,0,0.329020041617459,0,0,0,0.0141187821442431,0,0,0,0,0,0,0,0,0,0.0383840314522953,0.0668477985614416,0,0,0.067480494162314,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0577741382127182,0,0.104792512692071,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0782750674770673,0,0,0,0,0,0
