,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002236.SZ,X000568.SZ,X600271.SH,X000100.SZ,X600031.SH,X002241.SZ,X600118.SH,X600177.SH,X002292.SZ,X000338.SZ,X002007.SZ,X002475.SZ,X600372.SH,X000559.SZ,X002456.SZ,X002180.SZ,X002074.SZ,X002506.SZ,X300003.SZ,X000157.SZ,X600867.SH,X600522.SH,X002426.SZ,X002294.SZ,X600089.SH,X000981.SZ,X002085.SZ,X002508.SZ,X300124.SZ,X601877.SH,X000869.SZ,X002465.SZ,X600498.SH,X000050.SZ,X002179.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.273100341646556,0,0,0.155927243143479,0,0,0,0.167797947118126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581866437666893,0,0,0,-0.0466632216102709,0.0274296207719327,0.061463278333577,0,0,0,0,0,0,0,0,0,0,0,0.0609611804848163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0.137754571326922,0,0.0133369409648853,0,0,0,0,0.338007818492828,0,0,0.115451772080194,0,0,0,0,0,0,0,0,0,0,-0.0474336356410556,0,-0.0303066118412676,0,0,0,0,0.0169340740236525,0,-0.0199574851924453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461789866951631,0,0,0,0,0.0196851351239178,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0435720696090101,0,0,0,0,0,0.0159511946940335,0,0,0,0,0,0,0,0,0.0794630477905493,0.0552838549429201,0.0234501224991003,0,0,0.0447188772006844,0.0760134140971295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884603757202226,0,0,0,0,0,0,0.0182815615189607,0,0,0,0,0,0,0
X000858.SZ,0.0531554702055189,0,0,0,0.278321151699684,0,0,0,0.301095304407924,0,0,0,0,0,0.195917526269493,0,0,0,0,0,0,0.0192921513070777,0,0,0,0,0,0,0,0,0,0,0,0,0.0463611447151426,0,0,0,0,0,0,0,0,0.0376297956807081,0,0,0,0,0,0,0.0201193265876998,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.512988735385282,0,0,0,0,0,0,0,0,0,0,0.00400936256224969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0135978445848866,0,0,0,0,0,0,0.138404293123402,0.0047432714723328,0,0,0,0,0,0,0,0.0440962051290399,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0128657291543661,0,0,0,0,0.201791934000461,0,0,0,0.071078669845681,0.044956958850522,0.00896710145399318,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145858012004376,0.019024816348176,0,0,0,0,0,0,0,0,-0.0197516957874522,0,0,0,0,0,0,0,-0.0224733116704288,0,0,0,0.000244990303888494,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.000720123550591445,0,0,0,0,0.113453426146608,0.0497618502636597,0,0,0,0,0.0244374636481713,0,0,0.0766350769864389,0,0,0.0290937149680393,0,0,0,0,0,0,0,0,0,0.0758977622424741,0,0,0,0,0,0,0,0,0,0,0,-0.0353373515264795,0,0,0,0,0,0,0
X000625.SZ,0,0.0988277019519477,0,0,0,0,0,0,0,0,0.0828473137690616,0,0.0471210117132338,0.0443529716436439,0,0.0713412102104529,0,0,0,0,0,0,0,0,0,0.0302842283681914,0,0,0,0,0,0,0,0,0.0767082043217424,0,0,0,0,0,0,0,0,0,0,0,-0.0297143931584544,0,-0.0245690272062706,0,0.0217967241960438,0,0,0,0,0,0,0
X600690.SH,0,0,0.133850622577925,0.0784657658342068,0,0,0,0.159918613484421,0,0,0,0,0.0435028052982654,0,0,0,0,0,0,0,0,0,0,0.160671289049055,0,0,0,0,0.0466871788335601,0,0,0,0,0,0.034357127598178,0,0,0,0,0,0,0,0.026503209596058,0.00435377958893286,0,0,0.0331252961190433,0.0241224996148556,0,0,0.0122881063937324,0.0445603207169538,0,0,0,0,0,0
X000063.SZ,0.0116085905070319,0,0,0.0440541049457511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132530305942738,0,0,0.00932270272026669,0,0,0,0.0511873971875277,0.0244228970912307,0.100365216380294,0.0663405972698631,0,0,0,0,0,0.0609901795333176,0,0,0,0.0773116415006301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
