,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000625.SZ,X300124.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X000157.SZ,X002179.SZ,X002236.SZ,X000977.SZ,X600703.SH,X002463.SZ,X600372.SH,X002241.SZ,X600741.SH,X002049.SZ,X000661.SZ,X002129.SZ,X600066.SH,X600584.SH,X600522.SH,X002028.SZ,X601877.SH,X000921.SZ,X000800.SZ,X601799.SH,X600183.SH,X002074.SZ,X600418.SH,X002007.SZ,X000988.SZ,X600566.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.127551541497391,0,0,0.258215592074328,0,0,0,0,0,0.0107437092860845,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.00332078491646079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213826594881824,-5.9578690250724e-05,0,0,0,0,0,0
X000858.SZ,0,0,0.0804799005488765,0,0,0.239731739408228,0,0,0,0,0,0,0,0,0,0,0,0,0.0116117298509458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661343096971064,0,0.0447967211330223,0,0.0450916527395542,0,0,0,0,0,0,0.0441474725626777,0,0,0,0,0,0,0,-0.0076705224734626,-0.0347888766056353,0,0,0,0,0,0
X600809.SH,0.17142609607973,0,0,0,0,0.14642998957549,0,0,0,0,0,0,0,0,0,0,0.235244561132955,0.0632795691514634,0,0,0,0.122167255316147,0,-0.00914847888267828,0,0,0,0,-0.00257002904831179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249172140814869,0,0,0,0,-0.0313178394459188,-0.0173413182987828,0.0422643577616523,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.120599037612192,0,0,0,0,0,0.0475463051491489,0,0,0,0,0,0,0,0,0,0,0,0,0.0206385352254619,0.166866889922216,0,0,0,0,0,0,0.0115330553438304,0,0,-0.0278132406694789,0,0,0,0,0,0.0894411199963417,0,0,0,0.0559593443788712,0,0,0,0,0,-0.0112691608385077,-0.0132489266164572,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.106506686331738,0,0,0,0,0,0,0,0,0,0.044381418638178,0,0.0510725082299959,0,0.0542265512343399,0,0,0,0.067235314807814,0,0,0,0.0215983191925211,0,0,0.17552039382401,0,0,0,0,0,0.0905420042669528,0,0,0,0,0.0207458468545235,0.0395498660521089,0,-0.0686145993380113,0,0,0,0,0,0,0,0
X000568.SZ,0,0.666615782722769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243341740736064,-1.73472347597681e-18,0,0,0.157596986053919,0,0,0,-0.0425763583734562,0,0,0,-0.0309626181952413,0,0,0,0,0,0.0828757882265563,0,0,0,0,0,-0.0428655585288662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0353424310870403,0,0,0,0,0.0943725610503147,0,0,0,0,0,0,0,0,0,0,0,-0.0727716654130066,0,0,0,0,0,0.0476316342975311,0,0.0089240340069869,0,0,0,0.209633644476541,0,0.00578965786000473,0.0494326053211258,0,0,0,-0.0175020217279824,0,0,0,-0.00787493335594421,0,-0.0487210733915422,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0438606883583574,0.101955224262668,0,0,0,0,0,0,0,0.0490511780720368,0,0,0.129711309250645,0,0,0,0,0,0,0,0,-0.121343495287134,0,0,0,-0.098963752275022,0,0,0,0,-0.0141969366811504,0,0.197895964783808,0,0,0,0,-0.0119288820263583,0,0,0,0,0,-0.0151931269457677,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0402469939119649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0471078892059241,0.181071312979192,0,0,0,0,0,0.512460170043082,0,0,0,0,0,0.109279337081022,0,0,0,0,0,0,0.0226902872462369,0,0,0,0,0,0,0,-0.0140001045030418,0,-0.0926371486652025,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.285953810089783,0,0,0,0,0,0,0,0,0,0,0,0,0.105938811965733,0,0,0,0,0.0440989850406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173593251764453,0,0,0,0.224657305431988,-0.121815419848101,0,0,0.338685816065725,0,0,-0.0165189226209495,-0.0632998134495453,0,0,0,0,0,0
