,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X600690.SH,X002415.SZ,X000651.SZ,X600809.SH,X002371.SZ,X003816.SZ,X000568.SZ,X000725.SZ,X600104.SH,X300124.SZ,X600031.SH,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002179.SZ,X000100.SZ,X002241.SZ,X600418.SH,X002463.SZ,X600089.SH,X600839.SH,X600584.SH,X600703.SH,X000977.SZ,X600372.SH,X002028.SZ,X000157.SZ,X002049.SZ,X600066.SH,X600522.SH,X002236.SZ,X002456.SZ,X002129.SZ,X600460.SH,X600183.SH,X600741.SH,X000066.SZ,X601877.SH,X600487.SH,X000800.SZ,X000661.SZ,X002185.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.461405864204241,0,0,0,0,0,0,0,0,0,0,0,-0.0137088652461325,0,0,0,0.196378867132342,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492209053116718,-0.126081448574906,-0.0244011595063276,0,0,-0.0310299249647446,0,0
X000858.SZ,0.587663187882632,0,0,0.0594100491373565,0,0,0,0.345627497123618,0,0,0,0,0,0,0,0,0,0,0.0172321986792604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187348038229642,0,0,0,0,0.0128491815670233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638633830516819,0,0,0.706229132449837,0,0.0936286348110656,0,0,0.00589931539035538,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0407012494179665,0,0,0,0,0,0,-0.0218243386076384,0,0,0,0.0204503956993482,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.126524196337285,0,0,0.0155456542169444,0,0,0,0,0,0,0.0374046018661214,0.303853797622344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416448512878443,0,0,0,0,0,0,0,0,0,0.108420892565323,0,0,0,-0.0826692090987739,0,0,0,0,0.00536331529420983,0,0
X600690.SH,0,0,4.33680868994202e-19,0,0,0,0.387012785741928,0,0,0,0,0,0,0,0,0,0.163525561420229,0,0.0805045519430416,0.00917752585728819,0,0,0,0,0.128689366981093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160809071660933,0,0,0,0,0.0197324296296108,0,0,-0.028639835976864,0,0,0,0,0.029334010617321,0,0
X002415.SZ,0,0,0,0,0.212047609658616,0,0,0.0951939146823127,0,0,0,0,0,0,0,0,0,0,0,0,0.154893888914086,0,0,0,0,0,0,-0.0331997936864514,0,0,0,0,0,0,0.0264515518443919,0.0283532527098088,0,0,0.13250836813922,0.0788879667596075,0.0448132876373426,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0211831744272054,0,0.0386585564766253,0,0,0,0,0
X000651.SZ,0,0,0,0,0.389618720978164,0,0,0,0,0,0,0,0,0.0244041063257518,0.0304958248113105,0,0,0,0,0.0189408687519912,-2.16840434497101e-19,0,0.012505721750622,0,0,0,0,0,0,0,0,0,0,0,0,0.036609051167136,0,0,0.0263893255541046,0.0501469218886164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.0294775749902622,0,0,0,0,0,0,0,0.0415940111394272,0.604856960217693,0,0,0,0,0,0,0,0,0.10852520507913,0.0706971484944764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168994829968735,0,0,0,0,0,0,0.0404258853010442,0,0,0,0,0.103675858563745,0,0,0.00718218210734772,0,0.28478869330748,0,0,0,0,0,0,0,0,0,0.212068786428316,0,0,0,0,0,0,0,0,0,0,0.0302628999350606,-0.0254771657438117,0,0,0,0.00439800391662405,0,0
X003816.SZ,0,0,0,0,-0.222240987946949,0,0,0,0,0,0,0,0,0.0087826479958589,0,0,0,0,0.142336098857366,0,0,0,0,0.199858520094684,-0.0444271358757208,0,0,0,0,0,0,0,-0.23857854854447,0.237875785540584,0,0,0,0,0,0,0,0,0,0,0,-0.0574221150149131,0,0,-0.0920073261715371,0,0,0,0,0.0880109521544706,0,0,0,0,0
X000568.SZ,0,0.064146696940703,0,0,0,0,0,0.64839052001157,0,0,0,0,0,0.087003527946218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499232569351196,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775968144024076,0,0,0,0,0,0.0228525963688408,0.0100622118376454,0,0.516576076481871,0,0,0,0,0.0732581780237187,0,0,0,0,0,0,0,0,0,0,0.00474341628385402,0,0.0108366867867337,0.000335720892496622,0,0,0,0,0,0,0,0,0,0,0,0.00691752955402616,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0778204517536193,0.202090537193086,0,0,0.0588806348223441,0,0,0,0,0,0,0,0,0,0,0,-0.0115288146952464,0.216009912294307,0,0,0,0,0,0,0,-0.0258200505446678,0.0800596216398097,0.0505161432074178,0,0,0,0,0,0.00475957452150309,0,0,0.0418645866830899,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525041363635717,0,0,0,-0.0265140591409669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831940262296868,0,0,0,0,0.0889181456689927,0,0,0,0,0,0,0,-0.152792434553888,0.0452737163972833,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0501089310996852,0,0,0,0.117521488066477,0,0,0,0,0,0,0,0,0,0.16666541572508,0,0,0,0,0,0,0,0,0,0,0,0,0.194841168451928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131454892517895,0.120547539071919,0,0,0,0,0,0.0681888829871675,0,0,0,0,0,0.0271924885009942,0,0.0615624782227874,0,0,0,0,0,0.136495874872193,0,0,0,0,0,0,0,0,0.256452002914399,0,0,0,0,0.0393177025426369,0,0,0.0440720143583806,0,0,0,0,0.158873635422613,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687162306745784,0,0.10714275779835,0,0,0,0,0,0,0,0,0,0,0,0,0.193031127443602,0,0.0646184475988244,0,0,0.0571341260206261,0.113904168885378,-0.0774964719965493,0.128233782810607,0,0.0170423029717695,0,0,0,0,0,0,0,-0.00866202916938839,0,0,0,0,0,0,0
X002304.SZ,0,0.419233959571088,0,0,0,0,0,0.0579575498407588,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093340399482776,0,0,0,0,0,0.0525325716614246,0,0,0,0,0,0.0181076959517047,0,0,0,0,0,0,0,0,0,0,0,-0.0300272676151348,0,0,0,0,0,0,0
X000338.SZ,0,0.151163977272483,0,0,0,0,0,0,0,0.116692991639613,0.0685226780865053,0,0,0,0,0,0,0,0,0,0.0324030062302439,0,0.137835112509334,0,0,0,0,0.0119257076465489,0,0,0,0,0,0.202285994891165,0,0.130557049442617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0.489809485500062,0,0,0.26295165576729,0,0,0,0,0.1640742204185,0,0,0,0,0,0,0,0,0,0,0,0.0055076476289132,0,0,0,0,0,0,0.0193964065858134,0,0,0,0,0,0,0,0,0,0,0,0,0.0329585491072089,0,0,0,0,0,0,0,0,0.027318228935823,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210280392455033,0,0,0,0,0,0.252343991181415,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.11490641890121,0,0.0286478762811602,0,0.0193572854967352,0,0,0,0,0,0.751789695144046,0,0,0.010677652209219,0,0,0,0,0,0
X002179.SZ,0,0,0.0276854693675584,0,0,0,0.0668082711827678,0,0,0,0,0,0,0.18758671255896,0,0,0,0,0,0,0.0935035835309598,0,0,0,0,0,0,0,0,0,0,0,0,0.0545797174851707,0,0,0,0,0.132163930391279,0,0,0,0,0.109652247323187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0597664307049878,0,0,0,0,0,0,0,0,0.599288596966585,0,0,0,0,0,0,0.0677063009375114,0,0.0480859531539406,0,0,0,0,0,0.0829926900448505,0.048266021047284,0,0,0,0,0,0.114137294652853,0,0,0.0114720257289632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165635270649563,0,0,0,0,0,0,0
X002241.SZ,0,0,0.35089775232453,0,0,0,0,0.0647595432080972,0,0,0,0,0,0,0,0,0,0.140298361751437,0,0.0105013695530898,0.0125207202361373,0,0,0,0,0,0,0.131893830055666,0.125881593085894,0,0,0,0,0.0846524676039492,0,0,0.0647888299274923,0,0.0124741590874777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600418.SH,0,0,0.0273491889313641,0,0.0340975944051093,0,0,0,0,0,0.0118929110944314,0,0,0,0,0,0.279662669067948,0,0,0,0,0,0,0,0,0,0,0.162474390208442,0.0719551129667265,0,0,0.0649388668204588,0,0,0,0.0774379414942666,0,0,0.105184213548608,-0.055261619575857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453200294608205,0,0,0,0,0
X002463.SZ,0,-1.73472347597681e-18,0,0,0,0,0,0,0.241496628736776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157460598001995,0,0,0,0,0,0,0.778023483301716,-0.0966088071772527,1.73472347597681e-18,0,0,0,0,0,0,0,0.100965233974636,-0.0457945160435645,0,0,0,0.128562531609729,0,0
X600089.SH,0,0,0,0,0.0579192698782079,0,0,0,0,0,0,0,0.182850603143835,0,0,0,0,0.22994974107869,0,0,0.192583977442326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595393257765906,0,0,0,0,0,0,0,0,0,0,0,-0.0751789704763483,0,0,0,0,0,0,0,0.0193128243103955,0,0
X600839.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156981222018023,-0.0536570812023493,0,0,0.130066880651587,0,0,0,0,0,0,0,0,0,0,0.151386706503233,0,0,0,0.0728892814808424,0,0,0,0,0.314896942921526,0,0,0,0,0.147704553851263,0,0,0,0,-0.0226070154583681,0,0,-0.431237933271882,0,0
X600584.SH,0,0,0.358620664410401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213322061170891,0,0,0,0,0.293794435099865,0,0,0,0,0,0,0,0.00975214872620516,0,0,0,0,0.0499166623293753,0,0,0,0,0.10014861890227,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910576446963573,0,0,0,0,0,0,0,0.00743817259096959,0,0,0,0,0,0.0179491031775217,0,0,0,0.0616285461394699,0,0.138536289276287,0,0,0,0,0,0,0,0.200101386384273,0,0,0,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0.156281621967701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175627523819549,0,0.0776365613168414,0.0884406974227849,0,0,0,0,0,0,0,0,0,0.0433848227953977,0.0355337049607626,0,0.210587035082035,0,0.112482104993127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0.0743343984691588,0,0,0.125370671399418,0,0,0.0667094097221686,0,0.0424951275493877,0,0,0,0,0.169508850238135,0,0,0,0.0291782544516961,0,0,0,0,0,0,0,0,0.0809560041756723,0,0.0309653827645029,0,0,0,0,0,0,0,0.0420121215036799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002028.SZ,0,3.46944695195361e-18,0.0329750098562179,0,0,0,0,0.0294956429069767,0,0,0,0,0,0,0.116704463334172,0,0,0,0.0145157888905615,0,-0.0808642345768143,0,0,0,0.0551515605287995,-0.0453597161905909,0,0.0380150996462571,0,0,0,0,0,0,0.068828505745899,0.194698222517326,0,0,0,0,0,0,0.104896581844992,0,0,0,0,0,0,0,0,0.0479072893971616,0.014335423288058,0,0,0,0,0,0
X000157.SZ,0,0.0303152374541935,0,0,0,0,0,0,0,0,0.173511162047709,0,0,0.0104283446239151,0.246838014697619,0,0,0,0.428638784373614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063872944039684,0,0
X002049.SZ,0,0,0,0,0,0.0662825043399122,0,0,0,-0.00999343972629996,0,0,0,0.0579406023862765,0,0.0408725897279118,0,0,0,0,0,0,0,0,0,0,0,0,0.164667722944925,0.628565063522653,0,0,0,0,0,0,0,0,0,0,0.0348449780125363,0,0,0,0,0,0,0.0689957763150819,0.0429050848645695,0,0,-0.0247029922143633,0,0,0,0,0.0586934725928031,0,0
X600066.SH,0,0,0.148644910381261,0,0.0548649701736846,0,0,0,0,0,0,0,0.139841786876696,-0.0266207219208746,0,0,0,0,0,0,0,0,0.0606694516469345,0,0.0142960656633154,0,0,0,6.93889390390723e-18,0,0,0,0.101418156258564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397315438480586,0,0,0,0,0,0,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201045400246442,0,0,0,0,0,0,0.140090536656396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417960379899033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0.155604673049264,0,0,0,0,0,0,0,0,0,0,0.101026639142225,0,0.100834173525992,0,0,0,0,0.146262223639178,0.0569619106655779,0.0069522883533712,0,0,0,0,0.0418170335579334,0,0,0,0,0,0,0,0,0,0,0.0312325231154321,0,0,0,0,0,0,0,0.0846013154899887,0,0,0,0,0,0,0,0,0,0,0,0
