,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X000568.SZ,X002236.SZ,X000100.SZ,X600271.SH,X600031.SH,X002241.SZ,X600118.SH,X600177.SH,X002292.SZ,X000338.SZ,X002007.SZ,X600372.SH,X002456.SZ,X002475.SZ,X000559.SZ,X600522.SH,X000157.SZ,X600867.SH,X002506.SZ,X002074.SZ,X300003.SZ,X002180.SZ,X002085.SZ,X002426.SZ,X002294.SZ,X300124.SZ,X002508.SZ,X000981.SZ,X600089.SH,X000869.SZ,X601877.SH,X600498.SH,X002465.SZ,X000050.SZ,X002179.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.31705350064697,0.0319682935598733,0.100667585078557,0.0929295662792399,0,0,0,0.051364314088019,0,0,0,0,0,0.0719394923134647,0,0,0,0,0.00831458724969582,0,0,0,0.031858230527868,0,-0.122567815364716,0,0.0834126050404229,0,0,0,0,-2.16840434497101e-19,0,0.0152309865057843,0,0,0,0.146532377609229,0,0,0,0,0,0,0,0,0,0,0,0,0.0420237821677342,0,0,0,0,0,0
X600104.SH,0.198682744426008,0,0,0,0,0,0,0.106893999402642,0,0,0.0139542275685709,0,0,0,0,0,0,0,0,0,0.0748666447740509,0,0,0,0.0187675681030587,0,0,0,0,0,0,-0.00983378940928029,0,0,0.000420788940947651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502329570314539,0,0,0,0,0,0,0
X002415.SZ,0.102248164386617,0,0,0,0,0,0,0,0,0,0,0,0,0.00123692197073903,0,0,0,0,0,0,0,0,0,0.101919634677411,0.0583795599713147,0,0.102638034997256,0,0,0,0,0,0.024464033154241,0,0,0,0,0,0.0171949578685064,0.0932442284880895,0,0,0.0527828104204801,0,0.0717255118785253,0,0,0,0,0,0.0299602207504835,0,0,0,0,0,0,0
X000858.SZ,0.0760020250255438,0,0,0,0.30595854557481,0,0,0,0.246357034167054,0,0,0,0,0.214548905819555,0,0,0,0,0,0.00150532654550842,0,0,0,0,0,0,0,0,0.0164419837308993,0,0,0,0,0,0,0,0.0260235304795702,0,0,0,0,0,0.103077662654298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.55908944488898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241049807119886,0,0,0,0,0,0,0,0,0,0.0239008314973036,0,0,0,0,0,0.0378094003572246,0,0,0.0331336150889892,0,0,0,0,0,0,0.0402715624722949,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.00947422969157566,0,0,0,0,0.158793814640184,0,0,0,0.102081613744879,0.0248465197283883,0.0765266384075772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411080553923358,0,0,0,0,0,0,0,-0.0296136172956018,0,0,0,0,0,-0.0322635149630042,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0283752205987637,0,0,0,0,0,0,0.194692026100962,0,0,-2.71050543121376e-20,0,0,0,0.0851512622893461,0,0,0,0,0,-0.00474721471363486,0,0,-0.00429513925299873,0,0,0.0205848115199728,0,0,0,0,0,0,0,0,0,0,0,0.0798688158752492,0.00848803528657516,0,0,-0.0416856257984189,0.00712567639431193,0,0,0,0,0,0
X000625.SZ,0.00984349178684659,0.201844976675928,0,0,0,0,0,0,0,0,0,0,0.102837947751658,0,0.0280668820550473,0,0.0230906570094994,0,0,0,0,0,0,0,0,0,0,0,0.0230730363927056,0,0,0,0,0,0,0,0.00637604607625183,0,0,0,0,0,0,0,0.0703551135650058,0,0,0,-0.0434935119409935,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.129614366870933,0,0,0,0,0,0,0.0392266361299806,0,0,0,0,0,0,0,0,0,0,0,0,0.137294590493436,0,0,0,0,0.0487907199729188,0,0,0,0,0,0,0,0,0,0,0.025466487622092,0,0,0,0,0,0,0.103198213017913,0,0,0,0.00403448752780417,0.0607540216667042,0,0,0,0,0,0
X000063.SZ,0,0,0,0.032645565059055,0,0,0,0,0,0,0,0,0,0.00990039527487517,0,0,0,0,0.118076820832078,0,0,0,0,0,0.0615501799867057,0.0960372343665994,0,0.0273402010086343,0.065238694984571,0,0,0,0,0,0.0680971421694007,0,0,0,0,0,0.080854263312668,0,0,0,0,0,0.00709625776591694,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.532581934483323,0,0.183305706574544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279814241423953,0,0.14304453563451,0,0,0,0,0,0,0,0,0.0353773907717464,0,-0.0126833884315806,0,0,0,0.163460621273575,0,0,0,0,0,0,0.0902505222141775,0,0,0.0121454961099664,0,0,0,0,-0.0483733562959216,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167782811767891,0,0,0,0,0,0.128947065879208,0,0,0,0,0,0,-0.0250247454214522,0,-0.102553320548941,0,0,0,0,0,0,0,0,0,0,0,0,0.0700067694598603,0,0,0,-0.00746298976293543,0,0,0,0,0,0,0
X600066.SH,0,0.161004204434999,0,0,0,0,0,0.00198257775809389,0.135939737461072,0,0,0,0,0.0384783698698529,0,0,0,0,0,0,0,0,0,0,0,0.0791674895508089,0,0,0,0,0,-0.0229450714223206,0,0,0,0,0,0,0,0,-0.12085321839245,0,0,0,0,0,0,0,0,0,-0.0229167895094456,0.120685252408039,0,0,0,0,0,0
X000568.SZ,0.136111979283287,0,0.147739680909553,0.327770863714903,0.135481506271115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00360187455393879,0,0,0,0.0949307758859475,0,0.0426834155939798,0,0,0,0,0,0,0.0516326656057201,0,0,0.0164018596678638,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931573226841735,0,0,0,0,0.169116627774494,0,0.104197002474438,0.0642649029344227,0.0748093368787148,0,0,0.043003768538397,0,0,-0.0603266686478163,0.0700212886861061,0,0.0174233350205748,0.0723426298123135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251030746463321,0.00168081606451071,0,0,0,0,0,0
X000100.SZ,0,0,0,0.0407324588769736,0,0,0,0,0.0850461529435215,0,0,0,-0.0101361289019202,0,0,0,0,0,0.0817103510775645,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0304295656929472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125616403143064,0,0,0,0,0.00658307471731304,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188240554727876,0,0.23532955783652,0,0,0.0247721924810505,0,0,0,0,0,0,0,-0.0145788573434484,0,0.088758600685959,0,0,0,0,0,0,0,0,0,0,0,0.0883575985080648,0,0,0,-0.0418709748084292,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601039853496599,0.0986940761492858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129688099400846,0,0,0,0,0,0.0474387265905072,0,0,0.104904659117698,0,0,0.0343173951075205,0,0,0,-0.00384021342782885,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0.304514487798442,0,0.0156621583728952,0.0437171261534229,0,0.14350679075366,0,0,0,0,0.0681054285623061,0,0,0.0293807610180706,0,0.105757411504131,0,0,0,0,0,0,0,0,0,0.162925588199655,0,0,-0.0812130933484529,0,0,0,0,0,0,0.1099494783298,0,0,0,0,0,0.0437245756322351,0,0,0.0559629659521378,0,0
X600118.SH,0,0,0,0.0745508923932637,0,0,0,0,0,0,0,0,0,0,0,0,0.112604703723479,0,0,0,0,0,0,0,0.259051213104907,0,0,0,0,0,0,0.0552054303721253,0,0,-0.0261341893170364,0,0.0255276580634907,0,0.0177320096002671,0,0,0,0,0.0418533227614099,0,0,0.0650137692525923,0,0,0,0.0288410509793222,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0.171931455535861,0.025639767299708,0.151930315908829,0,0,0.126822039522698,0,0,0,0,0,0,0,0,0,0,0,0,0.0486851857812511,0,0,0,0,-0.00681084921682886,0,0,0.0105803436472447,0,0,0,0,0,0.00633873044381928,0,0,0,0,0,0.114153856183976,0,0.063663699419253,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151425462504065,0,0,0.0342752155468057,0,0,0,0,0.0560359254971858,0.0874594503043617,0,0,0.0489422280589204,0,0,0,0,0,0,0,0,0,0.102662582411148,0,0,0,0,0,0,0,0.416838510083936,0,0,0,0,0.0179971008305896,0,0,0,0,0,0
X000338.SZ,0,0,0.0930732281463603,0,0.0903228924476131,0,0,0,0,0,0,0,0,0.0242779087206537,0,0,0,0,0,0,0,0,0,0,0,0.0430773440133936,0,0,0,0,0,-0.0394931164840992,0,0,0.0891505457958935,0,0,0,0,0,0.0430211319589514,0,0,0,0.0437380831272349,0,0,0,0,0,0,0,0,0,0,0,0,0
