,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X600276.SH,X002304.SZ,X002475.SZ,X600104.SH,X000651.SZ,X000725.SZ,X600031.SH,X003816.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X300014.SZ,X002241.SZ,X000063.SZ,X000338.SZ,X002049.SZ,X000596.SZ,X600703.SH,X300142.SZ,X002179.SZ,X000625.SZ,X600089.SH,X601877.SH,X000100.SZ,X600460.SH,X000661.SZ,X600741.SH,X002180.SZ,X000157.SZ,X600884.SH,X000733.SZ,X002236.SZ,X600522.SH,X600702.SH,X000799.SZ,X002074.SZ,X600584.SH,X600779.SH,X000800.SZ,X002432.SZ,X000977.SZ,X600183.SH,X002414.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0509142439003245,0.177496167752795,0.137817866620555,0,0.102519356665865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130361177720729,0,0,0,0,0,0,0,0,-0.0137338805200896,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00775684889112522,0.0318965762016903,0,0,0,0,0,-0.0299844435837349,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.292940803481287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191093164000908,0,0.00350042806642369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791751259889402,0,0.050163156743779,0,0,0,0,0,0,0,0,0,-0.000201661825342193,0,0,0,0,0,0,0
X002415.SZ,0,0.0320826552388299,0,0.0314421777221234,0,0,0,0.0498390683038845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882418019143867,0,0,0,0,0,0.178056371146512,0,0.0365433729265894,0,0,0,0,0.228626448149581,0,0,0.0478256858060643,0,0,0.000911691581605903,0,0,0,0,0,0
X600809.SH,0,0.202426174804877,0,0,0.518630109090506,0,0,0,0,0,0,0,0,0,0.0449350664129424,0,0.00181860866385342,0,0,0,0,0,0,0,-0.0210767930948047,0,0,0,0,0,0,0,0,0.0856724247583311,0,0,0,0,0,0.199315049671503,0,0,0,0,0,-0.0326079879541901,0,0,0,0,0,0.0576486443490319,-0.0332154353365985,0,0,0,0,0,0
X000568.SZ,0.19838683143659,0.231261139095913,0,0.0536679727119372,0,0,0,0,0,0,0,0,0,0,0.0789275752583319,0,0,0,0,0.00926647722576396,0,0,0.159425562359219,0,0,0,0,0,0,0,0,0,0,0.073999476209992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134248968591363,0.0468549620833245,0,0,0,0,0,0
X600690.SH,0,0.301340060693672,0,0,0,0,0,0,0,0,0,0,0.0117881367713884,0,0,0,0,0.0643808522993274,0,0,0.135707919409125,0,0,0,0,0,0,0,0,0,0,0,0.12054378940005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021466388713467,-0.0107898572707276,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.159479494316725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188233802476411,0,0,0,0,0.0408171726810488,0,0,0,0,0,0,0.0501712325420937,0,0,0,0.0393015249851113,0,0,0,0,0.100001604658564,0,0,0,0,0.0643511122745094,0,0,0,0,0,0,-0.0177763821092137,0.0990029251742613,0,0,0,0,0
X002304.SZ,0.0316696827880482,0,0,0.0082648657348761,0.029863890940152,0,0,0,0,0,0,0,0,0.0834020323967912,0,0.0605002301910311,0.0395340178577795,0,0,0,0,0,0.261318526042802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21583653863679,0,0.0309815119221248,0,0,0,0,0,0,0.00958296687703192,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184972712196958,0,0,0,0.475132628736283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252783885151254,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.16173255635237,0,0,0,0,0.0498978332020305,0.0250385313228623,0,0,0,0,0,0,0.113011327766366,0,0,0,0,0,0.0345193249469435,0,0,0,0,0,0,0.0242498697028465,0,0,0.00953352632867722,0,0.0123088323269302,0,0,0,0.0582747687440128,0,0,0,0,0,2.16840434497101e-19,0,0.0691593102746842,0,0.00485005453707976,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0409935563121691,0,0.163775762505682,0,0,0,0,0.166540086776598,0.0356068285246484,0,0.0702339126134525,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271502957005659,0,0,0,0,0,0,0.139417926180763,0,0,0,0,0,0,0,-0.0332650075813462,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0738932447647575,0,0,0,0.021796400440302,0,0.17063345072326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15076724166422,0.0413896930908501,0,0,0.0750477168946447,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620864300468719,0.13897607837768,0,0,0,0,0.308578913539704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189337937886444,0.104099719690183,0,0.0178884037153224,0,0,0.023680661568098,-0.0339211282213314,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0.0339441985473354,0,0.325158809596776,0,0,0,0,0,0,0,0,0,0.0884662251524452,0,0,0.0446100635266444,0,0,0,0,0,0,0,0,-0.00960249831458153,0,0.00603832202258181,0,0,0,0,0,0,0,0,0,0,0.167832590478387,-0.0205939231389248,0,0,0,0,0.0157784487230606,-0.0156340231678581,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0.328406043201125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545571865177702,0,0,0,0,0.313246412012715,0,0.341234760736897,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0480376974753793,0,0,0,0,0,0,0,0,0,0,0,-0.0282732423609081,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0.21135626883424,0,0,0,0,0,0,0,0,0,0,0,0.076651247237499,0,0.141116873357795,0,0.0461353475749158,0,0,0,0,0,0,0,0,0,0.181514077595454,0,0,0,0,0,0.0413330431510487,0,0,0.0235214624196088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165622266457012,0,0,0,0,0.0861187474707795,0.0838789762997571,0,0,0.206890107184286,0,0,0,0,0.202198072936976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161070003414751,0,0,0,0,0,0
