,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X002475.SZ,X002236.SZ,X600741.SH,X000338.SZ,X600031.SH,X300003.SZ,X002008.SZ,X601877.SH,X002456.SZ,X000625.SZ,X300124.SZ,X600066.SH,X600809.SH,X600487.SH,X000100.SZ,X600271.SH,X002241.SZ,X600867.SH,X002294.SZ,X600566.SH,X300136.SZ,X000981.SZ,X600522.SH,X300142.SZ,X002179.SZ,X002508.SZ,X000157.SZ,X000050.SZ,X600089.SH,X000661.SZ,X600177.SH,X000596.SZ,X600498.SH,X000977.SZ,X600707.SH,X002007.SZ,X600584.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.362113820590263,0.0510486495643277,0.0281900748108806,0.0317469903076548,0,0.175415331715103,0,0.0436573320608241,0,0,0,0,0,0,0,0.0882627141194248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234546205976647,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288067437758055,0,0,0,0,0,-0.0218948115875204,0,0,0,-0.0574410327579446,0,0,0,0,0,-0.146393844808337,0,0,0,0,0.177462114822953,-0.0334397467275083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0250409286098252,-0.0287381734027685,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.123956730860537,0.0127690193651288,0.0233489907972636,0,0,0,0,0,0,0.107351590725946,0,0,0,0,0,0,0,0,0,0,0.0143100613244103,0.349674845121051,0,0,0,0,0,0,0.134994360841086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.327597226854515,0,0,0,0,0.27293509585625,0,0,0,0,0,0,0.00217882147106853,0,0.00380046725388901,0,0,0,0.0373428701484081,0,0,0,0,0,0,0,0,0,-0.0143219530037069,0,0,0.108877932250345,0,0.121977277678546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.222032545439509,0,0,0.204948652280012,0,0,0,0.0193133074910666,0,0,0.494303185847901,0,0,0.0153430656864397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109985590970801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00720105557991134,0,0,0,0,0,0,0
X600276.SH,0,0,0.118512878151615,0,0,0,0,0,0,0.157537949836395,0,0,0,0,0.0384056740929606,0,0,0.0123798706099296,0,0,0,0,0,0,0.103574403888307,0.242812189543539,0,0,0,0.0459496447322827,0,0,0,0,0,0,0,0.0154222043744348,0,0,0,0.044608522257887,0,0,0,0,0,0,0,0,0,-0.0159642299374414,-0.00342361417743149,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.288478247399297,0,0,0,0,0,0,0.0437674442791975,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.166982713466563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5801879712567,0.0393383152768412,0,0,0,0,0,0,0,0,0,0.014630333917841,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.314299118657662,0.0494602210865774,0,0,0,0,0.0911410175545122,0,0,0,0.229615545334921,0,0,0,0,0,0,0,0,0,0.00236808775714152,0,0,-0.0162288662940625,0,0,0,0,0,0,0,0,0,0.245278078028638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0024783939909975,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00697942423089878,0,0,0,0,0,0,0,0.540257671541127,0.179074415927944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113939209300215,0.178233478426607,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.296140244548567,0.356568288392158,0,0,0.1032914741505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249685477960671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061200339379439,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.61811516518286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073263598960593,0,0,0,0,0,0.0271870933662834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883298230785296,0,0,0,0.19431801877898,0,0,0,0,0,0,0,0.00437712654745434,0,0,0,0,0,0,0
