,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X000338.SZ,X002241.SZ,X600271.SH,X002456.SZ,X002236.SZ,X600118.SH,X600177.SH,X002085.SZ,X000157.SZ,X600372.SH,X002007.SZ,X300003.SZ,X300124.SZ,X600867.SH,X002292.SZ,X000559.SZ,X002426.SZ,X600089.SH,X002294.SZ,X002180.SZ,X601877.SH,X002506.SZ,X600498.SH,X002508.SZ,X600522.SH,X000623.SZ,X002074.SZ,X000981.SZ,X000536.SZ,X000050.SZ,X300136.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0150551173898628,0,0.232268282634436,0,0,0,0,0,0,0,0,0,0.108056512685985,0,0,0.0446726189358078,0,0,0,0,0.00196368755426422,0,0,0,0,0,0.0113084357256796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019382503197941,0,0,0,0,0.0601542173111467,0,0,0,0.042250364048164,0,0,0,0,0,0
X600104.SH,0,0,0.130609264672828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196978950114248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506500819619874,0,0,-0.00193313156589954,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.371285397372806,0,0,0,0,0,0,0,0,0,0,-0.0915552412731011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735648040534035,0,0,0,0,0,0.235014913787483,0,0.152682436436968,0,0,0,0,-0.0760867754328638,0.00980543144940435,0.198015297397716,0,0,0,-0.0888586001893614,0,0
X002415.SZ,0,0,0,0,0.0128054805399904,0,0,0,0,0,0,0,0,0.058705324269478,0,0,0,0,0.0540843636980519,0,0,0,0,0,0.044832096222175,0,0,0,0.0549231122670151,0,0,0.142492139820346,0,0,0,0,0,0,0,0,0.125508974421076,0,0.0401808093148329,0,0,0,0,0,0.0133990401757686,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0826786026436151,0,0,0,0,0,0,0,0.0730251983707018,0,0,0,0,0,0.393124750217768,0,0,0,0,0,0,0,0,0,0.0311700183272152,0,0,0,0,0,0,0,0,0.0145088103318517,0,0,0,0,0,0,0,0,0,0,0,0.094207884705816,0,0,0.165769277539489,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.18204046922705,0,0,-0.0153321822469143,0.0407995950592693,0,0,-0.0154070133104429,-0.0584273374750899,0,0,0,0,0,-0.00872389256920155,0,0,0,0,0,0,0,0,0,0,0.147684257309349,0,0,0,0,0,0,0,0.116777850011792,0.053820136170816,-0.12273233634269,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.135298414802271,0,0,0,0,0,0,0,0,0,0.118760688102674,0,0,0.0305879952936774,0,0,0,0,0,0,0,0,0,0,0,0.0797882042469253,0,0,0,0.0268005418708133,0,0,0,0,0,0,0,0,0,0,0,0.0608702224709494,0,0,0.0910411230317276,0,0,0,0,0,0,0,0,0
X000725.SZ,0.0386833861798741,0,0.0469291681742725,0,0,0,0,0,0,0,0,0,0,0.043555830353396,0,0,0,0,0.105861815519799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577628888894134,0,0,0,0.0199473729455079,0,0.178986326463982,0,0,0,0,0,0,4.33680868994202e-19,0.0642975159911385,0,0,0,0,0
X000625.SZ,0,0,0.118421482935707,0,0.0930210001578378,0,0,0,0,0,0,0.0624986934071403,0,-1.73472347597681e-18,0,0.0186892215209941,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0550400991528058,0,0,0,0,0,0,0,0,0.0787962681910096,0,0,0,0.017268506351774,0,0,0,0,0.0356163014868407,0,0,0,0,0,0,0,0.0220452065242747,0,0,0,0,0,0,0
X000063.SZ,0,0.0421230871315359,0.0615179635170894,0,0,0,0,0,0,0,0,0,0,0.0401196818017276,0,0,0,0.214636219977909,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.260203329396963,0,0,0,0,0,0,0,0,0,0,0,0.256388101927861,0,0,0,0,-0.0281577447926496,0,0,-0.00807255767794714,-0.00282023842831174,0,0,0,-0.189063190421519,0,0
X600690.SH,0,0,0.0471737089497963,0,0.0206780223873898,0,0,0,0,0.100988403869346,0,0,0,0.03739467824606,0,0,0,0,0.105609104613818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791972565620193,0,0,0,0,0.0475523070504228,0,0,0.0303570005569523,0,0,0,0,0.0378970572213,0.0366679289192127,0,0,0,0,0,0
X600741.SH,0,0.0844760999163784,0,0,0,0,0,0,0.0997567052051365,0,0,0,0.0688652461017287,0,0,0.143330973369466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00477980233215995,0,0,0,0,0,0,0,0,0.236799592024121,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0.0579166268747075,0,0,0,0,0.170243930800977,0,0,0,0,0.0956804948057417,0,0.0809968077801558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901090720783127,0,-0.0324843188365354,0,0,0.0522520213662964,0,0,0,0,-0.0122883881393599,0.0320410812417064,0,0,0,0,0,0.0412957091571497,0,0,0,0,0,0
