,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600276.SH,X600690.SH,X600104.SH,X300014.SZ,X002371.SZ,X000625.SZ,X000651.SZ,X300124.SZ,X002129.SZ,X000725.SZ,X002049.SZ,X600031.SH,X003816.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X600703.SH,X002179.SZ,X000338.SZ,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002180.SZ,X300142.SZ,X002074.SZ,X000733.SZ,X600460.SH,X600741.SH,X600884.SH,X000100.SZ,X600702.SH,X000157.SZ,X600584.SH,X000799.SZ,X002236.SZ,X600418.SH,X600563.SH,X601799.SH,X002414.SZ,X002176.SZ,X000800.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.284562994978919,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0337948923798764,0,-0.000127559726954866,0,0,0,-0.0226767263295097,0,0,0,0,0,0,0,0,0,0.00813731482057462,0,0,0,0,0.0440293379018161,0.0504212321560864,0,0,0,0,0,0,0,0,0,0,0.0249840758252984,0,0,0,0,0,0,0.0120855882532514,0,0,0,-0.00210093736412023,0,0
X000858.SZ,0,0,0.274373761331008,0,0,0,0,0,0,0,0,0.0377698989885694,0,0,0,0,0,0.0366623162493927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208750313047522,0,0,0,0,-0.0158322782184086,-8.67361737988404e-19,-0.0407450322828836,0,0.0422062379625684,0,0,0,0,0,0,0,0,0.0100688202713337,0,0
X600809.SH,0.106834516046533,0.212028875670998,0,0.228987851607447,0,0,0,0,0,0,0,0,-0.0823998774622842,0.0451621655958052,0,0,0,0,0,0,0.051894137003151,0,0,0,0,0,0,0,-0.0453188357361188,0,0,0,0,0,0.103454429521835,0,0,0,0,0,0,0.091716793153851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00931983171433287,0,0
X000568.SZ,0,0,0.236636445741098,0,0,0,0.0678533911382849,0,0,0,0,-0.0100174716857906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133222763902155,0.0547089683451128,0,-0.019395101609932,0,0,0,0,0,0,0,0,0.332157407890019,0,0,0.00962738535106318,0,0,0,0,0,0,0,0,0,-0.0210060331601461,0,0,0,0,-0.0187395756141997,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.11869752055858,0,0,0,0,0,0,0,0,0,0,0.0435721098939492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688146681846738,0.717940509598629,0,0,-0.0321792470414926,0,0,0,-0.00416401562274184,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.195841444820218,0,0,0.0119882754111463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015696271069068,0,0,0,0.0354787341887405,0,0,0,0,0,0,0,0,0.0801663682821675,0,0,0,0,0.208142158979309,0,0,0,0,0.00752727008605129,0.0699299660677299,0,0,0,0,0,0,-0.000394703546485852,0,0,0,0,-0.0189811362343625,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0993520340690373,0,0,0,0,0,0,0,0,0,0.537478116145235,0.013474737998094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016107795148114,0,0.0492051775580683,0,0,0.02961810148817,0,0,0,0,0,0,0,-0.0635968131552533,-0.0378398629404173,0,0,0,-0.0121705743914038,0,0
X600276.SH,0,0,0,0,0.0511585464807547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066624302775277,0,0,0,0.17274980170706,0,0,0.0810175143657582,0.0390118475761564,0,0,0,-0.0157513718491047,0,1.0842021724855e-19,0.0447479517825102,0.052748783933657,0,0,0.318555350887358,0,0.065348228346606,0,0,0,0,0,0,0.0139382804473835,0.067035693165885,0,0,0,-0.00416879418270473,0,0
X600690.SH,0,0,0,0,0,0,0.118689750290557,0,0,0,-0.0431794498194155,0,0,0,0,0,0,0,0.138869802541354,0,0,0.100594273356625,0,0,0,0,0,0.0159840216520905,0,-0.0404827139922249,0,0,0,0,0,0.114312613558606,0,0.0253516999985053,0,0,0.0429264762425529,0,0.0715075233021109,0,0,0,0,0,0,0,0,0,0.00237425706694487,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0135115457716261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321427951217975,0,0,0.210871376013182,0,0.0624006128527142,0,0,0,0,0,0.101028855685362,0,0,0,0,0.133098915068028,0.0979578572722697,0,0,-0.00343274310854124,0,0,0,0.00532558570266831,0,0
