,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000568.SZ,X000338.SZ,X600703.SH,X300003.SZ,X600741.SH,X601877.SH,X600271.SH,X002236.SZ,X300124.SZ,X002008.SZ,X002007.SZ,X600487.SH,X600498.SH,X000100.SZ,X000661.SZ,X600809.SH,X002456.SZ,X002179.SZ,X600867.SH,X600566.SH,X000625.SZ,X000596.SZ,X300146.SZ,X300142.SZ,X000157.SZ,X600177.SH,X002180.SZ,X002294.SZ,X300136.SZ,X600372.SH,X600089.SH,X600066.SH,X002506.SZ,X600522.SH,X002241.SZ,X000977.SZ,X600699.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.720246735665865,0.148571913887374,0,0,0,-0.0186454845548533,0,0,0,0,0,0,0,0,-0.0249679114374045,0,0,0,0.0933340217199192,0,0,0,0,0,0,0,0,0,0.0218120898970918,-0.0312371384001815,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.00977359157872611,0,0,0,0,-0.0132157077708977,0,0
X600104.SH,0,0,0,0,0,0.010882429207148,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0957144801298107,0.311603831339356,0,0,0,0.257350958071421,0,0,0,0.0780605780506174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.00322005020757301,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0669352809584978,0,0,0,0,0,0,0,0,0,0.740181565468545,0,0.0310057831689508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184538699403959,0,0,0,0,0,0,0
X600276.SH,0,0,0.152338952092204,0,0,0,0,0,0,0.00907774124696103,0,0,0.0896176653695713,0,0,0.408252554948133,0,0,0,0.000727742196513937,0,0.0252577288118525,0,0,0,0,0,0,0.0275890418644212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304746776407711,0,0,0,-0.00586033986035224,0,0,0,0,0,0,0
X000651.SZ,0.290846252114763,0,0,0.0594198681503821,0,0,0.00471381279706858,0,0.152347518713151,0,0,0,0.0597143672086618,0,0,0.0727418200464403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864072334649585,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0144787075070891,0,0,0,0,0,0
X000858.SZ,0.167836103553245,0,0,0,0,0,0.164897588266144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339044446248249,0,0,0,0,0,0.166639040947749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138377440830856,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.346071523163478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324285753242657,0,0,0,0,0,0.320760726192472,0.0680984371048422,0,0,0,0,0,0,0,0,0,0,0,0,-0.0946004249180823,0,0,0,0,0.0337260638310652,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270382672834351,0.33131111501694,0,0,0,0.167617377892817,0,0,0,0.128585721804823,0,0,0,0,0,0.0124275569654616,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,-0.0351749350989749,-0.00142541550565592,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.1496620449907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525970620533611,0,0,0,0,0,0,0,0,0,0,0,0.0382161438562199,0,0,0,0,0,0,0,0,0,0,0.254162425926989,0,0,0,0.321591335436398,0,0,0,-0.00623457216345986,-0.030739262981368,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.172220868791859,0,0,0,0,0,0,0,0,0,0,0,0,0.308124037775415,0.1895361446875,0,0,0,0.158685685190385,0,0,0,0,0,0,0.0392794852083893,0,0,0.201533501870659,0,0,0,0,0,0,0,0,0,0,0,0,0.0128971963582955,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0319351752355289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354548853071025,0,0,0,0,0,0,0,0,0,0.800697275914994,0,-0.0498482715443759,0,0,0,0,0,0,0,0,0,0.0734581357750583,0,0,0,0,0,0,0,0.152811827824365,0,0,-0.00677585201439679,0.112966230145337,0,0,0,0,0,0
