,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000661.SZ,X000725.SZ,X000568.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X000596.SZ,X002371.SZ,X002007.SZ,X300003.SZ,X002241.SZ,X000100.SZ,X300142.SZ,X600741.SH,X600183.SH,X300124.SZ,X300014.SZ,X000977.SZ,X601877.SH,X000157.SZ,X002129.SZ,X000625.SZ,X000800.SZ,X002236.SZ,X600584.SH,X002049.SZ,X002463.SZ,X002414.SZ,X000066.SZ,X002456.SZ,X300136.SZ,X002179.SZ,X600118.SH,X002185.SZ,X600522.SH,X000021.SZ,X600498.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.202168053319361,0,0,0,0,0,0,0.0218285465671255,0,0,0,0,0,0,0,0,0,0.194107165654003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533836246189439,0,0,0,0,0,0,0,0,0,0,0.0160941402843691,0,0,0,0.014389996045617,0,0,0.00317441398124771,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.00350953230466175,0,0.00852497461281881,0,0,0,0,0.370194284431791,0.277474541512582,0,0,0,0.0640749363166207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128291789695728,0.0518521437057896,0,0,0,0,0,0
X600276.SH,0,0.17285043284062,0,0,0,0,0.0440167682968711,0,0,0,0,0.0682660706047266,0,0,0.0744852809672211,0,0,0,0,0,0,0.0485412993602095,0,0,0,0,0,0,0,0,0,0.120260941077833,0,0.0429748913736937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00870864740022608,0.00711300941705229,0,0,0,0,0,0
X000651.SZ,0,0.060888528468229,0,0,0,0.0742578042761294,0.0408592440596975,0,0,0,0,0,0,0,0,0,0.204049232665104,0,0,0,0,0,0,0,0,0.0176013594818259,0,0,0,0,0,0,0,0,0,0,0,0.0379834692168983,0,0,0,0,0,0,0,0,0,0,0,0,0.0181675126517439,0.0109812505688021,0.00225722460448795,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111301101456726,0,0,0,0,0.0374836944718445,0,0,0,0.144650399240292,0,0,0,0,0,0,0,0,0,0,0.107481668288214,0,0,0.0257301468744644,0.0130778649474005,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144652037971281,0.079111774702222,0,0,0.11772576371795,0,0.072136790344924,0,0,0,0,0,0,0,0,0,0,0,0,0.120163864541584,0,0,0,0,0,0.0116555564543998,0,0,0,0.0200165584289405,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134979710204171,0,0,0,0.366494497810355,0,0,0,0.110203527038435,0,0,0,0.158332790651026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0401296840479793,0,0,0.0111620741595985,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239780057229669,0,0,0,0,0,0,0,0,0,0,0.13576981350995,0,0,0,0,0.124961127360266,0.102402102064641,0,0,0.0713406936747548,0,0.0234386361354854,0,0,0,0.245396716831046,0,0,0.0255130284445624,0,0,0,0,0,0,0
X600031.SH,0,0.0930355826450496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767339788144475,0,0,0,0,0,0.406942071539799,-0.0389765457107817,0.0667317855084995,0,0,0,-3.46944695195361e-18,0,0,0,-0.00127041706399591,0,0,0,0,0,0,0,0,0,0.00904157278112971,0.021465487779733,0,0,0,0,0,0
X002304.SZ,0,0.171488389945153,0,0,0,0,0,0,0.0429426978886263,0,0,0,0,0,0,0.115194834128352,0,0,0,0,0,0,0,0,0,0.00151307288083593,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0291253293683186,0,0,0,0,0,0,0.00326482209338244,0.0029308617109454,0,0,0,0,0,0
